Chr	Locus	Gene Name	CT State 1	CT State 2	CT State 3	CT State 4	CT State 5	CT State 6	CT State 7	CT State 8	EF State 1	EF State 2	EF State 3	EF State 4	EF State 5	EF State 6	EF State 7	EF State 8
DH10B	ECDH10B_1160	yceD	1751.7	1715.8	3341.3	2514.9	2365.9	2220.3	2418.9	540.2	1802.7	2292.5	1694.1	2639.7	788.2	955.1	598.9	732.4
DH10B	ECDH10B_1161	rpmF	178.6	17.7	0	11.4	18.3	75.2	0	0	59.5	96.1	4.4	3.1	175.2	36.2	0	22.5
DH10B	ECDH10B_1162	plsX	231.2	252.9	481.5	683.4	601.8	516.3	56.7	579.3	679.5	498.3	507.8	558.2	397.6	386.9	350.6	254.1
DH10B	ECDH10B_1163	fabH	412	343.6	572.6	434.1	403.7	437.5	165.4	399.1	455	473.8	351.4	462.5	366.5	432.2	253.9	257.5
DH10B	ECDH10B_1164	fabD	1063	753.8	1009.3	1009.3	794	1215.6	313.3	651.9	755.7	826.8	1108.3	1444.7	1069.9	1018.5	538	701.8
DH10B	ECDH10B_1165	fabG	759.8	856.4	1105.4	1145.7	721	995.4	842.4	153.5	1118.9	744.9	1406.5	1132.8	1259.9	1011	478.9	759
DH10B	ECDH10B_1166	acpP	2043.3	2402.6	2512.7	1581.6	1141.6	1397.2	307.4	0	1307	861.1	1651.3	2477.2	1592.4	2219.1	1121	1236.2
DH10B	ECDH10B_1167	fabF	2231.2	1621.4	1369.4	1510.8	1249.4	1506.1	997.1	953.6	1527.1	1278	1256.1	1775.5	1379.3	1427.4	1024.5	1143.8
DH10B	ECDH10B_1168	pabC	105.2	150.1	56	104.6	25.5	120.7	89.9	0	56.4	130.9	132	114.5	205.8	139.5	180.4	138.6
DH10B	ECDH10B_1169	yceG	68.6	101.5	100.2	82.8	154	126.5	284.8	261.9	78.7	107.7	112	94.3	180.5	123.8	94	129.8
DH10B	ECDH10B_1170	tmk	118.7	85.1	32.3	91.2	54.5	84	0	0	113.7	69.3	140.6	62.6	79.6	144.2	110.8	102
DH10B	ECDH10B_1171	holB	86.8	85.8	73.6	137.2	147.3	143.3	0	84.2	92.3	146.7	107.9	123.2	150.7	202.4	135.6	172.9
DH10B	ECDH10B_1172	ycfH	64.1	110.9	133.4	189.2	233.3	107.1	517.3	176.7	142.8	184.7	182.5	168.6	208.9	222.8	303.5	255.6
DH10B	ECDH10B_1173	ptsG	313.9	292.4	439.4	346.7	237.5	204.6	67.7	236	191.7	213.6	336.9	304	280.7	331.3	154.7	190.6
DH10B	ECDH10B_1174	fhuE	18.3	2.5	135.5	143.2	66.9	47.5	133.1	45.1	20.4	14.3	93.2	100.6	95.4	197	99.5	100.2
DH10B	ECDH10B_1175	hinT	272.9	104.7	123.2	74.1	48.6	87.7	337.2	0	132.1	108.7	238.1	114.7	241.5	166.8	107.2	271.6
DH10B	ECDH10B_1176	ycfL	159.1	120.1	109.6	133.3	96.8	158.9	0	0	150.7	109	194.6	208.5	168.4	205.3	116.1	144.5
DH10B	ECDH10B_1177	ycfM	301.4	284.1	208.9	241.7	71.9	202.7	226.9	395.3	146.7	184.1	220.9	161.2	159.2	337	244.1	295.1
DH10B	ECDH10B_1178	thiK	46.2	33.6	56.2	83.6	57.9	86.8	0	0	56.5	55.9	25.7	85.8	9.8	71.5	34.9	47.5
DH10B	ECDH10B_1179	nagZ	206.2	147	101.9	162.8	76	96.8	0	0	156	157.5	191.5	247.7	180	192.9	191.8	141.2
DH10B	ECDH10B_1180	ycfP	360	284.8	114.4	172.9	46.9	130.5	0	0	161.3	136	127.1	161.9	71	139.3	96.2	147.3
DH10B	ECDH10B_1181	ndh	199.8	143.3	210	284	102.4	196.5	195.4	162.1	238.8	323.2	332.4	353.7	167.6	210.2	49.3	79.3
DH10B	ECDH10B_1182	ycfJ	117	193.8	266.6	168.4	386.1	158.3	0	156.7	96.8	87.4	169.9	161.8	73	37.5	0	27.4
DH10B	ECDH10B_1183	ycfQ	77.6	51.1	88.8	51.1	266.5	51.1	422	0	29	61.6	49.1	28.8	114.7	83.5	153.1	142
DH10B	ECDH10B_1184	ycfR	0	0	53.5	46	160.4	6	611.8	0	23.7	43.4	8.8	97.7	100.8	58	52.8	65.5
DH10B	ECDH10B_1185	ycfS	147.8	130.2	195.6	312.8	447.9	241.5	365.6	234.3	100.7	173.9	130.7	130.8	402.1	314.2	584.8	623.5
DH10B	ECDH10B_1186	mfd	140.5	231.9	142.4	149.1	140.8	119.1	102.1	118.6	113.2	140.2	149.4	157.3	136.3	149.5	158.5	123.4
DH10B	ECDH10B_1187	ycfT	14	0	16.5	13.6	10.4	0	0	78.8	3.9	15	7.8	12	62.6	5.9	9.9	9.3
DH10B	ECDH10B_1188	lolC	284.9	395.6	267.9	284.2	427	400.4	70.8	399.5	327.6	384.4	422.8	227.4	238.3	232.4	258	222
DH10B	ECDH10B_1189	lolD	181.4	156.7	214.9	166.5	396.7	143.7	0	0	240.7	152	167.5	243.6	190.3	139.6	116.5	114.3
DH10B	ECDH10B_1190	lolE	195.7	255.3	395.2	349.9	357.9	272.2	331.6	283.1	302.1	254.9	311.3	289	288.7	268	401.3	234.8
DH10B	ECDH10B_1191	nagK	204.5	281.8	321.1	243.8	286.2	214.5	0	0	311.8	262.7	342.6	232.8	214.3	243.6	395.1	270.6
DH10B	ECDH10B_1192	cobB	144.4	142	171.4	124.1	130.7	184.3	0	0	154.1	182.6	169.7	170.4	102.4	108.3	292	112.8
DH10B	ECDH10B_1193	ycfZ	0	0	0	13.8	0	60.5	215.4	0	90.7	54.4	55.8	39.4	4.5	13.1	0	5.4
DH10B	ECDH10B_1194	ymfA	0	0	25.6	31.6	0	20	0	0	33.6	57.4	16.4	9.3	56.3	24.3	0	16.3
DH10B	ECDH10B_1195	potD	201.1	200.6	252.4	378.1	117	279.5	220.3	0	229.8	307.7	327.4	356.4	270.6	371	271.8	255
DH10B	ECDH10B_1196	potC	66.8	34.8	218.3	151.1	0	113.3	0	0	124.3	123.1	231.8	140.3	120.7	73.2	98.1	38
DH10B	ECDH10B_1197	potB	70.2	63.2	283.4	106.8	115.3	67.9	0	0	69.4	109	82.4	78.4	24.9	57.3	10.1	53.9
DH10B	ECDH10B_1198	potA	123.5	275.4	381.6	492	410.1	296	299	322.4	471.6	322.9	330.2	430.1	148.2	191.6	119.8	138.8
DH10B	ECDH10B_1199	pepT	397.1	446.5	101.2	72.9	19.5	202.1	0	0	203.7	175.7	95.2	66.9	115.4	80.6	79.6	112.6
DH10B	ECDH10B_1200	ycfD	376.2	301.8	376.1	359.2	167.4	324	64.9	276.5	269.8	313.6	465.7	356.5	260.5	380.3	272.6	376.2
DH10B	ECDH10B_1201	phoQ	160.6	263.9	118.8	114.5	104.6	105.9	133	0	94.1	110.1	141.7	126.6	68.7	86.4	69.4	90.9
DH10B	ECDH10B_1202	phoP	194	161.5	143.8	131.6	23.7	83.7	180.7	314.7	76.4	128.9	141.1	87	104.1	90	71	66
DH10B	ECDH10B_1203	purB	148.5	180.2	237.3	228.7	196.2	260.6	433.9	0	135.3	254.5	151	396.9	160.8	247.4	166.7	129.8
DH10B	ECDH10B_1204	hflD	117.1	164.2	336.3	337.1	143.8	200.3	0	0	249.3	267.2	219.7	197.1	244.4	309.5	178	196
DH10B	ECDH10B_1205	mnmA	239.1	235.6	488.1	402	475.9	400	296.1	420.3	297.2	409.6	418.6	390.4	311	341	365.8	260.6
DH10B	ECDH10B_1206	nudJ	19.5	128.2	29.9	46.5	24.1	105	0	0	50.9	73.1	91.9	89.4	106.7	97.4	55.7	90.1
DH10B	ECDH10B_1207	rluE	168.6	102.4	143.2	139	124.1	140.1	0	43.1	159.8	141.9	118.3	133.6	167.2	131.7	113.4	102
DH10B	ECDH10B_1208	icd	1212.6	1221	3039.9	2641.9	1265.8	1990.2	475.5	845.3	987	1447	2656.7	3037.8	1919.7	1978.8	1519.9	1046.5
DH10B	ECDH10B_1209	elbA	0	0	30.4	37.4	54	21.4	0	0	16	39.5	128.7	56.3	24.9	41.4	0	13
DH10B	ECDH10B_1210	ycgX	19.8	0	51.1	24.4	27.5	9.5	0	0	68.6	25.7	16.9	0	39.8	15.8	0	5.2
DH10B	ECDH10B_1211	ycgE	202.7	175.6	645.2	415.2	208.7	509.2	1044.9	366	377.5	465.3	298.4	576.4	322.1	317.2	528.4	365.6
DH10B	ECDH10B_1212	ycgF	54.6	87	532.8	538.6	334.8	556	260.5	162.9	526.7	680	374.2	535.7	279.6	222	371.6	313.7
DH10B	ECDH10B_1213	ycgZ	0	0	0	0	0	0	0	0	79.5	8.7	0	0	68.1	4.4	67.1	2.5
DH10B	ECDH10B_1214	ymgA	0	0	0	0	0	0	0	0	0	0	0	0	3.3	0	0	0
DH10B	ECDH10B_1215	ymgB	0	0	0	0	0	0	0	0	10.6	11.8	0	0	0	0	0	0
DH10B	ECDH10B_1216	ymgC	0	0	0	22.8	0	0	0	0	0	0	0	0	0	0	0	0
DH10B	ECDH10B_1217	ycgG	0	0	3.9	10.5	29.2	12.1	0	0	0	13.8	22.4	7.4	0	8.4	9.9	11.5
DH10B	ECDH10B_1218	ymgF	0	0	0	0	0	0	0	0	0	0.7	0	0	0	4.2	0	0
DH10B	ECDH10B_1220	ycgH	9.6	17.6	16.5	8.2	11.5	12.3	0	0	15.4	2.8	6.4	12.1	4.1	10.5	6.4	15.5
DH10B	ECDH10B_1222	ymgD	0	35	0	4.5	0	0	0	0	72.8	9.6	16.1	19.5	38	12.8	0	0
DH10B	ECDH10B_1223	ymgG	0	0	0	7.2	0	47.4	0	0	13.6	5.1	0	19.4	0	6.4	0	0
DH10B	ECDH10B_1224	ymgI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DH10B	ECDH10B_1225	ymgJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0
DH10B	ECDH10B_1226	ycgI	0	8.9	0	4.3	0	0	0	0	17.8	0	22	17.1	0	18.3	0	15.8
DH10B	ECDH10B_1227	minE	116.4	0	118.2	53.7	0	60.6	0	0	19.4	42.6	65.3	0	60.4	39.8	51	102.8
DH10B	ECDH10B_1228	minD	505.6	449.6	234.1	389.9	260.4	296.5	14.9	277.5	354.4	299.4	209.9	280.9	299.9	335.7	208.6	400.5
DH10B	ECDH10B_1229	minC	376	365.9	194.1	221.5	91.5	201.4	0	0	220.5	139.5	142.8	136.3	163.6	228.3	184.9	166.5
DH10B	ECDH10B_1230	ycgJ	51.6	20.9	0	6	0	52.2	0	0	39.5	3.8	26.7	0	0	20.1	22.6	58.1
DH10B	ECDH10B_1231	ycgK	54.9	34.5	44.1	20.9	0	13.4	0	245.5	29.3	33	0	0	4.5	34.1	56.5	19.5
DH10B	ECDH10B_1232	ycgL	125.7	75.3	78.4	80.9	0	167.2	0	0	15.8	66.6	30.2	114.8	57.6	216.5	48.6	99.7
DH10B	ECDH10B_1233	ycgM	135.2	123.6	197.2	122.8	188.1	99.2	55.2	0	84.9	56.2	114.9	143	157.6	251.5	303.9	335.1
DH10B	ECDH10B_1234	ycgN	56.4	84.9	123.8	83.4	55.1	76.7	0	30.5	32.6	49.9	16.4	53.4	135.8	98.7	29.5	108.4
DH10B	ECDH10B_1235	hlyE	20.9	32.1	27	0	0	22.8	0	0	6.2	2.2	0	2.4	0	3.1	0	2
DH10B	ECDH10B_1236	umuD	0	0	0	0	0	0	0	0	0	0	0	11.5	0	4.4	36	5
DH10B	ECDH10B_1237	umuC	0	7.3	5.4	14	6.3	12.1	0	0	4.1	16.9	12	29.2	39.6	15.2	53.1	20
DH10B	ECDH10B_1238	dsbB	98.2	175.3	250.7	67.9	98.9	66.7	0	0	98.4	95.1	172.8	141.4	128.3	142	146.8	144.3
DH10B	ECDH10B_1239	nhaB	128.7	80.8	143.9	107.8	65	108.4	94.5	91.4	124.3	87.5	85.6	116.5	66.9	100.6	91.8	97.8
DH10B	ECDH10B_1240	fadR	353.7	453.1	384.8	351.1	300.6	372.2	168.6	0	438.1	314.1	399.2	269.6	440.7	389.9	341.7	516.7
DH10B	ECDH10B_1241	ycgB	37.9	42.2	93.3	93.3	58.1	35.7	324.7	0	17.5	35.9	67.3	65.8	104.1	82.6	302.7	269.1
DH10B	ECDH10B_1242	dadA	336.5	138.6	428.8	457.3	167.8	174.3	224.3	152	131.2	93.4	560.5	485.4	459.6	344.5	305.3	611.6
DH10B	ECDH10B_1243	dadX	268.7	142.3	593.8	569.8	196.1	137.3	56.7	0	217.6	181.6	846.3	701.9	553.3	461.6	660.8	688.8
DH10B	ECDH10B_1244	cvrA	178.9	124	147.6	123.6	63.2	135.2	0	154.2	139.3	120.7	169	125.9	121.8	128.7	135.1	116.4
DH10B	ECDH10B_1245	ldcA	118.3	50.5	8.6	29.4	57.4	33.7	0	0	38.6	45.7	37.3	46.3	65.6	57.4	64.5	71.2
DH10B	ECDH10B_1246	emtA	75.4	66.6	37.1	65	2.6	56.6	416.6	0	28.5	66.8	39.7	44.7	77.6	78.1	53.2	35.5
DH10B	ECDH10B_1247	ycgR	65.5	66	0	3.7	0	17.8	0	0	19.2	15	0	13.1	0	10.9	17.5	17.2
DH10B	ECDH10B_1248	ymgE	0	0	0	9.7	0	0	0	0	0	0	0	0	0	0	0	0
DH10B	ECDH10B_1249	ycgY	0	19.2	0	4.5	0	0	0	0	0	4.7	0	0	0	0.7	0	0
DH10B	ECDH10B_1250	treA	17.1	13.6	27.3	51.5	64.7	20.4	0	41.5	33.5	27.1	21.4	38.5	3.2	14	11.6	30.7
DH10B	ECDH10B_1251	dhaM	642.3	513	583	632.3	271.4	420.1	51.3	198.7	342.7	335.9	295.6	389.6	301.3	473.1	529.2	641.5
DH10B	ECDH10B_1252	dhaL	546.4	387.8	431.5	303.7	251.4	183.7	191.8	0	124.2	200.2	232.4	293.1	123.2	346.1	290.6	279.3
DH10B	ECDH10B_1253	dhaK	484.9	416	360.9	393.8	199.1	173.3	0	0	216.3	184.9	225.9	172.7	164.9	244	284.8	418.4
DH10B	ECDH10B_1254	dhaR	15.1	76.1	7.7	29.1	18.2	17.6	0	44.1	29.9	41.5	66	30.4	31.3	39.3	20.1	40.2
DH10B	ECDH10B_1255	ycgV	16.1	25	13.1	24.2	34.4	22.3	80.4	4.9	25.9	30.8	10.6	5	45.3	27.8	40.9	40.4
DH10B	ECDH10B_1256	ychF	197.4	384	254.6	431.5	336.7	375.9	289.1	206.6	238.4	356.4	391.7	402.1	455.6	504.4	429.1	460.1
DH10B	ECDH10B_1257	pth	46.3	111.8	62.4	73.5	35.4	21.1	0	0	43.5	68.3	80.4	44	174.7	51.9	42.7	58.8
DH10B	ECDH10B_1258	ychH	150.9	46.9	0	3.5	0	22.1	0	0	21.9	24.9	0	0	0	13.7	127.5	35.7
DH10B	ECDH10B_1259	ychM	77.6	88.4	96.8	88.1	133.6	88.9	0	0	186.3	142.6	92.5	68	105.1	61.8	99.6	62.1
DH10B	ECDH10B_1260	prsA	542.5	528.4	939.2	928.4	916.6	904.9	704.4	520.6	700.7	1214.5	824.8	821.8	642.1	788.7	343.3	552.9
DH10B	ECDH10B_1261	ispE	150.6	99.3	140	100.6	97.1	177.2	128.2	0	153.6	114.9	163.8	112.6	117.8	112.3	50.6	128.6
DH10B	ECDH10B_1262	lolB	135	281.2	66.4	114.8	66.3	138.2	0	0	100.3	152.8	102.1	185.6	102	167.7	50.9	121.9
DH10B	ECDH10B_1263	hemA	129.2	333	275.3	280.9	264.6	545.3	67.6	33.7	353.9	319.4	311.9	357.9	301.7	429.6	399.8	496.9
DH10B	ECDH10B_1264	prfA	162.9	211.7	314.1	238.2	437.9	448	0	0	160.8	313.6	245.8	318.3	379.9	320.4	302.6	350.8
DH10B	ECDH10B_1265	prmC	198.4	65.5	126.5	189.3	209.9	152.4	203.8	0	164.8	171.5	191.9	173.6	258	167	104.4	159.9
DH10B	ECDH10B_1266	ychQ	163.3	68.5	125.4	90.5	36.4	96	0	0	196.4	118.1	102.3	42.3	157.4	73.3	146.4	73.7
DH10B	ECDH10B_1267	ychA	95.3	279.3	371.3	313.6	94.3	350.8	0	0	216.8	288	216.3	289.3	169.3	203.7	143.9	175.1
DH10B	ECDH10B_1268	kdsA	240.4	352.8	259.5	397.1	303.4	384.6	0	428.8	260.4	317.9	384.1	303.5	144.7	253.5	120.4	189.2
DH10B	ECDH10B_1269	ldrA	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9	0	0
DH10B	ECDH10B_1271	ldrB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DH10B	ECDH10B_1273	ldrC	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
DH10B	ECDH10B_1275	chaA	188.5	183.1	341.2	213.4	226.9	271.4	88.2	371.4	207.8	193.4	86.8	164.1	101.8	107.2	173.9	131
DH10B	ECDH10B_1276	chaB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DH10B	ECDH10B_1277	chaC	63.4	22.1	82.2	114.7	73.2	70.8	314	81	37.9	39.9	76.3	151	61.8	106.7	225.1	126.6
DH10B	ECDH10B_1278	ychN	288.9	86.9	66.8	86.6	45	108.8	0	0	58.5	70.9	92.1	95.4	129.1	123.3	117.6	78.4
DH10B	ECDH10B_1279	ychO	30.9	61.8	101.1	134.6	35.4	61.3	0	0	51	49	54.9	92.6	43.7	33.6	57.5	56.9
DH10B	ECDH10B_1280	narL	32.3	63.8	30.3	24.7	178.5	27.2	0	151.6	39.8	41.5	69.9	97.2	77.1	101.1	59.3	64.9
DH10B	ECDH10B_1281	narX	0	34.3	36.2	36.6	54	18.9	6.8	172.6	65	43.7	47.3	38.2	38.4	40.1	46.3	39.5
DH10B	ECDH10B_1282	narK	27.4	22.1	0	2.5	0	17.2	0	0	14.2	10.5	0	6.2	0	0.8	6.5	0
DH10B	ECDH10B_1283	narG	35.9	56.7	4.5	3.4	0	28	0	0	12.2	16.1	0	0.4	7.9	8.7	9.5	7.3
DH10B	ECDH10B_1284	narH	45.6	96.5	14.1	5.5	0	11.5	0	0	19.6	24.3	30.1	14.6	19.2	11.3	18.7	19.4
DH10B	ECDH10B_1285	narJ	35.3	30.3	20.8	0	0	0	0	0	11.9	15.1	10.7	29.4	24	10	13.8	9.8
DH10B	ECDH10B_1286	narI	0	85.1	0	13.8	0	17	0	0	2.1	29.8	15.7	15.8	15.9	6.8	16.7	18.2
DH10B	ECDH10B_1287	ychS	0	25.1	0	35.8	34.6	150.7	0	0	75	139	22	5.8	71.5	46.7	35.7	150.9
DH10B	ECDH10B_1289	tpr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DH10B	ECDH10B_1292	purU	198.6	262	141.5	255	207.7	177.2	0	133.8	221.7	157.1	172.7	152	216.9	273.1	158.9	157.1
DH10B	ECDH10B_1293	ychJ	59	53.6	242.7	107.7	128.3	125.8	0	0	187.7	135.5	244.6	141.3	152.3	206.1	197.9	310.3
DH10B	ECDH10B_1294	rssA	117.8	101.8	210.8	157.7	32	149.1	552.4	179	146.5	181.4	173.4	154.3	268.5	196.5	286	275.9
DH10B	ECDH10B_1295	rssB	141.4	39.5	85.6	93.8	54.9	88.9	251.4	0	97	101.6	160.8	130.6	121.1	96.2	147.8	141.3
DH10B	ECDH10B_1296	galU	364	320	647.5	474.9	231.1	216.9	66.8	77.6	177.1	209.6	373	410.5	208.1	286	221.5	256.6
DH10B	ECDH10B_1297	hns	3351.7	4457	4155.8	3379.3	2883.1	2516.8	2170.1	2179.7	1604.4	2514.2	2134.3	4052.2	3681	4550.5	5419.3	3988.1
DH10B	ECDH10B_1298	tdk	8.1	0	30.3	32.4	95.3	56.1	157.2	0	23.6	28.6	65	57.3	47.9	25	6.1	15.1
DH10B	ECDH10B_1300	insZ	30.2	187	62.7	92.8	58.5	44.6	176	267.2	108.6	129.9	82.9	53.2	94.9	74.8	30.4	97.2
DH10B	ECDH10B_1302	adhE	3977.1	4690.2	2274.1	2638.1	1612.3	1581.9	471.8	774.5	1482.6	2254.1	2060.2	2066.3	3421.6	4405.8	2493.2	3289.8
DH10B	ECDH10B_1303	ychE	137.7	52.2	105	122.4	196.5	116.5	0	0	76.3	87.7	225.9	122.5	123.1	81	102.8	85.7
DH10B	ECDH10B_1305	oppA	3453.8	4264.7	4528.1	5649.4	1923	4073.2	1354	630.7	4398.5	5582.4	5032.6	6489.7	3769.7	3780.9	3608	4746.1
DH10B	ECDH10B_1306	oppB	288.5	342.5	566.3	433.8	318	676.4	316.4	0	659.4	850.3	621.7	550.7	250.1	319	257.2	363.3
DH10B	ECDH10B_1307	oppC	550.4	706	1438.3	1173.7	523.5	953.1	333.9	341.3	1381.7	1190.4	1397.6	1526.5	987.2	589.2	677	629.4
DH10B	ECDH10B_1308	oppD	620.9	822.6	1719.1	1366.5	754.9	1025.3	490.9	319.8	1495.3	1363.5	1701.6	1880.8	1060	897.8	1166	977.2
DH10B	ECDH10B_1309	oppF	342.2	460.9	937.9	1326.7	655.6	1107.3	108.7	98.2	1064.7	1276.9	1466.3	1077.6	694	704	817.2	774.6
DH10B	ECDH10B_1310	yciU	124.6	83.9	140.4	211.1	24.1	98	0	897.3	186.9	230.5	340.2	398.1	92.4	153.8	142.2	167.3
DH10B	ECDH10B_1311	cls	138.6	134.8	49.9	121.4	169.9	148.6	0	96.5	128.2	196.1	72.7	145	137.4	148.2	157	154.9
DH10B	ECDH10B_1312	kch	42.4	21.5	99.9	37.6	27.9	38.7	0	0	37.9	48.3	13.3	34.6	26.4	11.2	9.1	10.6
DH10B	ECDH10B_1313	int	28.9	41.2	15.8	21.5	39.4	21.5	87.3	0	8.7	30.3	60.6	32.1	106.8	82.9	61.1	71.4
DH10B	ECDH10B_1314	xis	0	0	0	0	0	38.9	0	0	0	0	0	0	0	4.7	0	0
DH10B	ECDH10B_1315	no_gene_name	0	0	0	0	0	0	0	0	0	0	0	4.4	0	0	0	8.6
DH10B	ECDH10B_1316	no_gene_name	21.5	15.6	0	8.6	0	0	0	0	0	5.9	0	10.3	29.3	23.8	5.1	18.4
DH10B	ECDH10B_1317	no_gene_name	0	0	0	9.7	0	0	0	0	2.2	2.5	0	9.9	0	0.9	0	12.5
DH10B	ECDH10B_1318	exo	0	11.3	0	0	35.1	0	0	0	16.6	10.7	8.9	8.7	50	19.7	0	15.1
DH10B	ECDH10B_1319	bet	0	15.9	14	2.7	0	10.9	0	0	11.3	9.1	0	20.4	0	14.2	0	9.2
DH10B	ECDH10B_1320	no_gene_name	0	0	0	8.8	0	0	0	0	0	0	0	0	0	5.1	0	2.1
DH10B	ECDH10B_1321	no_gene_name	19.7	24.6	0	8.2	3.3	26.2	0	0	6.8	4.9	13.3	9.4	0	16.8	12.5	10.3
DH10B	ECDH10B_1322	no_gene_name	0	0	0	6.7	0	12.1	0	0	10.6	9.6	13.6	21.7	7	6.4	0	4.1
DH10B	ECDH10B_1323	kil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DH10B	ECDH10B_1324	no_gene_name	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DH10B	ECDH10B_1325	no_gene_name	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DH10B	ECDH10B_1326	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.1
DH10B	ECDH10B_1327	40	401.3	172.2	69.4	258.8	82.6	140.3	0	130.1	109.7	214.1	221.3	264.1	79.6	220.5	305.6	293.7
DH10B	ECDH10B_1328	cI	358.2	218.6	81.8	228.3	279.8	222	0	0	104.6	168.9	270.9	172.7	324	246.7	350.3	275.8
DH10B	ECDH10B_1329	30	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3	0	16.3
DH10B	ECDH10B_1330	cII	0	0	0	13.6	0	0	0	0	9.4	1.6	0	0	38.2	8	43.6	0
DH10B	ECDH10B_1331	15	0	0	0	2.4	0	6.8	0	0	0	5.9	0	0	4.9	8.5	0	15.6
DH10B	ECDH10B_1332	14	0	0	10	0	0	0	0	0	0	7.8	14.3	0	0	10.3	0	16.2
DH10B	ECDH10B_1333	no_gene_name	0	11.8	15.1	5.5	30.9	31	0	0	4.6	3.3	0	0	43.6	20.9	20	17.6
DH10B	ECDH10B_1334	no_gene_name	17.9	24.4	35.2	15.2	0	18.3	0	0	23.4	4.4	24.1	35.1	137	22.7	36	29.9
DH10B	ECDH10B_1335	no_gene_name	0	0	0	8.5	16.7	0	0	0	17.6	21.5	0	10.4	0	8	31.7	5.4
DH10B	ECDH10B_1336	rap	21.9	9.6	30.7	13.9	29.7	62.4	0	0	4.4	12.8	11.8	0	11.2	34.7	29.5	30.5
DH10B	ECDH10B_1337	17	3.7	0	20.7	0	15.7	9.5	0	0	5.2	20.5	0.9	11.9	26.6	13.4	0	0.4
DH10B	ECDH10B_1338	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DH10B	ECDH10B_1339	19	0	0	0	0	0	9.3	0	0	0	0	0	0	0	0	0	8.5
DH10B	ECDH10B_1340	Rz	0	0	32.2	15.1	0	35.2	0	0	0	25.8	0	0	0	3.6	62.7	4.6
DH10B	ECDH10B_1341	Rz1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DH10B	ECDH10B_1342	rha	0	20.8	0	22.7	0	0	0	0	0	10.5	0	0	21	5.9	23.2	4.3
DH10B	ECDH10B_1343	no_gene_name	365.2	269	195.6	205.3	139.7	113.9	256.6	0	134	214.3	167.7	263.3	30.6	204.3	145.2	186.4
DH10B	ECDH10B_1344	no_gene_name	0	99.9	34.1	12.8	0	0	0	0	28.5	20.5	16.4	37.1	34.9	22.3	144.2	28.7
DH10B	ECDH10B_1345	no_gene_name	0	0	6.8	8.8	0	7.4	0	0	7.7	9.3	0	6.6	13.5	15	19.7	2.9
DH10B	ECDH10B_1346	1	0	0	18.1	9.5	0	0	289.1	0	0	0	20.8	0	0	9.6	0	6.1
DH10B	ECDH10B_1347	2	0	0	0	9.3	14.9	11.2	0	0	11	9.6	0.4	7	14	3.2	12.6	18.4
DH10B	ECDH10B_1348	W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DH10B	ECDH10B_1349	B	1.3	4.3	7.4	7.1	13	4.4	0	0	2.4	2.9	0	3.4	3.4	10.2	10	9.7
DH10B	ECDH10B_1350	C	0	8	2.2	5.3	0	0	0	0	2.1	5.9	0	0	0	3.4	14.6	6.1
DH10B	ECDH10B_1351	D	0	0	0	0	0	0	0	0	39.6	0	0	0	26.9	18.9	0	0
DH10B	ECDH10B_1352	5	0	0	0	0	29.6	0	0	0	0	0	8.6	0	11.1	0	0.8	6.2
DH10B	ECDH10B_1353	cynS	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
DH10B	ECDH10B_1354	cynX	5.2	20	0	17.3	13.8	22	0	0	0.4	22.1	8.5	8.4	6.2	10	9.2	5.7
DH10B	ECDH10B_1355	lacA	0	318.1	25.8	81.2	0	71.7	0	0	3.8	107.3	0	41.2	0	28.3	13.6	65.1
DH10B	ECDH10B_1356	lacY	10.4	289.6	0	113.3	6.3	86	0	0	3.8	65.7	16.3	70.1	7.1	31.2	8.5	52
DH10B	ECDH10B_1357	lacI	392.5	401.4	539	537.3	590.7	512.7	224.2	637.9	476	459.5	551.9	495.6	716	824.9	1148.3	1358.5
DH10B	ECDH10B_1358	mhpR	0	0	45.8	51.3	28.5	0	0	59.5	11.9	14.3	29.6	57.7	47.3	40.2	63.1	38.5
DH10B	ECDH10B_1359	mhpA	0	6	20.1	2.8	0	0	0	0	0	0.8	0	3.9	4.8	0.6	0	7.4
DH10B	ECDH10B_1360	mhpB	0	8.1	0	0	0	19.6	0	0	0	6.7	0	7.4	7.6	9.5	0	0
DH10B	ECDH10B_1361	mhpC	0	0	0	11.5	0	0	0	0	0	5.5	26.7	24.3	0	5.8	7.7	4.4
