gene_name	N13	N14	N15	N16	N17	N5	Rhizobium_1	Rhizobium_2	Rhizobium_synnifI4_1	Rhizobium_synnifI4_2
BN877_I2349_locusTag_BN877_I2349	0	0	15	37	20	0	16	76	0	0
BN877_I2350_locusTag_BN877_I2350	34	28	52	880	89	19	82	278	0	0
BN877_I2351_locusTag_BN877_I2351	21	0	30	460	92	0	58	182	0	0
BN877_I2352_locusTag_BN877_I2352	85	10	44	359	340	3	47	107	0	0
BN877_I2355_locusTag_BN877_I2355	371	162	744	3132	3232	166	873	2247	0	0
BN877_I2357_locusTag_BN877_I2357	6	0	145	362	41	28	80	206	0	0
BN877_I2358_locusTag_BN877_I2358	6	0	68	24	29	0	48	191	0	0
BN877_I2359_locusTag_BN877_I2359	26	28	722	1133	487	55	689	1533	0	0
BN877_I2360_locusTag_BN877_I2360	20	5	100	175	90	8	148	491	0	0
BN877_I2363_locusTag_BN877_I2363	1	0	0	10	4	0	22	5	0	0
BN877_I2368_locusTag_BN877_I2368	313	94	281	640	3596	321	9115	28411	0	0
BN877_I2369_locusTag_BN877_I2369	166	87	1364	1421	2109	204	5584	13685	0	0
BN877_I2370_locusTag_BN877_I2370	3	13	245	526	36	21	317	856	0	0
BN877_I2371_locusTag_BN877_I2371	40	31	345	1733	278	115	1428	2302	0	0
BN877_I2372_locusTag_BN877_I2372	0	0	66	266	14	3	72	212	0	0
BN877_I2373_locusTag_BN877_I2373	9	0	5	68	2	9	11	36	0	0
BN877_I2376_locusTag_BN877_I2376	12	3	71	195	65	14	69	182	0	0
BN877_I2378_locusTag_BN877_I2378	2	0	0	33	2	0	50	1	0	0
BN877_I2379_locusTag_BN877_I2379	0	0	0	14	0	3	19	102	0	0
BN877_I2382_locusTag_BN877_I2382	0	0	0	9	0	0	0	0	0	0
BN877_I2383_locusTag_BN877_I2383	10	5	95	200	74	0	89	215	0	0
BN877_I2385_locusTag_BN877_I2385	7	31	507	1492	253	28	373	795	0	0
BN877_I2386_locusTag_BN877_I2386	0	14	78	202	54	25	82	180	0	0
BN877_I2387_locusTag_BN877_I2387	19	16	500	771	59	47	286	555	0	0
BN877_I2389_locusTag_BN877_I2389	0	0	106	282	29	61	76	68	0	0
BN877_I2391_locusTag_BN877_I2391	5	6	328	613	166	50	5	54	0	0
BN877_I2392_locusTag_BN877_I2392	40	13	135	655	211	44	431	1143	0	0
BN877_I2393_locusTag_BN877_I2393	45	7	174	995	204	30	565	1509	0	0
BN877_I2394_locusTag_BN877_I2394	2	1	156	427	68	5	439	1123	0	0
BN877_I2395_locusTag_BN877_I2395	0	0	5	65	11	0	68	205	0	0
BN877_I2396_locusTag_BN877_I2396	0	0	8	2	0	8	16	0	0	0
BN877_I2397_locusTag_BN877_I2397	0	0	51	80	17	1	54	151	0	0
BN877_I2398_locusTag_BN877_I2398	14	0	24	57	167	10	293	1091	0	0
BN877_I2399_locusTag_BN877_I2399	0	0	11	15	6	7	11	74	0	0
BN877_I2400_locusTag_BN877_I2400	5	7	37	158	41	22	116	168	0	0
BN877_I2402_locusTag_BN877_I2402	0	0	12	43	8	0	0	4	0	0
BN877_I2403_locusTag_BN877_I2403	0	5	36	96	23	0	65	155	0	0
BN877_I2405_locusTag_BN877_I2405	46	34	129	1513	270	27	115	71	0	0
BN877_I2406_locusTag_BN877_I2406	0	0	0	4	0	0	0	0	0	0
BN877_I2407_locusTag_BN877_I2407	130	13	57	195	146	32	976	2087	0	0
BN877_I2408_locusTag_BN877_I2408	0	3	45	208	19	5	102	144	0	0
BN877_I2409_locusTag_BN877_I2409	0	0	36	22	33	1	37	76	0	0
BN877_I2411_locusTag_BN877_I2411	6	1	44	202	34	7	32	52	0	0
BN877_I2412_locusTag_BN877_I2412	11	39	94	210	263	7	81	447	0	0
BN877_I2413_locusTag_BN877_I2413	0	0	1	5	6	18	9	27	0	0
BN877_I2414_locusTag_BN877_I2414	15	0	97	62	82	37	92	280	0	0
BN877_I2415_locusTag_BN877_I2415	0	0	6	29	3	0	0	29	0	0
BN877_I2416_locusTag_BN877_I2416	0	12	96	378	29	22	160	256	0	0
BN877_I2417_locusTag_BN877_I2417	0	9	136	277	37	13	59	115	0	0
BN877_I2418_locusTag_BN877_I2418	0	29	182	577	248	38	466	1344	0	0
BN877_I2419_locusTag_BN877_I2419	0	0	0	0	0	0	0	0	0	0
BN877_I2421_locusTag_BN877_I2421	0	0	0	12	9	2	92	156	0	0
BN877_I2422_locusTag_BN877_I2422	25	39	108	127	231	23	179	600	0	0
BN877_I2423_locusTag_BN877_I2423	5	0	31	70	67	0	430	720	0	0
BN877_I2424_locusTag_BN877_I2424	5	9	80	134	47	40	56	182	0	0
BN877_I2425_locusTag_BN877_I2425	25	14	198	296	138	41	199	521	0	0
BN877_I2426_locusTag_BN877_I2426	4	8	125	114	31	22	24	327	0	0
BN877_I2427_locusTag_BN877_I2427	0	17	134	180	89	54	163	207	0	0
BN877_I2428_locusTag_BN877_I2428	9	0	41	46	13	9	13	31	0	0
BN877_I2429_locusTag_BN877_I2429	0	0	14	43	16	0	38	54	0	0
BN877_I2430_locusTag_BN877_I2430	0	0	27	63	12	18	25	148	0	0
BN877_I2431_locusTag_BN877_I2431	0	0	71	122	38	0	67	156	0	0
BN877_I2432_locusTag_BN877_I2432	0	7	91	226	59	53	264	456	0	0
BN877_I2433_locusTag_BN877_I2433	11	0	197	441	158	76	380	822	0	0
BN877_I2437_locusTag_BN877_I2437	5	0	38	92	17	7	57	143	0	0
BN877_I2438_locusTag_BN877_I2438	12	14	165	513	131	34	230	437	0	0
BN877_I2439_locusTag_BN877_I2439	90	137	211	1768	439	106	861	2475	0	0
BN877_I2440_locusTag_BN877_I2440	0	0	0	0	0	0	0	0	0	0
BN877_I2442_locusTag_BN877_I2442	13	0	123	184	18	16	11	81	0	0
BN877_I2443_locusTag_BN877_I2443	11	14	50	282	45	2	11	115	0	0
BN877_I2444_locusTag_BN877_I2444	72	2	76	314	82	20	235	348	0	0
BN877_I2445_locusTag_BN877_I2445	123	9	113	706	138	49	191	465	0	0
BN877_I2446_locusTag_BN877_I2446	35	10	96	231	61	31	178	315	0	0
BN877_I2447_locusTag_BN877_I2447	82	41	72	382	126	63	205	455	0	0
BN877_I2448_locusTag_BN877_I2448	16	1	53	349	39	35	47	108	0	0
BN877_I2449_locusTag_BN877_I2449	6	0	23	99	17	21	82	116	0	0
BN877_I2450_locusTag_BN877_I2450	27	11	332	382	126	83	226	1057	0	0
BN877_I2451_locusTag_BN877_I2451	12	3	207	315	102	27	373	838	0	0
BN877_I2452_locusTag_BN877_I2452	0	3	192	337	164	18	148	284	0	0
BN877_I2453_locusTag_BN877_I2453	188	33	342	1442	348	91	1150	2998	0	0
BN877_I2455_locusTag_BN877_I2455	9	2	36	158	89	43	62	154	0	0
BN877_I2456_locusTag_BN877_I2456	4	9	6	69	31	16	79	69	0	0
BN877_I2457_locusTag_BN877_I2457	1	2	45	99	100	10	171	311	0	0
BN877_I2458_locusTag_BN877_I2458	23	0	0	67	99	12	243	453	0	0
BN877_I2459_locusTag_BN877_I2459	0	0	16	225	1	0	150	294	0	0
BN877_I2460_locusTag_BN877_I2460	2	0	156	390	8	0	213	575	0	0
BN877_I2462_locusTag_BN877_I2462	46	42	559	662	168	51	278	497	0	0
BN877_I2464_locusTag_BN877_I2464	0	0	34	15	5	0	7	16	0	0
BN877_I2465_locusTag_BN877_I2465	0	0	162	130	23	18	15	139	0	0
BN877_I2466_locusTag_BN877_I2466	0	0	94	99	3	0	17	66	0	0
BN877_I2467_locusTag_BN877_I2467	19	0	86	62	0	0	0	19	0	0
BN877_I2468_locusTag_BN877_I2468	0	1	329	151	39	69	73	129	0	0
BN877_I2469_locusTag_BN877_I2469	59	38	718	2654	547	69	1612	2309	0	0
BN877_I2470_locusTag_BN877_I2470	110	60	725	1566	679	173	1519	3521	0	0
BN877_I2471_locusTag_BN877_I2471	1444	407	1963	2658	12085	409	3176	10033	0	0
BN877_I2472_locusTag_BN877_I2472	0	0	86	155	22	16	11	113	0	0
BN877_I2476_locusTag_BN877_I2476	124	62	1152	2934	1438	69	1118	2479	0	0
BN877_I2477_locusTag_BN877_I2477	0	7	23	22	25	0	21	50	0	0
BN877_I2479_locusTag_BN877_I2479	0	0	64	113	88	0	87	136	0	0
BN877_I2480_locusTag_BN877_I2480	0	2	70	80	126	2	57	124	0	0
BN877_I2481_locusTag_BN877_I2481	22	10	42	138	29	20	54	62	0	0
BN877_I2486_locusTag_BN877_I2486	0	7	88	41	26	23	0	30	0	0
BN877_I2487_locusTag_BN877_I2487	0	3	278	106	7	58	0	39	0	0
BN877_I2488_locusTag_BN877_I2488	1	2	191	221	9	174	7	36	0	0
BN877_I2489_locusTag_BN877_I2489	7	0	422	248	53	109	4	44	0	0
BN877_I2490_locusTag_BN877_I2490	55	54	2218	1462	310	268	53	102	0	0
BN877_I2491_locusTag_BN877_I2491	22	20	306	724	407	39	247	330	0	0
BN877_I2492_locusTag_BN877_I2492	0	0	0	0	0	0	0	0	0	0
BN877_I2493_locusTag_BN877_I2493	0	0	0	2	0	0	0	3	0	0
BN877_I2496_locusTag_BN877_I2496	5	0	108	129	4	22	70	69	0	0
BN877_I2497_locusTag_BN877_I2497	0	0	49	86	1	0	79	75	0	0
BN877_I2498_locusTag_BN877_I2498	20	12	15	213	19	16	97	196	0	0
BN877_I2499_locusTag_BN877_I2499	0	12	22	152	25	7	36	173	0	0
BN877_I2501_locusTag_BN877_I2501	15	22	490	412	207	78	183	665	0	0
BN877_I2507_locusTag_BN877_I2507	13	0	57	209	38	10	28	131	0	0
BN877_I2508_locusTag_BN877_I2508	564	192	986	2926	1211	53	1063	2572	0	0
BN877_I2509_locusTag_BN877_I2509	91	18	400	1070	305	87	403	448	0	0
BN877_I2510_locusTag_BN877_I2510	8	24	24	200	179	15	59	460	0	0
BN877_I2511_locusTag_BN877_I2511	260	35	372	821	231	61	605	1490	0	0
BN877_I2513_locusTag_BN877_I2513	9	10	79	195	42	12	91	127	0	0
BN877_I2514_locusTag_BN877_I2514	0	0	11	26	0	0	29	53	0	0
BN877_I2515_locusTag_BN877_I2515	0	0	36	47	10	0	45	71	0	0
BN877_I2516_locusTag_BN877_I2516	27	25	377	635	208	72	402	452	0	0
BN877_I2517_locusTag_BN877_I2517	203	47	731	1169	497	86	955	1684	0	0
BN877_I2518_locusTag_BN877_I2518	61	57	272	540	257	123	663	1745	0	0
BN877_I2519_locusTag_BN877_I2519	0	7	134	307	61	17	22	102	0	0
BN877_I2520_locusTag_BN877_I2520	3	0	72	262	7	12	11	0	0	0
BN877_I2522_locusTag_BN877_I2522	24	21	146	305	69	4	241	431	0	0
BN877_I2524_locusTag_BN877_I2524	110	31	1818	4731	928	195	1869	6334	0	0
BN877_I2526_locusTag_BN877_I2526	0	0	55	99	47	10	58	232	0	0
BN877_I2527_locusTag_BN877_I2527	207	57	457	813	320	45	102	401	0	0
BN877_I2528_locusTag_BN877_I2528	49	10	129	237	154	47	700	1015	0	0
BN877_I2529_locusTag_BN877_I2529	0	7	33	549	30	0	13	67	0	0
BN877_I2530_locusTag_BN877_I2530	3	6	149	2565	45	16	72	130	0	0
BN877_I2531_locusTag_BN877_I2531	2	4	159	211	69	18	259	1238	0	0
BN877_I2533_locusTag_BN877_I2533	9	0	313	458	160	40	75	301	0	0
BN877_I2538_locusTag_BN877_I2538	17	3	43	182	20	31	264	749	0	0
BN877_I2539_locusTag_BN877_I2539	10	4	87	224	57	15	576	1472	0	0
BN877_I2540_locusTag_BN877_I2540	0	0	6	11	0	0	6	10	0	0
BN877_I2541_locusTag_BN877_I2541	112	148	3070	13453	434	145	481	791	0	0
BN877_I2543_locusTag_BN877_I2543	7	2	51	356	119	11	146	341	0	0
BN877_I2544_locusTag_BN877_I2544	25	12	11	38	13	0	59	18	0	0
BN877_I2545_locusTag_BN877_I2545	0	0	5	53	31	3	71	105	0	0
BN877_I2546_locusTag_BN877_I2546	17	0	44	140	79	39	23	231	0	0
BN877_I2547_locusTag_BN877_I2547	31	25	80	235	119	34	193	566	0	0
BN877_I2548_locusTag_BN877_I2548	0	0	542	1325	41	1	182	498	0	0
BN877_I2549_locusTag_BN877_I2549	0	6	48	163	0	14	33	76	0	0
BN877_I2551_locusTag_BN877_I2551	0	0	51	70	24	2	74	145	0	0
BN877_I2552_locusTag_BN877_I2552	20	0	76	112	65	0	373	715	0	0
BN877_I2553_locusTag_BN877_I2553	11	0	45	87	10	10	81	66	0	0
BN877_I2554_locusTag_BN877_I2554	0	0	22	11	0	10	15	32	0	0
BN877_I2555_locusTag_BN877_I2555	0	0	9	30	3	2	27	27	0	0
BN877_I2557_locusTag_BN877_I2557	0	0	0	4	22	0	50	60	0	0
BN877_I2558_locusTag_BN877_I2558	0	0	23	99	13	7	11	115	0	0
BN877_I2559_locusTag_BN877_I2559	0	0	18	64	0	0	15	10	0	0
BN877_I2560_locusTag_BN877_I2560	0	0	21	33	14	12	59	92	0	0
BN877_I2561_locusTag_BN877_I2561	0	0	80	400	26	0	122	166	0	0
BN877_I2562_locusTag_BN877_I2562	38	78	584	4729	412	75	231	694	0	0
BN877_I2563_locusTag_BN877_I2563	104	64	838	6645	553	105	216	542	0	0
BN877_I2564_locusTag_BN877_I2564	18	14	563	1602	207	86	102	167	0	0
BN877_I2565_locusTag_BN877_I2565	26	22	280	697	888	119	1990	3984	0	0
BN877_I2566_locusTag_BN877_I2566	12	8	217	640	64	41	216	855	0	0
BN877_I2567_locusTag_BN877_I2567	7	21	238	685	209	74	201	683	0	0
BN877_I2568_locusTag_BN877_I2568	0	0	302	994	92	31	31	63	0	0
BN877_I2569_locusTag_BN877_I2569	55	24	224	566	239	23	253	343	0	0
BN877_I2570_locusTag_BN877_I2570	99	55	508	2028	558	249	883	1398	0	0
BN877_I2572_locusTag_BN877_I2572	0	0	0	32	0	4	19	6	0	0
BN877_I2586_locusTag_BN877_I2586	0	0	29	109	16	6	32	130	0	0
BN877_I2587_locusTag_BN877_I2587	0	0	38	101	18	8	31	43	0	0
BN877_I2588_locusTag_BN877_I2588	0	0	12	12	0	0	7	5	0	0
BN877_I2589_locusTag_BN877_I2589	0	0	0	15	1	0	0	49	0	0
BN877_I2590_locusTag_BN877_I2590	0	10	0	28	0	7	0	23	0	0
BN877_I2591_locusTag_BN877_I2591	0	0	22	20	15	0	22	11	0	0
BN877_I2592_locusTag_BN877_I2592	2	0	16	27	28	11	30	87	0	0
BN877_I2593_locusTag_BN877_I2593	0	5	37	35	17	40	62	247	0	0
BN877_I2594_locusTag_BN877_I2594	0	0	16	122	75	0	21	159	0	0
BN877_I2595_locusTag_BN877_I2595	0	0	23	148	15	14	21	231	0	0
BN877_I2601_locusTag_BN877_I2601	0	0	131	284	75	10	38	226	0	0
BN877_I2602_locusTag_BN877_I2602	17	3	167	268	61	11	60	229	0	0
BN877_I2603_locusTag_BN877_I2603	18	1	317	812	302	67	474	852	0	0
BN877_I2604_locusTag_BN877_I2604	25	5	123	309	108	32	352	766	0	0
BN877_I2605_locusTag_BN877_I2605	0	0	4	5	5	8	0	9	0	0
BN877_I2607_locusTag_BN877_I2607	0	0	30	115	16	12	46	230	0	0
BN877_I2608_locusTag_BN877_I2608	0	0	13	0	0	0	0	0	0	0
BN877_I2609_locusTag_BN877_I2609	7	0	19	99	12	15	55	83	0	0
BN877_I2610_locusTag_BN877_I2610	0	0	12	128	3	11	0	31	0	0
BN877_I2611_locusTag_BN877_I2611	3	0	22	53	2	3	48	54	0	0
BN877_I2612_locusTag_BN877_I2612	12	0	41	242	48	16	29	65	0	0
BN877_I2616_locusTag_BN877_I2616	0	0	0	45	6	0	20	21	0	0
BN877_I2617_locusTag_BN877_I2617	0	0	4	40	5	0	23	104	0	0
BN877_I2618_locusTag_BN877_I2618	0	0	2	8	4	5	0	61	0	0
BN877_I2619_locusTag_BN877_I2619	7	0	2	33	1	9	35	133	0	0
BN877_I2620_locusTag_BN877_I2620	0	0	14	30	5	2	16	24	0	0
BN877_I2621_locusTag_BN877_I2621	0	0	4	30	4	11	2	20	0	0
BN877_I2622_locusTag_BN877_I2622	0	0	1	175	0	9	14	56	0	0
BN877_I2623_locusTag_BN877_I2623	0	0	9	370	9	33	43	104	0	0
BN877_I2624_locusTag_BN877_I2624	0	0	5	19	0	0	0	22	0	0
BN877_I2625_locusTag_BN877_I2625	6	0	23	759	8	31	31	79	0	0
BN877_I2626_locusTag_BN877_I2626	0	2	31	24	14	0	35	83	0	0
BN877_I2627_locusTag_BN877_I2627	0	4	201	2267	64	118	54	194	0	0
BN877_I2628_locusTag_BN877_I2628	0	17	79	1466	17	48	60	123	0	0
BN877_I2629_locusTag_BN877_I2629	0	8	92	288	58	5	15	69	0	0
BN877_I2630_locusTag_BN877_I2630	4	11	115	140	152	7	138	203	0	0
BN877_I2634_locusTag_BN877_I2634	7	0	93	244	22	13	50	146	0	0
BN877_I2635_locusTag_BN877_I2635	0	0	0	13	0	0	0	9	0	0
BN877_I2636_locusTag_BN877_I2636	39	7	779	2270	601	90	470	1040	0	0
BN877_I2637_locusTag_BN877_I2637	17	29	942	2794	446	92	961	1556	0	0
BN877_I2640_locusTag_BN877_I2640	0	0	8	60	4	19	20	16	0	0
BN877_I2641_locusTag_BN877_I2641	10	19	263	903	126	21	128	347	0	0
BN877_I2642_locusTag_BN877_I2642	8	0	85	286	29	1	64	179	0	0
BN877_I2643_locusTag_BN877_I2643	403	121	2731	8947	2203	455	2705	4297	0	0
BN877_I2644_locusTag_BN877_I2644	7	0	30	51	85	8	184	596	0	0
BN877_I2645_locusTag_BN877_I2645	6	12	37	41	38	0	67	58	0	0
BN877_I2646_locusTag_BN877_I2646	4	5	55	404	35	57	188	980	0	0
BN877_I2651_locusTag_BN877_I2651	2	3	79	174	143	3	85	335	0	0
BN877_I2656_locusTag_BN877_I2656	17	4	54	89	26	0	79	221	0	0
BN877_I2657_locusTag_BN877_I2657	117	22	147	235	234	31	332	739	0	0
BN877_I2658_locusTag_BN877_I2658	114	18	137	223	99	74	333	586	0	0
BN877_I2659_locusTag_BN877_I2659	20	0	71	91	48	26	175	376	0	0
BN877_I2660_locusTag_BN877_I2660	13	2	115	190	123	41	253	433	0	0
BN877_I2661_locusTag_BN877_I2661	47	18	243	692	279	28	208	724	0	0
BN877_I2662_locusTag_BN877_I2662	27	6	304	685	201	78	593	1379	0	0
BN877_I2663_locusTag_BN877_I2663	48	33	182	266	219	58	488	966	0	0
BN877_I2664_locusTag_BN877_I2664	54	44	160	420	212	28	221	907	0	0
BN877_I2665_locusTag_BN877_I2665	16	5	47	246	75	25	282	719	0	0
BN877_I2666_locusTag_BN877_I2666	11	0	185	142	59	49	12	105	0	0
BN877_I2668_locusTag_BN877_I2668	0	0	109	168	18	5	29	78	0	0
BN877_I2669_locusTag_BN877_I2669	0	0	41	128	3	6	77	153	0	0
BN877_I2670_locusTag_BN877_I2670	0	0	58	96	130	20	228	339	0	0
BN877_I2671_locusTag_BN877_I2671	39	10	247	510	275	120	691	1436	0	0
BN877_I2672_locusTag_BN877_I2672	30	5	185	188	96	56	434	650	0	0
BN877_I2673_locusTag_BN877_I2673	0	2	59	161	66	48	173	348	0	0
BN877_I2674_locusTag_BN877_I2674	0	7	72	137	71	9	191	366	0	0
BN877_I2675_locusTag_BN877_I2675	4	12	260	628	149	36	357	597	0	0
BN877_I2676_locusTag_BN877_I2676	0	0	164	290	16	15	124	228	0	0
BN877_I2677_locusTag_BN877_I2677	8	15	110	96	57	6	47	135	0	0
BN877_I2679_locusTag_BN877_I2679	0	0	9	102	14	7	21	48	0	0
BN877_I2680_locusTag_BN877_I2680	2	0	37	94	13	27	16	57	0	0
BN877_I2681_locusTag_BN877_I2681	0	0	112	149	18	13	50	146	0	0
BN877_I2682_locusTag_BN877_I2682	0	0	31	66	18	0	36	33	0	0
BN877_I2683_locusTag_BN877_I2683	0	0	71	79	40	9	45	62	0	0
BN877_I2684_locusTag_BN877_I2684	0	0	35	56	61	0	149	173	0	0
BN877_I2685_locusTag_BN877_I2685	0	0	40	24	0	0	66	61	0	0
BN877_I2686_locusTag_BN877_I2686	0	0	0	0	0	0	0	0	0	0
BN877_I2687_locusTag_BN877_I2687	0	0	248	213	41	57	88	206	0	0
BN877_I2688_locusTag_BN877_I2688	0	0	65	89	0	5	53	55	0	0
BN877_I2689_locusTag_BN877_I2689	9	3	84	228	47	3	62	115	0	0
BN877_I2690_locusTag_BN877_I2690	18	19	248	1598	144	57	182	371	0	0
BN877_I2691_locusTag_BN877_I2691	0	6	55	581	46	16	107	91	0	0
BN877_I2692_locusTag_BN877_I2692	9	3	69	128	14	11	32	80	0	0
BN877_I2694_locusTag_BN877_I2694	0	0	82	123	0	3	62	175	0	0
BN877_I2695_locusTag_BN877_I2695	7	5	242	259	102	10	13	139	0	0
BN877_I2696_locusTag_BN877_I2696	15	6	110	312	109	11	20	64	0	0
BN877_I2699_locusTag_BN877_I2699	118	69	1302	2335	1142	136	516	1064	0	0
BN877_I2700_locusTag_BN877_I2700	89	15	406	1270	297	74	740	1593	0	0
BN877_I2701_locusTag_BN877_I2701	41	54	414	1314	323	100	1458	3020	0	0
BN877_I2703_locusTag_BN877_I2703	231	21	97	229	54	120	395	744	0	0
BN877_I2711_locusTag_BN877_I2711	0	2	80	179	18	4	25	51	0	0
BN877_I2714_locusTag_BN877_I2714	85	29	179	485	184	58	298	850	0	0
BN877_I2715_locusTag_BN877_I2715	35	21	12	10	413	5	407	821	0	0
BN877_I2716_locusTag_BN877_I2716	91	14	5	25	413	0	157	419	0	0
BN877_I2718_locusTag_BN877_I2718	6	12	37	92	27	47	34	146	0	0
BN877_I2719_locusTag_BN877_I2719	11	11	154	226	117	37	83	329	0	0
BN877_I2725_locusTag_BN877_I2725	2	55	164	806	174	42	214	738	0	0
BN877_I2731_locusTag_BN877_I2731	0	0	53	199	25	12	23	168	0	0
BN877_I2732_locusTag_BN877_I2732	10	7	19	25	30	6	15	55	0	0
BN877_I2733_locusTag_BN877_I2733	9	0	27	22	29	0	0	23	0	0
BN877_I2738_locusTag_BN877_I2738	124	29	729	1856	907	86	719	1843	0	0
BN877_I2739_locusTag_BN877_I2739	47	3	165	269	389	42	434	1416	0	0
BN877_I2740_locusTag_BN877_I2740	0	0	42	26	21	0	121	137	0	0
BN877_I2742_locusTag_BN877_I2742	0	0	74	195	21	22	66	236	0	0
BN877_I2743_locusTag_BN877_I2743	12	0	194	458	58	29	38	55	0	0
BN877_I2744_locusTag_BN877_I2744	5	0	45	275	46	6	25	39	0	0
BN877_I2746_locusTag_BN877_I2746	22	4	36	163	118	8	60	227	0	0
BN877_I2749_locusTag_BN877_I2749	3	0	0	66	46	10	59	52	0	0
BN877_I2750_locusTag_BN877_I2750	11	0	70	26	73	7	66	66	0	0
BN877_I2751_locusTag_BN877_I2751	0	0	28	119	34	22	36	80	0	0
BN877_I2753_locusTag_BN877_I2753	6	0	27	132	68	12	62	113	0	0
BN877_I2754_locusTag_BN877_I2754	0	10	142	348	49	11	179	297	0	0
BN877_I2755_locusTag_BN877_I2755	1	10	74	204	15	13	49	149	0	0
BN877_I2756_locusTag_BN877_I2756	13	9	174	353	53	23	87	67	0	0
BN877_I2757_locusTag_BN877_I2757	52	24	711	1036	255	43	252	579	0	0
BN877_I2758_locusTag_BN877_I2758	59	31	1082	2106	274	76	846	1376	0	0
BN877_I2759_locusTag_BN877_I2759	457	99	1468	3398	729	231	2548	5276	0	0
BN877_I2760_locusTag_BN877_I2760	28	32	330	1173	325	66	122	331	0	0
BN877_I2766_locusTag_BN877_I2766	65	19	663	1417	369	22	276	544	0	0
BN877_I2767_locusTag_BN877_I2767	33	15	895	762	329	39	276	561	0	0
BN877_I2768_locusTag_BN877_I2768	903	176	3412	7959	2892	475	1728	3804	0	0
BN877_I2769_locusTag_BN877_I2769	8	0	39	162	104	12	179	673	0	0
BN877_I2770_locusTag_BN877_I2770	56	9	252	278	488	93	780	2502	0	0
BN877_I2777_locusTag_BN877_I2777	62	6	80	210	126	20	351	689	0	0
BN877_I2778_locusTag_BN877_I2778	7	0	51	120	14	3	63	76	0	0
BN877_I2779_locusTag_BN877_I2779	0	0	162	361	65	18	212	243	0	0
BN877_I2781_locusTag_BN877_I2781	7	4	363	800	217	24	250	563	0	0
BN877_I2783_locusTag_BN877_I2783	20	7	223	683	179	33	52	358	0	0
BN877_I2785_locusTag_BN877_I2785	0	0	73	163	8	19	0	8	0	0
BN877_I2791_locusTag_BN877_I2791	4	7	189	778	81	4	14	147	0	0
BN877_I2792_locusTag_BN877_I2792	0	0	12	220	50	8	30	162	0	0
BN877_I2793_locusTag_BN877_I2793	0	0	0	10	5	0	2	6	0	0
BN877_I2796_locusTag_BN877_I2796	35	60	1065	4055	538	131	1178	2326	0	0
BN877_I2800_locusTag_BN877_I2800	0	0	54	93	46	19	68	189	0	0
BN877_I2801_locusTag_BN877_I2801	0	34	396	931	242	25	107	419	0	0
BN877_I2802_locusTag_BN877_I2802	0	3	52	289	19	15	64	70	0	0
BN877_I2806_locusTag_BN877_I2806	0	0	133	263	29	21	61	98	0	0
BN877_I2809_locusTag_BN877_I2809	0	0	60	254	52	12	92	43	0	0
BN877_I2810_locusTag_BN877_I2810	3	0	46	363	25	0	3	75	0	0
BN877_I2812_locusTag_BN877_I2812	3	21	171	257	51	1	89	429	0	0
BN877_I2817_locusTag_BN877_I2817	0	0	10	738	10	9	133	174	0	0
BN877_I2818_locusTag_BN877_I2818	8	0	95	116	25	7	56	120	0	0
BN877_I2819_locusTag_BN877_I2819	0	8	117	158	125	10	54	248	0	0
BN877_I2823_locusTag_BN877_I2823	5	2	55	100	41	56	110	291	0	0
BN877_I2824_locusTag_BN877_I2824	7	0	29	101	55	0	10	85	0	0
BN877_I2825_locusTag_BN877_I2825	1	0	59	270	32	52	108	122	0	0
BN877_I2826_locusTag_BN877_I2826	0	0	0	37	5	3	0	14	0	0
BN877_I2828_locusTag_BN877_I2828	12	0	47	184	26	48	35	88	0	0
BN877_I2830_locusTag_BN877_I2830	92	36	1334	6162	1080	222	1454	2691	0	0
BN877_I2831_locusTag_BN877_I2831	0	0	150	205	62	8	134	115	0	0
BN877_I2834_locusTag_BN877_I2834	3	0	45	165	42	27	114	174	0	0
BN877_I2836_locusTag_BN877_I2836	8	0	169	376	48	11	95	164	0	0
BN877_I2837_locusTag_BN877_I2837	192	244	5391	11352	1916	448	1410	3305	0	0
BN877_I2838_locusTag_BN877_I2838	0	0	0	47	50	0	159	604	0	0
BN877_I2839_locusTag_BN877_I2839	133	73	339	934	1372	99	3017	7773	0	0
BN877_I2840_locusTag_BN877_I2840	20	0	130	411	9	13	131	395	0	0
BN877_I2841_locusTag_BN877_I2841	19	17	947	912	128	65	84	263	0	0
BN877_I2844_locusTag_BN877_I2844	180	81	905	2956	566	258	2193	6071	0	0
BN877_I2845_locusTag_BN877_I2845	8	16	115	322	59	12	80	338	0	0
BN877_I2846_locusTag_BN877_I2846	7	0	40	58	49	14	122	176	0	0
BN877_I2847_locusTag_BN877_I2847	14	18	125	342	243	19	157	866	0	0
BN877_I2848_locusTag_BN877_I2848	0	0	69	115	25	0	4	44	0	0
BN877_I2849_locusTag_BN877_I2849	373	141	1852	6120	1897	225	5428	11631	0	0
BN877_I2850_locusTag_BN877_I2850	94	37	617	1833	567	106	846	1192	0	0
BN877_I2851_locusTag_BN877_I2851	54	39	394	1390	252	106	1463	2863	0	0
BN877_I2852_locusTag_BN877_I2852	2	0	44	211	20	11	126	359	0	0
BN877_I2853_locusTag_BN877_I2853	120	8	256	571	574	55	762	2704	0	0
BN877_I2856_locusTag_BN877_I2856	10	7	71	243	59	3	150	404	0	0
BN877_I2859_locusTag_BN877_I2859	20	1	228	1272	137	44	452	734	0	0
