gene_name	N8	N9
PST_2126	1111	2644
PST_2127	332	114
PST_2128	161	94
PST_2131	415	47
PST_2132	17	4
PST_2133	13	3
PST_2134	1045	324
PST_2135	1127	2263
PST_2136	667	1195
PST_2138	3275	18102
PST_2141	810	2089
PST_2143	265	162
PST_2144	34	31
PST_2145	0	30
PST_2146	16	215
PST_2147	514	144
PST_2148	211	82
PST_2149	63	14
PST_2150	653	300
PST_2151	233	173
PST_2154	1454	467
PST_2155	67	38
PST_2156	34	75
PST_2159	112	187
PST_2160	243	56
PST_2161	163	120
PST_2162	670	219
PST_2163	544	236
PST_2164	434	1059
PST_2167	48	74
PST_2170	0	0
PST_2171	25	82
PST_2172	9	27
PST_2173	193	507
PST_2174	8	77
PST_2175	35	80
PST_2176	44	61
PST_2177	87	357
PST_2178	689	486
PST_2182	1108	2192
PST_2183	226	1185
PST_2184	396	2119
PST_2185	362	1838
PST_2187	17	151
PST_2190	4	37
PST_2191	3	15
PST_2196	109	327
PST_2197	131	209
PST_2199	39	94
PST_2200	14	29
PST_2201	251	244
PST_2202	0	0
PST_2203	14	70
PST_2204	200	762
PST_2205	92	946
PST_2206	46	137
PST_2207	1431	1140
PST_2209	75	697
PST_2210	1992	2649
PST_2211	483	2717
PST_2213	0	27
PST_2214	2455	9481
PST_2215	439	292
PST_2216	279	202
PST_2217	848	401
PST_2218	300	1155
PST_2219	187	460
PST_2220	1234	3935
PST_2224	88	105
PST_2225	27	49
PST_2226	38	74
PST_2227	28	91
PST_2228	49	136
PST_2229	48	232
PST_2230	43	176
PST_2231	156	752
PST_2232	139	242
PST_2233	59	102
PST_2234	36393	52579
PST_2235	1262	2847
PST_2238	0	18
PST_2239	375	630
PST_2240	152	717
PST_2241	78	199
PST_2242	66	135
PST_2243	28	164
PST_2244	3	26
PST_2245	68	321
PST_2246	49	146
PST_2249	693	2410
PST_2250	1047	4190
PST_2253	1582	3779
PST_2256	263	1125
PST_2257	202	1088
PST_2258	63	118
PST_2259	19	44
PST_2260	17	78
PST_2261	138	1585
PST_2262	234	741
PST_2263	17	191
PST_2264	117	374
PST_2265	62	127
PST_2266	4	30
PST_2267	17	58
PST_2268	0	11
PST_2269	28	39
PST_2272	8	8
PST_2273	71	358
PST_2274	79	210
PST_2275	19	31
PST_2276	38	58
PST_2277	6	2
PST_2278	19	50
PST_2279	19	80
PST_2280	70	182
PST_2281	35	42
PST_2282	35	32
PST_2283	0	60
PST_2284	0	27
PST_2285	18	25
PST_2286	26	112
PST_2296	1447	4920
PST_2303	134	294
PST_2307	34	76
PST_2308	31	205
PST_2309	117	346
PST_2310	336	2185
PST_2311	5186	33744
PST_2312	10	86
PST_2313	583	1080
PST_2314	0	3
PST_2315	56	162
PST_2316	253	1305
PST_2317	149	860
PST_2317a	0	1
PST_2318	13045	36401
PST_2319	2	6
PST_2320	0	12
PST_2321	75	448
PST_2322	408	1054
PST_2325	197	688
PST_2326	386	1236
PST_2328	258	239
PST_2329	483	174
PST_2330	330	812
PST_2331	118	385
PST_2332	140	930
PST_2334	150	293
PST_2335	941	780
PST_2336	76	165
PST_2346	4	36
PST_2348	137	704
PST_2349	501	1202
PST_2350	296	703
PST_2351	82	600
PST_2352	85	239
PST_2353	0	7
PST_2354	57	151
PST_2355	0	4
PST_2357	98	113
PST_2358	1707	3369
PST_2359	292	777
PST_2360	54	189
PST_2361	16	149
PST_2362	241	1077
PST_2370	0	49
PST_2371	297	2288
PST_2372	1201	5391
PST_2373	3581	5703
PST_2374	133	172
PST_2375	2156	750
PST_2377	676	197
PST_2378	95	32
PST_2379	139	692
PST_2380	6093	29357
PST_2381	5824	3201
PST_2382	690	570
PST_2383	2896	597
PST_2384	461	1462
PST_2385	79	553
PST_2386	468	2351
PST_2391	805	1412
PST_2392	69	185
PST_2393	1657	12890
PST_2394	264	753
PST_2395	27	199
PST_2396	2	32
PST_2397	0	48
PST_2398	36	185
PST_2399	29	96
PST_2402	267	119
PST_2403	102	161
PST_2404	75	241
PST_2405	0	0
PST_2408	151	585
PST_2409	4425	133
PST_2410	29	23
PST_2411	194	85
PST_2413	78	587
PST_2414	254	1285
PST_2416	308	798
PST_2417	128	207
PST_2418	107	81
PST_2419	131	125
PST_2421	156	590
PST_2422	41	492
PST_2423	80	96
PST_2424	15	71
PST_2425	1905	3624
PST_2428	387	205
PST_2429	76	65
PST_2430	384	147
PST_2431	32	118
PST_2432	14	96
PST_2434	103	283
PST_2435	179	378
PST_2436	68	89
PST_2438	11	41
PST_2439	2	0
PST_2440	26	33
PST_2441	33	57
PST_2445	53	196
PST_2446	112	275
PST_2447	244	900
PST_2448	181	369
PST_2449	465	1685
PST_2450	188	473
PST_2451	120	296
PST_2452	71	219
PST_2453	65	279
PST_2454	90	156
PST_2455	39	264
PST_2456	23	145
PST_2458	93	119
PST_2459	215	498
PST_2460	268	967
PST_2461	469	1608
PST_2462	90	173
PST_2463	89	304
PST_2464	94	165
PST_2465	177	610
PST_2466	305	681
PST_2468	884	2540
PST_2469	185	844
PST_2470	23	272
PST_2472	944	2823
PST_2474	34	125
PST_2477	230	394
PST_2478	132	211
PST_2479	435	673
PST_2480	26	71
PST_2481	63	323
PST_2482	165	485
PST_2483	2009	7096
PST_2484	913	2371
PST_2485	274	980
PST_2486	578	2838
PST_2487	310	367
PST_2489	600	303
PST_2490	0	0
PST_2491	1685	447
PST_2492	387	111
PST_2493	1566	238
PST_2494	86	22
PST_2495	97	66
PST_2496	23	31
PST_2497	382	177
PST_2498	645	305
PST_2499	757	350
PST_2500	895	394
PST_2501	1825	310
PST_2502	856	1501
PST_2503	3064	8738
PST_2504	54	188
PST_2505	671	629
PST_2507	383	1632
PST_2508	5261	435
PST_2509	93	326
PST_2510	314	746
PST_2511	139	256
PST_2513	57	306
PST_2514	0	20
PST_2515	817	1736
PST_2516	503	1315
PST_2517	146	305
PST_2518	171	658
PST_2519	219	804
PST_2520	79	216
PST_2521	28	28
PST_2522	78	128
PST_2523	56	89
PST_2524	75	90
PST_2525	28	7
PST_2526	91	392
PST_2527	20	61
PST_2528	0	7
PST_2529	74	293
PST_2530	21	311
PST_2531	981	2139
PST_2532	25	503
PST_2533	308	1344
PST_2534	167	447
PST_2535	255	554
PST_2536	231	519
PST_2537	178	1198
PST_2538	8	232
PST_2540	188	56
PST_2541	598	1270
PST_2545	332	1028
PST_2546	185	203
PST_2556	345	1379
PST_2557	38	194
PST_2558	322	491
PST_2559	264	1177
PST_2561	498	1474
PST_2562	420	721
PST_2564	86	336
PST_2583	108	378
PST_2584	158	544
PST_2585	580	950
PST_2592	71	116
PST_2593	35	217
PST_2594	384	731
PST_2596	395	338
PST_2597	148	538
PST_2598	441	1388
PST_2599	802	1851
PST_2600	112	467
PST_2601	23	138
PST_2603	230	734
PST_2606	102	490
PST_2607	257	1021
PST_2608	414	1060
PST_2609	98	151
PST_2610	40	188
PST_2611	185	484
PST_2612	429	790
PST_2614	126	357
PST_2623	163	1403
PST_2626	620	5528
PST_2635	79	445
PST_2638	84	1034
PST_2639	355	1058
PST_2640	115	765
PST_2642	41	601
PST_2645	100	218
PST_2646	217	794
PST_2648	79	125
PST_2649	462	1451
PST_2658	10	91
PST_2659	10	33
PST_2660	162	245
PST_2661	235	144
PST_2662	162	81
PST_2663	206	197
PST_2664	43	58
PST_2665	1190	2393
PST_2666	189	549
PST_2667	181	774
PST_2672	14	81
PST_2673	6	369
PST_2676	61	55
PST_2677	127	390
PST_2678	35	36
PST_2679	31	71
PST_2680	1135	379
PST_2681	2654	1426
PST_2683	386	2006
PST_2684	613	3973
PST_2686	150	513
PST_2687	119	310
PST_2689	219	312
PST_2692	221	440
PST_2693	99	272
PST_2694	47	185
PST_2695	13	101
PST_2696	47	156
PST_2697	200	460
PST_2698	0	102
PST_2699	55	190
PST_2700	209	391
PST_2701	19	73
PST_2702	18	29
PST_2704	109	238
PST_2709	38	66
PST_2710	18	33
PST_2711	127	336
PST_2712	74	225
PST_2713	5	6
PST_2714	12	21
PST_2716	2	35
PST_2718	0	12
PST_2719	162	383
PST_2720	39	134
PST_2721	452	2258
PST_2722	61	304
PST_2723	22	94
PST_2727	347	1503
PST_2728	39	73
PST_2729	28	24
PST_2730	9	44
PST_2731	67	219
PST_2732	878	6531
PST_2733	5	24
PST_2734	262	795
PST_2735	0	35
PST_2736	45	178
PST_2737	52	275
PST_2738	34	167
PST_2739	12	92
PST_2740	24	17
PST_2741	9	169
PST_2742	91	374
PST_2743	35	229
PST_2746	715	1405
PST_2747	3445	1726
PST_2748	6693	2359
PST_2749	199	1046
PST_2750	62	107
PST_2751	15	7
PST_2752	51	104
PST_2753	402	845
PST_2755	913	1722
PST_2756	357	543
PST_2757	585	695
PST_2758	125	467
PST_2760	137	597
PST_2761	165	224
PST_2762	62	163
PST_2763	68	109
PST_2764	18	55
PST_2765	50	203
PST_2766	84	486
PST_2767	50	300
PST_2768	0	5
PST_2771	2	47
PST_2772	10	131
PST_2774	176	486
PST_2775	0	7
PST_2777	77	279
PST_2778	0	21
PST_2779	72	918
PST_2780	60	285
PST_2781	107	814
PST_2782	22	293
PST_2783	163	349
PST_2784	166	600
PST_2785	16	40
PST_2787	0	28
PST_2788	72	184
PST_2789	217	764
PST_2791	430	807
PST_2793	205	561
PST_2794	151	469
PST_2795	1124	2280
PST_2798	1	7
PST_2801	381	1242
PST_2807	106	967
PST_2811	257	473
PST_2814	2841	7663
PST_2815	96	356
PST_2816	218	542
PST_2817	97	551
PST_2820	81	306
PST_2821	44	342
PST_2822	49	94
PST_2823	628	1684
PST_2825	491	1107
PST_2827	51	196
PST_2828	134	548
PST_2829	102	292
PST_2832	417	1063
PST_2833	36	163
PST_2834	56	169
PST_2835	588	1915
PST_2836	273	171
PST_2837	180	153
PST_2838	177	454
PST_2842	634	1971
PST_2843	125	111
PST_2844	22	74
PST_2845	133	420
PST_2846	53	122
PST_2847	55	101
PST_2848	381	811
PST_2851	186	42
PST_2853	620	460
PST_2854	316	617
PST_2855	408	869
PST_2856	235	544
PST_2857	11	18
PST_2858	47	29
PST_2860	0	1
PST_2861	91	110
PST_2862	2734	438
PST_2863	109	201
PST_2864	6	64
PST_2865	183	65
PST_2866	7	118
PST_2867	195	147
PST_2868	247	683
PST_2869	241	1542
PST_2870	194	111
PST_2871	219	1031
PST_2872	109	118
PST_2873	216	162
PST_2874	35	83
PST_2875	0	1
PST_2876	11	19
PST_2878	27	36
PST_2879	1271	822
PST_2880	183	195
PST_2881	76	201
PST_2882	221	836
PST_2883	64	86
PST_2884	128	274
PST_2885	93	148
PST_2886	124	112
PST_2887	18	7
PST_2888	153	152
PST_2889	122	113
PST_2893	83	129
PST_2895	294	571
PST_2897	780	1
PST_2898	6	0
PST_2899	429	19
PST_2900	72	2
PST_2901	38	0
PST_2902	37	11
PST_2903	25	101
PST_2904	13	39
PST_2905	327	330
PST_2906	8	35
PST_2907	1578	260
PST_2908	126	47
PST_2909	55	76
PST_2910	458	1279
PST_2911	63	202
PST_2912	114	415
PST_2914	26	70
PST_2915	125	260
PST_2916	61	244
PST_2917	159	644
PST_2918	10	38
PST_2919	152	42
PST_2920	13	51
PST_2921	38	234
PST_2922	186	140
PST_2923	382	846
PST_2924	81	146
PST_2925	287	369
PST_2926	54	49
PST_2927	86	57
PST_2928	354	419
PST_2929	1050	2144
PST_2930	182	606
PST_2931	13	24
PST_2932	24	33
PST_2933	62	159
PST_2934	271	366
PST_2936	42	60
PST_2937	17	134
PST_2938	22	39
PST_2939	61	154
PST_2940	84	319
PST_2941	89	230
PST_2942	87	374
PST_2943	1298	4949
PST_2944	262	501
PST_2945	21	113
PST_2946	136	97
PST_2947	29	120
PST_2949	210	834
PST_2950	6	25
PST_2951	0	46
PST_2952	16	40
PST_2953	35	35
PST_2957	0	0
PST_2958	218	1162
PST_2959	388	3105
PST_2961	157	249
PST_2963	29	104
PST_2964	4682	7473
PST_2965	23	40
PST_2966	15	19
PST_2967	149	712
PST_2968	162	489
PST_2970	281	366
PST_2972	515	791
PST_2973	146	337
PST_2974	530	1040
PST_2975	184	194
PST_2976	6	28
PST_2977	206	890
PST_2978	12	84
PST_2979	3	65
PST_2980	5	21
PST_2981	41	269
PST_2986	30	148
PST_2987	318	1121
PST_2988	87	427
PST_2989	132	310
PST_2991	68	249
PST_2992	6	129
PST_2993	8	88
PST_2994	6	246
PST_2995	16	254
PST_2999	0	28
PST_3000	132	287
PST_3001	15	5
PST_3002	363	958
PST_3009	7	81
PST_3011	127	385
PST_3012	73	215
PST_3013	112	326
PST_3017	168	392
PST_3018	10	77
PST_3020	110	231
PST_3021	16	27
PST_3022	82	149
PST_3023	26	30
PST_3024	238	374
PST_3025	321	751
PST_3026	263	899
PST_3028	89	530
PST_3029	72	357
PST_3032	587	1260
PST_3034	623	3485
PST_3036	22	40
PST_3040	49	218
PST_3043	206	957
PST_3046	706	1865
PST_3047	8798	12092
PST_3053	144	1516
PST_3054	4581	35854
PST_3055	58	354
PST_3056	102	457
PST_3057	410	1026
PST_3060	253	403
PST_3062	1014	2508
PST_3063	28	168
PST_3064	16	67
PST_3065	36	175
PST_3066	33	197
PST_3067	644	129
PST_3068	182	696
PST_3069	937	1064
PST_3070	229	678
PST_3071	13	24
PST_3072	5	68
PST_3073	311	683
PST_3074	25	45
PST_3075	352	667
PST_3076	3111	11170
PST_3077	450	1129
PST_3080	540	198
PST_3083	188	1077
PST_3085	108	100
PST_3086	707	710
PST_3088	205	792
PST_3089	19	13
PST_3090	1	57
PST_3091	16	116
PST_3092	20	112
PST_3093	199	132
PST_3094	15	31
PST_3097	40	117
PST_3098	1824	4088
PST_3099	44	187
PST_3100	24	131
PST_3101	284	617
PST_3102	119	75
PST_3103	27	9
PST_3104	30	103
PST_3106	3624	1693
PST_3107	474	1617
PST_3108	295	1009
PST_3109	23	104
PST_3111	17	0
PST_3112	0	25
PST_3113	31	154
PST_3115	5	21
PST_3117	258	584
PST_3119	0	14
PST_3120	0	0
PST_3122	8	11
PST_3123	155	107
PST_3124	3	0
PST_3126	977	2188
PST_3127	107	249
PST_3128	881	1867
PST_3129	4873	85
PST_3131	35	46
PST_3133	608	1721
PST_3134	26	276
PST_3135	91	149
PST_3136	104	362
PST_3137	159	297
PST_3138	110	119
PST_3139	27	37
PST_3140	49	50
PST_3141	458	2715
PST_3142	303	1074
PST_3143	29	143
PST_3144	141	331
PST_3148	230	427
PST_3150	634	1281
PST_3152	44	172
PST_3153	269	903
PST_3154	919	3281
PST_3156	194	816
PST_3157	43	141
PST_3158	69	241
PST_3159	807	882
PST_3160	1358	659
PST_3163	114	377
PST_3164	54	178
PST_3167	311	1282
PST_3168	250	507
PST_3169	123	750
PST_3170	3228	938
PST_3171	1451	5147
PST_3172	566	2430
PST_3173	2717	10334
PST_3177	165	506
PST_3178	1859	6397
PST_3184	310	1700
PST_3187	2	68
PST_3188	37	360
PST_3190	159	656
PST_3193	60	208
PST_3194	125	502
PST_3195	281	739
PST_3196	360	1381
PST_3197	376	1884
PST_3198	419	1414
PST_3199	228	847
PST_3200	5	90
PST_3201	0	0
PST_3202	0	3
PST_3203	2	55
PST_3204	10	31
PST_3205	3	25
PST_3206	33	57
PST_3207	26	24
PST_3209	40	27
PST_3210	0	1
PST_3211	63	96
PST_3212	96	78
PST_3213	168	301
PST_3214	160	106
PST_3215	44	47
PST_3216	297	195
PST_3217	197	109
PST_3218	164	139
PST_3219	144	155
PST_3220	109	267
PST_3221	194	346
PST_3222	31	51
PST_3223	0	0
PST_3224	6	32
PST_3225	179	269
PST_3226	85	968
PST_3227	21	58
PST_3228	114	729
PST_3229	17	56
PST_3230	101	765
PST_3231	125	1345
PST_3232	0	9
PST_3233	6	57
PST_3234	267	395
PST_3235	471	630
PST_3236	363	507
PST_3237	962	291
PST_3239	259	1256
PST_3240	1259	3517
PST_3241	78	330
PST_3243	90	119
PST_3244	0	26
PST_3245	54	186
PST_3246	997	4674
PST_3247	33	194
PST_3248	149	936
PST_3248a	51	138
PST_3249	19969	66972
PST_3250	0	79
PST_3251	0	29
PST_3252	13214	62084
PST_3253	1157	2768
PST_3254	2020	5882
PST_3259	216	1129
PST_3260	17	120
PST_3261	87	203
PST_3263	295	832
PST_3264	130	647
PST_3265	1	8
PST_3266	51	300
PST_3267	19	55
PST_3270	82	206
PST_3276	238	1000
PST_3277	213	1417
PST_3281	473	1143
PST_3282	147	187
PST_3283	327	477
PST_3284	158	919
PST_3285	245	648
PST_3286	695	525
PST_3288	269	569
PST_3290	56	122
PST_3291	8	29
PST_3292	189	787
PST_3293	1385	5311
PST_3298	181	982
PST_3300	60	147
PST_3301	12	275
PST_3302	346	1114
PST_3303	27	137
PST_3304	32	319
PST_3305	9498	2544
PST_3312	120	3356
PST_3313	6	327
PST_3314	13	133
PST_3320	203	1806
PST_3321	274	669
PST_3332	57	240
PST_3333	86	554
PST_3335	240	1398
PST_3336	324	4792
PST_3337	158	749
PST_3338	276	1208
PST_3339	161	447
PST_3340	276	1400
PST_3341	5649	1777
PST_3342	370667	772053
PST_3343	149	599
PST_3344	85	514
PST_3345	0	3
PST_3346	87	487
PST_3347	0	0
PST_3348	70	293
PST_3349	158	970
PST_3350	1556	11236
PST_3351	646	7195
PST_3352	743	2711
PST_3353	491	986
PST_3354	10	49
PST_3356	150	127
PST_3357	59	396
PST_3358	152	835
PST_3359	14	52
PST_3360	94	729
PST_3362	88	486
PST_3363	224	1430
PST_3364	41	149
PST_3365	74	209
PST_3366	11	47
PST_3367	28	28
PST_3368	30	91
PST_3369	3	27
PST_3370	54	357
PST_3371	50	262
PST_3372	50	63
PST_3373	0	66
PST_3374	22	47
PST_3375	0	25
PST_3376	33	318
PST_3377	0	0
PST_3378	0	0
PST_3379	0	0
PST_3380	12	249
PST_3385	49	92
PST_3386	5	58
PST_3387	232	737
PST_3388	4	58
PST_3389	0	37
PST_3390	54	144
PST_3391	59	372
PST_3392	34	188
PST_3393	12	269
PST_3394	0	0
PST_3395	0	0
PST_3396	0	0
PST_3397	56	515
PST_3398	88	549
PST_3399	0	0
PST_3400	74	274
PST_3401	18	107
PST_3402	98	472
PST_3403	73	131
PST_3405	153	204
PST_3406	384	1266
PST_3407	91	159
PST_3408	115	895
PST_3409	61	250
PST_3410	2	12
PST_3411	39	96
PST_3412	122	217
PST_3413	212	956
PST_3414	122	283
PST_3415	150	398
PST_3416	199	1946
PST_3417	31	143
PST_3418	25	435
PST_3419	0	0
PST_3420	172	908
PST_3422	264	898
PST_3423	54	339
PST_3424	65	213
PST_3425	229	1297
PST_3426	0	0
PST_3427	9	100
PST_3428	18	77
PST_3429	0	59
PST_3430	6	51
PST_3431	81	340
PST_3432	9	83
PST_3433	14	34
PST_3434	46	112
PST_3435	144	804
PST_3436	35	260
PST_3437	78	153
PST_3438	78	393
PST_3439	37	110
PST_3440	319	1630
PST_3441	526	1894
PST_3442	47	242
PST_3443	37	132
PST_3444	53	213
PST_3445	192	1237
PST_3446	404	2664
PST_3447	226	728
PST_3448	467	2511
PST_3449	305	1712
PST_3450	104	457
PST_3451	90	313
PST_3452	115	661
PST_3453	48	393
PST_3454	27	111
PST_3455	197	727
PST_3456	8	63
PST_3457	560	1641
PST_3458	42	95
PST_3459	391	1099
PST_3460	403	568
PST_3461	254	1085
PST_3462	134	485
PST_3463	1308	6583
PST_3464	234	982
PST_3465	29	186
PST_3466	36	354
PST_3467	34	48
PST_3468	44	360
PST_3469	117	740
PST_3470	55	273
PST_3471	0	0
PST_3472	0	0
PST_3473	15	9
PST_3474	0	37
PST_3475	28	152
PST_3476	50	293
PST_3477	266	1413
PST_3479	138	122
PST_3480	55	258
PST_3481	138	299
PST_3482	94	354
PST_3483	49	129
PST_3489	29	85
PST_3493	56	38
PST_3494	100	130
PST_3496	8	15
PST_3497	48	255
PST_3501	75	72
PST_3502	59	325
PST_3503	281	333
PST_3504	99	67
PST_3505	136	96
PST_3506	85	92
PST_3507	167	1258
PST_3508	96	817
PST_3509	91	2414
PST_3511	177	390
PST_3512	409	751
PST_3513	654	1084
PST_3514	195	449
PST_3540	0	35
PST_3541	0	15
PST_3542	94	350
PST_3543	52	244
PST_3544	226	619
PST_3552	63	312
PST_3553	86	303
PST_3554	0	11
PST_3555	44	116
PST_3556	156	731
PST_3557	136	54
PST_3558	64	131
PST_3560	914	2288
PST_3565	27	195
PST_3567	0	25
PST_3572	31	235
PST_3573	342	723
PST_3575	94	375
PST_3576	340	966
PST_3577	630	1905
PST_3578	188	68
PST_3579	38	74
PST_3580	15	56
PST_3581	22	128
PST_3582	0	0
PST_3583	32	12
PST_3584	580	12
PST_3585	12	31
PST_3586	134	39
PST_3587	599	357
PST_3588	435	1411
PST_3589	15	75
PST_3590	0	4
PST_3591	12	68
PST_3592	118	538
PST_3593	27	111
PST_3594	0	56
PST_3595	99	318
PST_3596	181	424
PST_3597	5969	57
PST_3598	536	12
PST_3599	126	3
PST_3600	151	92
PST_3601	49	12
PST_3602	35	20
PST_3603	352	240
PST_3604	488	320
PST_3605	135	122
PST_3606	113	57
PST_3607	15	113
PST_3609	1168	3141
PST_3610	119	270
PST_3611	98	214
PST_3612	68	730
PST_3613	469	1171
PST_3614	81	142
PST_3615	145	764
PST_3617	385	108
PST_3618	132	75
PST_3619	15	13
PST_3620	249	816
PST_3621	71	235
PST_3622	110	66
PST_3623	252	189
PST_3624	332	1873
PST_3625	117	103
PST_3627	235	612
PST_3628	25	329
PST_3629	384	1855
PST_3631	199	748
PST_3632	1090	2846
PST_3634	4128	13406
PST_3636	0	0
PST_3637	11	11
PST_3638	4	24
PST_3639	153	231
PST_3641	6	141
PST_3644	23	168
PST_3647	1405	6489
PST_3648	630	2003
PST_3650	69	480
PST_3654	414	1714
PST_3657	1842	3381
PST_3658	146	1230
PST_3660	212	2782
PST_3661	0	0
PST_3662	127	2476
PST_3672	23	214
PST_3673	273	883
PST_3674	239	1239
PST_3676	27	25
PST_3677	84	239
PST_3679	309	1223
PST_3680	702	112
PST_3683	102	308
PST_3684	126	306
PST_3685	79	394
PST_3687	90	827
PST_3688	8	17
PST_3689	169	1109
PST_3690	226	1271
PST_3691	17	171
PST_3692	6	59
PST_3693	2283	7500
PST_3694	1176	3364
PST_3695	580	1849
PST_3696	929	2184
PST_3697	19	63
PST_3698	2	32
PST_3699	12	34
PST_3700	2	18
PST_3701	0	12
PST_3702	16	74
PST_3703	0	22
PST_3707	41	290
PST_3708	32	242
PST_3709	281	381
PST_3710	761	3558
PST_3711	163	590
PST_3712	52	452
PST_3713	71	213
PST_3714	1054	725
PST_3715	188	335
PST_3716	52	173
PST_3717	20	131
PST_3718	676	1945
PST_3719	39	284
PST_3720	5350	69
PST_3721	57	6
PST_3722	85	118
PST_3723	93	108
PST_3724	37	43
PST_3725	465	766
PST_3730	103	284
PST_3731	540	1448
PST_3732	14	76
PST_3734	122	648
PST_3735	21	91
PST_3740	175	50
PST_3741	341	203
PST_3743	99	642
PST_3744	29	120
PST_3745	1064	877
PST_3746	1195	879
PST_3747	807	716
PST_3748	448	228
PST_3749	267	129
PST_3750	477	273
PST_3751	31	57
PST_3752	27	67
PST_3753	29	268
PST_3754	386	1107
PST_3755	292	1698
PST_3760	377	1453
PST_3762	1229	6431
PST_3763	44	572
PST_3764	85	992
PST_3766	337	2325
PST_3767	301	1588
PST_3769	39	66
PST_3771	51	200
PST_3772	952	2841
PST_3773	235	419
PST_3778	127	533
PST_3782	102	226
PST_3783	48	54
PST_3786	304	635
PST_3787	109	236
PST_3788	76	138
PST_3789	37	38
PST_3790	22	24
PST_3791	84	433
PST_3792	98	316
PST_3794	118	455
PST_3795	245	1088
PST_3798	238	1407
PST_3801	2395	8488
PST_3802	570	2880
PST_3803	7321	14372
PST_3806	349	1265
PST_3809	22	132
PST_3811	75	342
PST_3812	272	1298
PST_3813	184	625
PST_3814	730	3667
PST_3815	246	280
PST_3817	382	1073
PST_3819	27	84
PST_3820	208	1302
PST_3821	83	183
PST_3822	292	956
PST_3823	4600	12761
PST_3824	366	1387
PST_3826	593	2159
PST_3827	51	767
PST_3828	177	2186
PST_3829	129	482
PST_3831	299	1164
PST_3832	497	2577
PST_3833	394	1970
PST_3834	243	1480
PST_3835	180	712
PST_3836	108	495
PST_3837	70	463
PST_3838	89	366
PST_3840	267	1083
PST_3841	496	1467
PST_3842	473	2089
PST_3843	763	3184
PST_3844	10	75
PST_3845	36	182
PST_3854	373	1067
PST_3855	1424	6166
PST_3857	8643	4960
PST_3858	244	1317
PST_3859	127	387
PST_3860	289	1739
PST_3861	1800	3997
PST_3867	84	214
PST_3868	768	3328
PST_3869	121	180
PST_3870	138	181
PST_3873	78	51
PST_3874	29	37
PST_3875	119	79
PST_3876	470	287
PST_3877	216	176
PST_3878	356	404
PST_3880	212	807
PST_3881	210	120
PST_3882	177	1029
PST_3883	62	332
PST_3884	100	532
PST_3885	142	485
PST_3886	174	180
PST_3887	10	36
PST_3888	28	16
PST_3889	56	44
PST_3890	619	3621
PST_3891	664	4495
PST_3892	197	1526
PST_3893	233	1197
PST_3897	546	1128
PST_3898	704	2746
PST_3899	1332	3530
PST_3900	398	1268
PST_3901	113	400
PST_3902	239	2427
PST_3903	112	2340
PST_3904	64	74
PST_3906	77	267
PST_3907	281	903
PST_3908	66	232
PST_3909	356	224
PST_3910	3276	1474
PST_3911	1860	3142
PST_3912	17721	2650
PST_3913	1347	371
PST_3914	223	491
PST_3915	179	336
PST_3917	580	222
PST_3921	119	331
PST_3922	60	63
PST_3923	4	6
PST_3924	0	0
PST_3925	104	1012
PST_3927	8	86
PST_3928	172	321
PST_3929	116	212
PST_3930	859	2402
PST_3932	112	42
PST_3933	696	557
PST_3934	628	221
PST_3937	1438	2587
PST_3941	206	399
PST_3942	92	295
PST_3943	0	86
PST_3945	94	403
PST_3946	25	132
PST_3947	46	157
PST_3948	489	1547
PST_3955	105	467
PST_3961	489	1894
PST_3962	74	207
PST_3963	67	159
PST_3966	215	680
PST_3968	179	137
PST_3969	260	705
PST_3972	142	486
PST_3973	131	550
PST_3974	130	905
PST_3975	1	85
PST_3976	2175	3442
PST_3981	101	744
PST_3985	81	233
PST_3987	178	974
PST_3988	781	3198
PST_3993	150	637
PST_3994	46	108
PST_3995	22	44
PST_3996	113	198
PST_3997	75	527
PST_3998	98	298
PST_3999	24	125
PST_4000	6	38
PST_4001	38	160
PST_4005	118	522
PST_4006	290	1251
PST_4008	505	941
PST_4010	317	745
PST_4011	48	96
PST_4013	89	484
PST_4014	71	307
PST_4015	36	67
PST_4016	89	382
PST_4019	46	411
PST_4020	69	266
PST_4021	3	11
PST_4022	76	220
PST_4024	43	198
PST_4025	30	100
PST_4026	115	52
PST_4027	51	223
PST_4028	280	1213
PST_4029	523	2853
PST_4030	207	442
PST_4031	3	12
PST_4035	27	279
PST_4036	418	217
PST_4037	34	82
PST_4038	7	81
PST_4039	0	2
PST_4040	46	77
PST_4041	24	15
PST_4044	744	3220
PST_4045	61	187
PST_4046	319	158
PST_4048	1445	4885
PST_4049	381	1179
PST_4050	117	336
PST_4051	10	108
PST_4052	87	302
PST_4055	100	164
PST_4056	73	612
PST_4057	274	917
PST_4058	172	566
PST_4060	902	3851
PST_4065	157	622
PST_4066	440	445
PST_4071	482	956
PST_4072	737	2840
PST_4073	285	1251
PST_4074	278	563
PST_4075	594	2191
PST_4076	50	224
PST_4079	80	628
PST_4081	742	2110
PST_4082	472	1015
PST_4083	34	74
PST_4084	263	25
PST_4085	0	0
PST_4086	39	102
PST_4089	90	191
PST_4095	93	200
PST_4096	375	528
PST_4099	8	86
PST_4100	13	50
PST_4101	51	293
PST_4102	475	370
PST_4103	432	1456
PST_4104	516	1682
PST_4105	41	208
PST_4106	9	85
PST_4107	71	89
PST_4108	678	2224
PST_4109	505	2228
PST_4110	171	358
