tss_id	locus_id	gene_name	tss_bp	dir	5utr_len
tss-500	ECDH10B_0509	nmpC	515380	rev	0
tss-501	ECDH10B_0510	insH-2	514308	rev	0
tss-502	ECDH10B_0511	essD	515953	fwd	0
tss-503	ECDH10B_0512	ybcS	516168	fwd	0
tss-504	ECDH10B_0513	rzpD	516662	fwd	0
tss-505	ECDH10B_0514	rzoD	516882	fwd	0
tss-506	ECDH10B_0515	borD	517448	rev	0
tss-507	ECDH10B_0516	ybcV	518149	rev	0
tss-508	ECDH10B_0517	ybcW	518435	fwd	0
tss-509	ECDH10B_0518	nohB	519389	fwd	0
tss-510	ECDH10B_0519	tfaD	520215	fwd	0
tss-511	ECDH10B_0520	ybcY	521361	rev	0
tss-512	ECDH10B_0521	tfaX	521430	fwd	0
tss-513	ECDH10B_0522	appY	522236	fwd	0
tss-514	ECDH10B_0523	ompT	524188	rev	0
tss-515	ECDH10B_0524	envY	525463	rev	0
tss-516	ECDH10B_0525	ybcH	526536	rev	0
tss-517	ECDH10B_0526	nfrA	529509	rev	0
tss-518	ECDH10B_0527	nfrB	531733	rev	0
tss-519	ECDH10B_0528	cusS	533325	rev	0
tss-520	ECDH10B_0529	cusR	533998	rev	0
tss-521	ECDH10B_0530	cusC	534155	fwd	0
tss-522	ECDH10B_0531	cusF	535686	fwd	0
tss-523	ECDH10B_0532	cusB	536034	fwd	0
tss-524	ECDH10B_0533	cusA	537269	fwd	0
tss-525	ECDH10B_0534	pheP	540514	fwd	0
tss-526	ECDH10B_0535	ybdG	543218	rev	0
tss-527	ECDH10B_0536	nfnB	543979	rev	0
tss-528	ECDH10B_0537	ybdF	544441	rev	0
tss-529	ECDH10B_0538	ybdJ	544754	rev	0
tss-530	ECDH10B_0539	ybdK	545938	rev	0
tss-531	ECDH10B_0540	hokE	546391	fwd	0
tss-532	ECDH10B_0541	insL-2	546620	fwd	0
tss-533	ECDH10B_0542	entD	548643	rev	0
tss-534	ECDH10B_0543	fepA	551049	rev	0
tss-535	ECDH10B_0544	fes	551370	fwd	0
tss-536	ECDH10B_0545	ybdZ	552497	fwd	0
tss-537	ECDH10B_0546	entF	552712	fwd	0
tss-538	ECDH10B_0547	fepE	556809	fwd	0
tss-539	ECDH10B_0548	fepC	558754	rev	0
tss-540	ECDH10B_0549	fepG	559743	rev	0
tss-541	ECDH10B_0550	fepD	560744	rev	0
tss-542	ECDH10B_0551	entS	560855	fwd	0
tss-543	ECDH10B_0552	fepB	563065	rev	0
tss-544	ECDH10B_0553	entC	563440	fwd	0
tss-545	ECDH10B_0554	entE	564625	fwd	0
tss-546	ECDH10B_0555	entB	566249	fwd	0
tss-547	ECDH10B_0556	entA	567106	fwd	0
tss-548	ECDH10B_0557	ybdB	567855	fwd	0
tss-549	ECDH10B_0558	cstA	568449	fwd	0
tss-550	ECDH10B_0559	ybdD	570737	fwd	0
tss-551	ECDH10B_0560	ybdH	572032	rev	0
tss-552	ECDH10B_0561	ybdL	572141	fwd	0
tss-553	ECDH10B_0562	ybdM	573931	rev	0
tss-554	ECDH10B_0563	ybdN	575124	rev	0
tss-555	ECDH10B_0564	ybdO	576173	rev	0
tss-556	ECDH10B_0565	dsbG	577128	rev	0
tss-557	ECDH10B_0566	ahpC	577500	fwd	0
tss-558	ECDH10B_0567	ahpF	578308	fwd	0
tss-559	ECDH10B_0568	uspG	580422	rev	0
tss-560	ECDH10B_0569	ybdR	580643	fwd	0
tss-561	ECDH10B_0570	rnk	582522	rev	0
tss-562	ECDH10B_0571	rna	583558	rev	0
tss-563	ECDH10B_0572	citT	585135	rev	0
tss-564	ECDH10B_0573	citG	586064	rev	0
tss-565	ECDH10B_0574	citX	586590	rev	0
tss-566	ECDH10B_0575	citF	588126	rev	0
tss-567	ECDH10B_0576	citE	589045	rev	0
tss-568	ECDH10B_0577	citD	589338	rev	0
tss-569	ECDH10B_0578	citC	590411	rev	0
tss-570	ECDH10B_0579	citA	590790	fwd	0
tss-571	ECDH10B_0580	citB	592417	fwd	0
tss-572	ECDH10B_0581	dcuC	594523	rev	0
tss-573	ECDH10B_0582	crcA	595112	fwd	0
tss-574	ECDH10B_0583	cspE	595847	fwd	0
tss-575	ECDH10B_0584	crcB	596493	rev	0
tss-576	ECDH10B_0586	ybeM	596586	fwd	0
tss-577	ECDH10B_0588	tatE	597502	fwd	0
tss-578	ECDH10B_0589	lipA	598771	rev	0
tss-579	ECDH10B_0590	ybeF	599933	rev	0
tss-580	ECDH10B_0591	lipB	600833	rev	0
tss-581	ECDH10B_0592	ybeD	601197	rev	0
tss-582	ECDH10B_0593	dacA	602518	rev	0
tss-583	ECDH10B_0594	rlpA	603745	rev	0
tss-584	ECDH10B_0595	mrdB	604868	rev	0
tss-585	ECDH10B_0596	mrdA	606772	rev	0
tss-586	ECDH10B_0597	ybeA	607270	rev	0
tss-587	ECDH10B_0598	ybeB	607591	rev	0
tss-588	ECDH10B_0599	cobC	608462	rev	0
tss-589	ECDH10B_0600	nadD	609127	rev	0
tss-590	ECDH10B_0601	holA	610160	rev	0
tss-591	ECDH10B_0602	rlpB	610741	rev	0
tss-592	ECDH10B_0603	leuS	613338	rev	0
tss-593	ECDH10B_0604	ybeL	613573	fwd	0
tss-594	ECDH10B_0605	ybeQ	615102	rev	0
tss-595	ECDH10B_0606	ybeR	615266	fwd	0
tss-596	ECDH10B_0607	djlB	615970	fwd	0
tss-597	ECDH10B_0608	ybeT	617961	rev	0
tss-598	ECDH10B_0609	ybeU	618063	fwd	0
tss-599	ECDH10B_0610	djlC	618767	fwd	0
tss-600	ECDH10B_0611	hscC	621948	rev	0
tss-601	ECDH10B_0612	rihA	622967	rev	0
tss-602	ECDH10B_0613	gltL	623810	rev	0
tss-603	ECDH10B_0614	gltK	624484	rev	0
tss-604	ECDH10B_0615	gltJ	625224	rev	0
tss-605	ECDH10B_0616	gltI	626302	rev	0
tss-606	ECDH10B_0617	insH-3	627568	rev	0
tss-607	ECDH10B_0618	nmpC	628640	rev	0
tss-608	ECDH10B_0619	essD	629213	fwd	0
tss-609	ECDH10B_0620	ybcS	629428	fwd	0
tss-610	ECDH10B_0621	rzpD	629922	fwd	0
tss-611	ECDH10B_0622	rzoD	630142	fwd	0
tss-612	ECDH10B_0623	borD	630708	rev	0
tss-613	ECDH10B_0624	ybcV	631409	rev	0
tss-614	ECDH10B_0625	ybcW	631695	fwd	0
tss-615	ECDH10B_0626	nohB	632649	fwd	0
tss-616	ECDH10B_0627	tfaD	633475	fwd	0
tss-617	ECDH10B_0628	ybcY	634621	rev	0
tss-618	ECDH10B_0629	tfaX	634690	fwd	0
tss-619	ECDH10B_0630	appY	635496	fwd	0
tss-620	ECDH10B_0631	ompT	637448	rev	0
tss-621	ECDH10B_0632	envY	638723	rev	0
tss-622	ECDH10B_0633	ybcH	639796	rev	0
tss-623	ECDH10B_0634	nfrA	642769	rev	0
tss-624	ECDH10B_0635	nfrB	644993	rev	0
tss-625	ECDH10B_0636	cusS	646585	rev	0
tss-626	ECDH10B_0637	cusR	647258	rev	0
tss-627	ECDH10B_0638	cusC	647415	fwd	0
tss-628	ECDH10B_0639	cusF	648946	fwd	0
tss-629	ECDH10B_0640	cusB	649294	fwd	0
tss-630	ECDH10B_0641	cusA	650529	fwd	0
tss-631	ECDH10B_0642	pheP	653774	fwd	0
tss-632	ECDH10B_0643	ybdG	656478	rev	0
tss-633	ECDH10B_0644	nfnB	657239	rev	0
tss-634	ECDH10B_0645	ybdF	657701	rev	0
tss-635	ECDH10B_0646	ybdJ	658014	rev	0
tss-636	ECDH10B_0647	ybdK	659198	rev	0
tss-637	ECDH10B_0648	hokE	659651	fwd	0
tss-638	ECDH10B_0649	insL-2	659880	fwd	0
tss-639	ECDH10B_0650	entD	661903	rev	0
tss-640	ECDH10B_0651	fepA	664309	rev	0
tss-641	ECDH10B_0652	fes	664630	fwd	0
tss-642	ECDH10B_0653	ybdZ	665757	fwd	0
tss-643	ECDH10B_0654	entF	665972	fwd	0
tss-644	ECDH10B_0655	fepE	670069	fwd	0
tss-645	ECDH10B_0656	fepC	672014	rev	0
tss-646	ECDH10B_0657	fepG	673003	rev	0
tss-647	ECDH10B_0658	fepD	674004	rev	0
tss-648	ECDH10B_0659	entS	674115	fwd	0
tss-649	ECDH10B_0660	fepB	676325	rev	0
tss-650	ECDH10B_0661	entC	676700	fwd	0
tss-651	ECDH10B_0662	entE	677885	fwd	0
tss-652	ECDH10B_0663	entB	679509	fwd	0
tss-653	ECDH10B_0664	entA	680366	fwd	0
tss-654	ECDH10B_0665	ybdB	681115	fwd	0
tss-655	ECDH10B_0666	cstA	681709	fwd	0
tss-656	ECDH10B_0667	ybdD	683997	fwd	0
tss-657	ECDH10B_0668	ybdH	685292	rev	0
tss-658	ECDH10B_0669	ybdL	685401	fwd	0
tss-659	ECDH10B_0670	ybdM	687191	rev	0
tss-660	ECDH10B_0671	ybdN	688384	rev	0
tss-661	ECDH10B_0672	ybdO	689433	rev	0
tss-662	ECDH10B_0673	dsbG	690388	rev	0
tss-663	ECDH10B_0674	ahpC	690760	fwd	0
tss-664	ECDH10B_0675	ahpF	691568	fwd	0
tss-665	ECDH10B_0676	uspG	693682	rev	0
tss-666	ECDH10B_0677	ybdR	693903	fwd	0
tss-667	ECDH10B_0678	rnk	695782	rev	0
tss-668	ECDH10B_0679	rna	696818	rev	0
tss-669	ECDH10B_0680	citT	698395	rev	0
tss-670	ECDH10B_0681	citG	699324	rev	0
tss-671	ECDH10B_0682	citX	699850	rev	0
tss-672	ECDH10B_0683	citF	701386	rev	0
tss-673	ECDH10B_0684	citE	702305	rev	0
tss-674	ECDH10B_0685	citD	702598	rev	0
tss-675	ECDH10B_0686	citC	703671	rev	0
tss-676	ECDH10B_0687	citA	704050	fwd	0
tss-677	ECDH10B_0688	citB	705677	fwd	0
tss-678	ECDH10B_0689	dcuC	707783	rev	0
tss-679	ECDH10B_0690	crcA	708372	fwd	0
tss-680	ECDH10B_0691	cspE	709107	fwd	0
tss-681	ECDH10B_0692	crcB	709753	rev	0
tss-682	ECDH10B_0694	ybeM	709846	fwd	0
tss-683	ECDH10B_0696	tatE	710762	fwd	0
tss-684	ECDH10B_0697	lipA	712031	rev	0
tss-685	ECDH10B_0698	ybeF	713193	rev	0
tss-686	ECDH10B_0699	lipB	714093	rev	0
tss-687	ECDH10B_0700	ybeD	714457	rev	0
tss-688	ECDH10B_0701	dacA	715778	rev	0
tss-689	ECDH10B_0702	rlpA	717005	rev	0
tss-690	ECDH10B_0703	mrdB	718128	rev	0
tss-691	ECDH10B_0704	mrdA	720032	rev	0
tss-692	ECDH10B_0705	ybeA	720530	rev	0
tss-693	ECDH10B_0706	ybeB	720851	rev	0
tss-694	ECDH10B_0707	cobC	721722	rev	0
tss-695	ECDH10B_0708	nadD	722387	rev	0
tss-696	ECDH10B_0709	holA	723420	rev	0
tss-697	ECDH10B_0710	rlpB	724001	rev	0
tss-698	ECDH10B_0711	leuS	726598	rev	0
tss-699	ECDH10B_0712	ybeL	726833	fwd	0
tss-700	ECDH10B_0713	ybeQ	728362	rev	0
tss-701	ECDH10B_0714	ybeR	728526	fwd	0
tss-702	ECDH10B_0715	djlB	729230	fwd	0
tss-703	ECDH10B_0716	ybeT	731221	rev	0
tss-704	ECDH10B_0717	ybeU	731323	fwd	0
tss-705	ECDH10B_0718	djlC	732027	fwd	0
tss-706	ECDH10B_0719	hscC	735208	rev	0
tss-707	ECDH10B_0720	rihA	736227	rev	0
tss-708	ECDH10B_0721	gltL	737070	rev	0
tss-709	ECDH10B_0722	gltK	737744	rev	0
tss-710	ECDH10B_0723	gltJ	738484	rev	0
tss-711	ECDH10B_0724	gltI	739562	rev	0
tss-712	ECDH10B_0725	None	740828	rev	0
tss-713	ECDH10B_0726	lnt	742696	rev	0
tss-714	ECDH10B_0727	corC	743599	rev	0
tss-715	ECDH10B_0728	ybeY	744156	rev	0
tss-716	ECDH10B_0729	ybeZ	745193	rev	0
tss-717	ECDH10B_0730	miaB	746770	rev	0
tss-718	ECDH10B_0731	ubiF	746916	fwd	0
tss-719	ECDH10B_0732	glnX	748319	rev	0
tss-720	ECDH10B_0733	glnV	748431	rev	0
tss-721	ECDH10B_0734	metU	748555	rev	0
tss-722	ECDH10B_0735	glnW	748645	rev	0
tss-723	ECDH10B_0736	glnU	748754	rev	0
tss-724	ECDH10B_0737	leuW	748862	rev	0
tss-725	ECDH10B_0738	metT	748948	rev	0
tss-726	ECDH10B_0739	asnB	750992	rev	0
tss-727	ECDH10B_0740	nagD	752141	rev	0
tss-728	ECDH10B_0741	nagC	753409	rev	0
tss-729	ECDH10B_0742	nagA	754566	rev	0
tss-730	ECDH10B_0743	nagB	755426	rev	0
tss-731	ECDH10B_0744	nagE	755759	fwd	0
tss-732	ECDH10B_0745	glnS	757908	fwd	0
tss-733	ECDH10B_0746	ybfM	760149	fwd	0
tss-734	ECDH10B_0747	ybfN	761605	fwd	0
tss-735	ECDH10B_0748	fur	762461	rev	0
tss-736	ECDH10B_0749	fldA	763280	rev	0
tss-737	ECDH10B_0750	ybfE	763713	rev	0
tss-738	ECDH10B_0751	ybfF	764617	rev	0
tss-739	ECDH10B_0752	seqA	764802	fwd	0
tss-740	ECDH10B_0753	pgm	765373	fwd	0
tss-741	ECDH10B_0754	ybfP	767227	fwd	0
tss-742	ECDH10B_0756	ybfG	768412	rev	0
tss-743	ECDH10B_0758	potE	770080	rev	0
tss-744	ECDH10B_0759	speF	772275	rev	0
tss-745	ECDH10B_0760	kdpE	773548	rev	0
tss-746	ECDH10B_0761	kdpD	776229	rev	0
tss-747	ECDH10B_0762	kdpC	776794	rev	0
tss-748	ECDH10B_0763	kdpB	778851	rev	0
tss-749	ECDH10B_0764	kdpA	780547	rev	0
tss-750	ECDH10B_0765	kdpF	780636	rev	0
tss-751	ECDH10B_0766	ybfA	780949	fwd	0
tss-752	ECDH10B_0767	rhsC	781398	fwd	0
tss-753	ECDH10B_0768	ybfB	785591	fwd	0
tss-754	ECDH10B_0769	ybfO	786035	fwd	0
tss-755	ECDH10B_0770	ybfC	787465	fwd	0
tss-756	ECDH10B_0771	ybfQ	788260	fwd	0
tss-757	ECDH10B_0772	ybfL	788640	fwd	0
tss-758	ECDH10B_0773	ybfD	789907	fwd	0
tss-759	ECDH10B_0774	ybgA	790816	fwd	0
tss-760	ECDH10B_0775	phr	791322	fwd	0
tss-761	ECDH10B_0776	ybgH	794371	rev	0
tss-762	ECDH10B_0777	ybgI	794642	fwd	0
tss-763	ECDH10B_0778	ybgJ	795408	fwd	0
tss-764	ECDH10B_0779	ybgK	796058	fwd	0
tss-765	ECDH10B_0780	ybgL	796980	fwd	0
tss-766	ECDH10B_0781	nei	797750	fwd	0
tss-767	ECDH10B_0782	abrB	799584	rev	0
tss-768	ECDH10B_0783	ybgO	800797	rev	0
tss-769	ECDH10B_0784	ybgP	801522	rev	0
tss-770	ECDH10B_0785	ybgQ	803984	rev	0
tss-771	ECDH10B_0786	ybgD	804610	rev	0
tss-772	ECDH10B_0787	gltA	806283	rev	0
tss-773	ECDH10B_0788	sdhC	806992	fwd	0
tss-774	ECDH10B_0789	sdhD	807375	fwd	0
tss-775	ECDH10B_0790	sdhA	807722	fwd	0
tss-776	ECDH10B_0791	sdhB	809504	fwd	0
tss-777	ECDH10B_0792	sucA	810521	fwd	0
tss-778	ECDH10B_0793	sucB	813337	fwd	0
tss-779	ECDH10B_0794	sucC	814829	fwd	0
tss-780	ECDH10B_0795	sucD	815995	fwd	0
tss-781	ECDH10B_0796	mngR	817690	rev	0
tss-782	ECDH10B_0797	mngA	817799	fwd	0
tss-783	ECDH10B_0798	mngB	819793	fwd	0
tss-784	ECDH10B_0799	cydA	823273	fwd	0
tss-785	ECDH10B_0800	cydB	824857	fwd	0
tss-786	ECDH10B_0801	ybgT	826011	fwd	0
tss-787	ECDH10B_0802	ybgE	826124	fwd	0
tss-788	ECDH10B_0803	ybgC	826567	fwd	0
tss-789	ECDH10B_0804	tolQ	826968	fwd	0
tss-790	ECDH10B_0805	tolR	827664	fwd	0
tss-791	ECDH10B_0806	tolA	828157	fwd	0
tss-792	ECDH10B_0807	tolB	829555	fwd	0
tss-793	ECDH10B_0808	pal	830882	fwd	0
tss-794	ECDH10B_0809	ybgF	831413	fwd	0
tss-795	ECDH10B_0810	lysT	832369	fwd	0
tss-796	ECDH10B_0811	valT	832580	fwd	0
tss-797	ECDH10B_0812	lysW	832658	fwd	0
tss-798	ECDH10B_0813	valZ	832883	fwd	0
tss-799	ECDH10B_0814	lysY	832962	fwd	0
tss-800	ECDH10B_0815	lysZ	833184	fwd	0
tss-801	ECDH10B_0816	lysQ	833392	fwd	0
tss-802	ECDH10B_0817	nadA	833900	fwd	0
tss-803	ECDH10B_0818	pnuC	834981	fwd	0
tss-804	ECDH10B_0819	zitB	836638	rev	0
tss-805	ECDH10B_0820	ybgS	837132	rev	0
tss-806	ECDH10B_0821	aroG	837448	fwd	0
tss-807	ECDH10B_0822	gpmA	839410	rev	0
tss-808	ECDH10B_0823	galM	840652	rev	0
tss-809	ECDH10B_0825	galK	843130	rev	0
tss-810	ECDH10B_0826	galT	844180	rev	0
tss-811	ECDH10B_0827	galE	845206	rev	0
tss-812	ECDH10B_0828	modF	846939	rev	0
tss-813	ECDH10B_0829	modE	847795	rev	0
tss-814	ECDH10B_0830	ybhT	847924	fwd	0
tss-815	ECDH10B_0831	modA	848240	fwd	0
tss-816	ECDH10B_0832	modB	849013	fwd	0
tss-817	ECDH10B_0833	modC	849705	fwd	0
tss-818	ECDH10B_0834	ybhA	851582	rev	0
tss-819	ECDH10B_0835	pgl	851737	fwd	0
tss-820	ECDH10B_0836	ybhD	853726	rev	0
tss-821	ECDH10B_0837	ybhH	853910	fwd	0
tss-822	ECDH10B_0838	ybhI	855038	fwd	0
tss-823	ECDH10B_0839	ybhJ	856654	fwd	0
tss-824	ECDH10B_0840	ybhC	860432	rev	0
tss-825	ECDH10B_0841	ybhB	861060	rev	0
tss-826	ECDH10B_0842	bioA	862408	rev	0
tss-827	ECDH10B_0843	bioB	862495	fwd	0
tss-828	ECDH10B_0844	bioF	863532	fwd	0
tss-829	ECDH10B_0845	bioC	864673	fwd	0
tss-830	ECDH10B_0846	bioD	865421	fwd	0
tss-831	ECDH10B_0847	uvrB	866677	fwd	0
tss-832	ECDH10B_0848	ybhK	869798	rev	0
tss-833	ECDH10B_0849	moaA	870195	fwd	0
tss-834	ECDH10B_0850	moaB	871206	fwd	0
tss-835	ECDH10B_0851	moaC	871721	fwd	0
tss-836	ECDH10B_0852	moaD	872199	fwd	0
tss-837	ECDH10B_0853	moaE	872446	fwd	0
tss-838	ECDH10B_0854	ybhL	873035	fwd	0
tss-839	ECDH10B_0855	ybhM	873944	fwd	0
tss-840	ECDH10B_0856	ybhN	875649	rev	0
tss-841	ECDH10B_0857	ybhO	876890	rev	0
tss-842	ECDH10B_0858	ybhP	877648	rev	0
tss-843	ECDH10B_0859	ybhQ	877781	fwd	0
tss-844	ECDH10B_0860	ybhR	879259	rev	0
tss-845	ECDH10B_0861	ybhS	880403	rev	0
tss-846	ECDH10B_0862	ybhF	882132	rev	0
tss-847	ECDH10B_0863	ybhG	883123	rev	0
tss-848	ECDH10B_0864	ybiH	883794	rev	0
tss-849	ECDH10B_0865	rhlE	884023	fwd	0
tss-850	ECDH10B_0866	ybiA	886101	rev	0
tss-851	ECDH10B_0867	dinG	886221	fwd	0
tss-852	ECDH10B_0868	ybiB	888399	fwd	0
tss-853	ECDH10B_0869	ybiC	889502	fwd	0
tss-854	ECDH10B_0870	ybiJ	891076	rev	0
tss-855	ECDH10B_0871	ybiI	891607	rev	0
tss-856	ECDH10B_0872	ybiX	892358	rev	0
tss-857	ECDH10B_0873	fiu	894682	rev	0
tss-858	ECDH10B_0874	ybiM	895207	rev	0
tss-859	ECDH10B_0875	ybiN	895483	fwd	0
tss-860	ECDH10B_0876	ybiO	898631	rev	0
tss-861	ECDH10B_0877	glnQ	899614	rev	0
tss-862	ECDH10B_0878	glnP	900270	rev	0
tss-863	ECDH10B_0879	glnH	901155	rev	0
tss-864	ECDH10B_0880	dps	902062	rev	0
tss-865	ECDH10B_0881	rhtA	903248	rev	0
tss-866	ECDH10B_0882	ompX	903601	fwd	0
tss-867	ECDH10B_0883	ybiP	905748	rev	0
tss-868	ECDH10B_0884	yliL	905822	fwd	0
tss-869	ECDH10B_0885	rybA	906191	rev	0
tss-870	ECDH10B_0886	mntR	906334	fwd	0
tss-871	ECDH10B_0887	ybiR	906798	fwd	0
tss-872	ECDH10B_0888	ybiS	908895	rev	0
tss-873	ECDH10B_0889	ybiT	909114	fwd	0
tss-874	ECDH10B_0890	ybiU	912212	rev	0
tss-875	ECDH10B_0891	ybiV	913179	rev	0
tss-876	ECDH10B_0892	ybiW	915757	rev	0
tss-877	ECDH10B_0893	ybiY	916689	rev	0
tss-878	ECDH10B_0894	fsaA	916793	fwd	0
tss-879	ECDH10B_0895	moeB	918280	rev	0
tss-880	ECDH10B_0896	moeA	919515	rev	0
tss-881	ECDH10B_0897	iaaA	919719	fwd	0
tss-882	ECDH10B_0898	gsiA	920671	fwd	0
tss-883	ECDH10B_0899	gsiB	922562	fwd	0
tss-884	ECDH10B_0900	gsiC	924118	fwd	0
tss-885	ECDH10B_0901	gsiD	925041	fwd	0
tss-886	ECDH10B_0902	yliE	926130	fwd	0
tss-887	ECDH10B_0903	yliF	928486	fwd	0
tss-888	ECDH10B_0904	yliG	931186	rev	0
tss-889	ECDH10B_0905	bssR	931399	fwd	0
tss-890	ECDH10B_0906	yliI	931893	fwd	0
tss-891	ECDH10B_0907	yliJ	933631	rev	0
tss-892	ECDH10B_0908	dacC	933878	fwd	0
tss-893	ECDH10B_0909	deoR	935885	rev	0
tss-894	ECDH10B_0910	ybjG	936539	rev	0
tss-895	ECDH10B_0911	cmr	936824	fwd	0
tss-896	ECDH10B_0912	ybjH	938381	rev	0
tss-897	ECDH10B_0913	ybjI	939282	rev	0
tss-898	ECDH10B_0914	ybjJ	940490	rev	0
tss-899	ECDH10B_0915	ybjK	940574	fwd	0
tss-900	ECDH10B_0916	rybB	941205	rev	0
tss-901	ECDH10B_0917	ybjL	942970	rev	0
tss-902	ECDH10B_0918	ybjM	943240	fwd	0
tss-903	ECDH10B_0919	grxA	943904	rev	0
tss-904	ECDH10B_0920	ybjC	944064	fwd	0
tss-905	ECDH10B_0921	nfsA	944335	fwd	0
tss-906	ECDH10B_0922	rimK	945118	fwd	0
tss-907	ECDH10B_0923	ybjN	946108	fwd	0
tss-908	ECDH10B_0924	potF	946935	fwd	0
tss-909	ECDH10B_0925	potG	948142	fwd	0
tss-910	ECDH10B_0926	potH	949285	fwd	0
tss-911	ECDH10B_0927	potI	950235	fwd	0
tss-912	ECDH10B_0928	ybjO	951140	fwd	0
tss-913	ECDH10B_0929	rumB	951669	fwd	0
tss-914	ECDH10B_0930	artJ	953726	rev	0
tss-915	ECDH10B_0931	artM	954685	rev	0
tss-916	ECDH10B_0932	artQ	955401	rev	0
tss-917	ECDH10B_0933	artI	956139	rev	0
tss-918	ECDH10B_0934	artP	956885	rev	0
tss-919	ECDH10B_0935	ybjP	957618	rev	0
tss-920	ECDH10B_0936	ybjQ	957744	fwd	0
tss-921	ECDH10B_0937	ybjR	958064	fwd	0
tss-922	ECDH10B_0938	ybjS	959904	rev	0
tss-923	ECDH10B_0939	ybjT	961433	rev	0
tss-924	ECDH10B_0940	ltaE	962445	rev	0
tss-925	ECDH10B_0941	poxB	964200	rev	0
tss-926	ECDH10B_0942	hcr	965301	rev	0
tss-927	ECDH10B_0943	hcp	966965	rev	0
tss-928	ECDH10B_0944	ybjE	968008	rev	0
tss-929	ECDH10B_0945	aqpZ	969198	rev	0
tss-930	ECDH10B_0946	ybjD	969624	fwd	0
tss-931	ECDH10B_0947	ybjX	972271	rev	0
tss-932	ECDH10B_0948	macA	972386	fwd	0
tss-933	ECDH10B_0949	macB	973498	fwd	0
tss-934	ECDH10B_0950	cspD	975741	rev	0
tss-935	ECDH10B_0951	clpS	976064	fwd	0
tss-936	ECDH10B_0952	clpA	976415	fwd	0
tss-937	ECDH10B_0953	serW	979122	rev	0
tss-938	ECDH10B_0954	infA	979594	rev	0
tss-939	ECDH10B_0955	aat	980583	rev	0
tss-940	ECDH10B_0956	cydC	982346	rev	0
tss-941	ECDH10B_0957	cydD	984113	rev	0
tss-942	ECDH10B_0958	trxB	985201	rev	0
tss-943	ECDH10B_0959	lrp	985746	fwd	0
tss-944	ECDH10B_0960	ftsK	986375	fwd	0
tss-945	ECDH10B_0961	lolA	990523	fwd	0
tss-946	ECDH10B_0962	ycaJ	991145	fwd	0
tss-947	ECDH10B_0963	serS	992579	fwd	0
tss-948	ECDH10B_0964	dmsA	994110	fwd	0
tss-949	ECDH10B_0965	dmsB	996565	fwd	0
tss-950	ECDH10B_0966	dmsC	997184	fwd	0
tss-951	ECDH10B_0967	ycaC	998708	rev	0
tss-952	ECDH10B_0968	ycaD	999022	rev	0
tss-953	ECDH10B_0969	ycaM	1000380	fwd	0
tss-954	ECDH10B_0970	ycaN	1002719	rev	0
tss-955	ECDH10B_0971	ycaK	1002819	fwd	0
tss-956	ECDH10B_0972	pflA	1004231	rev	0
tss-957	ECDH10B_0973	pflB	1006705	rev	0
tss-958	ECDH10B_0974	focA	1007617	rev	0
tss-959	ECDH10B_0975	ycaO	1009783	rev	0
tss-960	ECDH10B_0976	ycaP	1009913	fwd	0
tss-961	ECDH10B_0977	serC	1010804	fwd	0
tss-962	ECDH10B_0978	aroA	1011963	fwd	0
tss-963	ECDH10B_0979	ycaL	1013415	fwd	0
tss-964	ECDH10B_0980	cmk	1014352	fwd	0
tss-965	ECDH10B_0981	rpsA	1015146	fwd	0
tss-966	ECDH10B_0982	ihfB	1016979	fwd	0
tss-967	ECDH10B_0983	ycaI	1017471	fwd	0
tss-968	ECDH10B_0984	msbA	1019772	fwd	0
tss-969	ECDH10B_0985	lpxK	1021517	fwd	0
tss-970	ECDH10B_0986	ycaQ	1022540	fwd	0
tss-971	ECDH10B_0987	ycaR	1023824	fwd	0
tss-972	ECDH10B_0988	kdsB	1024003	fwd	0
tss-973	ECDH10B_0989	ycbJ	1024903	fwd	0
tss-974	ECDH10B_0990	ycbC	1026552	rev	0
tss-975	ECDH10B_0991	smtA	1026688	fwd	0
tss-976	ECDH10B_0992	mukF	1027470	fwd	0
tss-977	ECDH10B_0993	mukE	1028800	fwd	0
tss-978	ECDH10B_0994	mukB	1029477	fwd	0
tss-979	ECDH10B_0995	ycbB	1034198	fwd	0
tss-980	ECDH10B_0996	ycbK	1036226	fwd	0
tss-981	ECDH10B_0997	ycbL	1036801	fwd	0
tss-982	ECDH10B_0998	aspC	1038860	rev	0
tss-983	ECDH10B_0999	ompF	1040133	rev	0
tss-984	ECDH10B_1000	asnS	1042136	rev	0
tss-985	ECDH10B_1001	pncB	1043507	rev	0
tss-986	ECDH10B_1002	pepN	1043773	fwd	0
tss-987	ECDH10B_1003	ssuB	1047195	rev	0
tss-988	ECDH10B_1004	ssuC	1047983	rev	0
tss-989	ECDH10B_1005	ssuD	1049139	rev	0
tss-990	ECDH10B_1006	ssuA	1050095	rev	0
tss-991	ECDH10B_1007	ssuE	1050663	rev	0
tss-992	ECDH10B_1008	ycbQ	1051019	fwd	0
tss-993	ECDH10B_1009	ycbR	1051641	fwd	0
tss-994	ECDH10B_1010	ycbS	1052367	fwd	0
tss-995	ECDH10B_1011	ycbT	1054958	fwd	0
tss-996	ECDH10B_1012	ycbU	1056040	fwd	0
tss-997	ECDH10B_1013	ycbV	1056590	fwd	0
tss-998	ECDH10B_1014	ycbF	1057098	fwd	0
