gene_name	N6	N7
AZC_1538	15	0
AZC_1539	0	0
AZC_1540	61	3
AZC_1541	100	174
AZC_1542	29	4
AZC_1543	197	194
AZC_1544	7	4
AZC_1545	0	0
AZC_1546	3	35
AZC_1547	0	10
AZC_1548	6	7
AZC_1549	0	0
AZC_1550	0	0
AZC_1551	0	0
AZC_1552	0	0
AZC_1553	0	0
AZC_1554	9	0
AZC_1555	70	67
AZC_1556	7	7
AZC_1557	0	15
AZC_1558	4	10
AZC_1559	58	12
AZC_1560	12	14
AZC_1561	26	5
AZC_1562	0	0
AZC_1563	0	0
AZC_1564	6	4
AZC_1565	15	0
AZC_1566	4	0
AZC_1567	0	0
AZC_1568	14	14
AZC_1569	0	8
AZC_1570	7	9
AZC_1571	25	6
AZC_1572	20	56
AZC_1573	6	0
AZC_1574	43	28
AZC_1575	11	6
AZC_1577	15	53
AZC_1578	6	0
AZC_1579	5	6
AZC_1580	10	0
AZC_1581	0	0
AZC_1582	13	0
AZC_1583	0	0
AZC_1584	28	0
AZC_1585	135	29
AZC_1586	1	8
AZC_1587	23	9
AZC_1588	9	9
AZC_1590	2	9
AZC_1592	329	343
AZC_1593	261	68
AZC_1595	866	1596
AZC_1596	0	0
AZC_1597	0	0
AZC_1598	0	0
AZC_1599	0	0
AZC_1600	0	0
AZC_1603	38	66
AZC_1604	4	2
AZC_1605	0	0
AZC_1608	239	437
AZC_1610	2573	4460
AZC_1611	51	77
AZC_1612	0	0
AZC_1613	3	1
AZC_1614	0	0
AZC_1615	10	7
AZC_1616	0	0
AZC_1617	38	29
AZC_1618	94	5
AZC_1619	19	7
AZC_1620	2	16
AZC_1621	0	17
AZC_1622	0	0
AZC_1623	0	0
AZC_1624	0	0
AZC_1625	0	0
AZC_1626	0	0
AZC_1627	0	0
AZC_1628	11	15
AZC_1629	78	33
AZC_1630	0	1
AZC_1631	6	34
AZC_1632	0	0
AZC_1634	0	0
AZC_1635	0	0
AZC_1637	0	0
AZC_1638	11	41
AZC_1639	0	0
AZC_1640	0	0
AZC_1641	0	0
AZC_1642	0	0
AZC_1643	12	23
AZC_1644	1	0
AZC_1645	0	0
AZC_1646	0	0
AZC_1647	0	0
AZC_1648	0	0
AZC_1649	0	0
AZC_1650	0	0
AZC_1651	0	0
AZC_1652	22	9
AZC_1653	1	0
AZC_1655	0	0
AZC_1657	0	11
AZC_1658	9	3
AZC_1659	19	76
AZC_1660	0	0
AZC_1662	6	52
AZC_1664	21	0
AZC_1665	0	0
AZC_1666	17	28
AZC_1667	22	24
AZC_1668	19	6
AZC_1669	8	2
AZC_1670	32	31
AZC_1671	25	57
AZC_1672	37	42
AZC_1673	0	6
AZC_1674	42	33
AZC_1675	43	28
AZC_1676	0	21
AZC_1677	32	19
AZC_1678	26	2
AZC_1679	35	31
AZC_1680	37	9
AZC_1681	57	42
AZC_1682	15	24
AZC_1683	11	6
AZC_1684	104	118
AZC_1685	58	29
AZC_1686	18	8
AZC_1689	0	9
AZC_1690	13	3
AZC_1692	67	90
AZC_1697	0	0
AZC_1698	17	0
AZC_1699	0	12
AZC_16r01	0	0
AZC_16r02	5	0
AZC_16r03	0	2
AZC_1700	136	126
AZC_1701	631	645
AZC_1704	38	1
AZC_1705	0	13
AZC_1707	0	0
AZC_1708	0	0
AZC_1709	0	0
AZC_1711	4	0
AZC_1712	133	35
AZC_1713	14	0
AZC_1714	21	28
AZC_1715	5	25
AZC_1716	47	100
AZC_1717	15	11
AZC_1718	8	31
AZC_1719	60	58
AZC_1720	0	0
AZC_1721	0	10
AZC_1722	0	0
AZC_1723	0	5
AZC_1724	0	0
AZC_1725	0	0
AZC_1726	0	3
AZC_1727	0	0
AZC_1728	7	8
AZC_1729	3	2
AZC_1730	6	8
AZC_1731	322	386
AZC_1732	23	38
AZC_1735	0	6
AZC_1738	10	10
AZC_1739	14	12
AZC_1740	55	65
AZC_1742	2	13
AZC_1745	108	20
AZC_1747	156	157
AZC_1748	22	9
AZC_1749	0	0
AZC_1750	15	26
AZC_1751	16	0
AZC_1752	20	0
AZC_1753	20	20
AZC_1754	12	0
AZC_1755	0	47
AZC_1756	0	0
AZC_1757	22	80
AZC_1758	8	5
AZC_1759	0	4
AZC_1760	0	0
AZC_1761	0	0
AZC_1762	0	0
AZC_1763	0	0
AZC_1764	0	0
AZC_1765	0	0
AZC_1770	0	5
AZC_1771	0	0
AZC_1772	79	98
AZC_1773	8	58
AZC_1774	98	45
AZC_1775	168	220
AZC_1776	17	2
AZC_1777	23	50
AZC_1778	6	27
AZC_1779	5	0
AZC_1780	29	11
AZC_1781	29	7
AZC_1783	15	0
AZC_1785	11	0
AZC_1786	6	6
AZC_1787	11	0
AZC_1788	0	20
AZC_1789	32	26
AZC_1790	58	7
AZC_1791	8	12
AZC_1792	0	0
AZC_1793	0	18
AZC_1794	0	5
AZC_1795	0	0
AZC_1796	0	0
AZC_1797	0	0
AZC_1798	0	0
AZC_1799	0	0
AZC_1800	0	0
AZC_1801	4	0
AZC_1802	37	9
AZC_1803	11	0
AZC_1804	42	1
AZC_1806	0	6
AZC_1808	14	7
AZC_1809	0	12
AZC_1810	20	33
AZC_1811	15	0
AZC_1812	0	0
AZC_1813	1	5
AZC_1814	51	60
AZC_1815	0	11
AZC_1816	9	27
AZC_1817	6	21
AZC_1818	70	34
AZC_1819	24	52
AZC_1820	79	46
AZC_1821	51	49
AZC_1822	22	1
AZC_1823	284	317
AZC_1824	31	44
AZC_1825	10	0
AZC_1826	5	39
AZC_1827	20	0
AZC_1828	0	0
AZC_1829	14	16
AZC_1830	15	0
AZC_1834	0	0
AZC_1835	24	27
AZC_1836	39	170
AZC_1837	7	8
AZC_1838	3	6
AZC_1839	0	14
AZC_1840	5	0
AZC_1841	4	1
AZC_1842	2	0
AZC_1843	0	1
AZC_1846	27	20
AZC_1847	65	63
AZC_1848	20	28
AZC_1850	0	0
AZC_1852	10	0
AZC_1853	10	20
AZC_1854	0	0
AZC_1856	12	2
AZC_1857	8	7
AZC_1858	0	1
AZC_1859	13	19
AZC_1860	15	11
AZC_1861	30	10
AZC_1862	0	0
AZC_1864	6	18
AZC_1865	121	92
AZC_1866	0	0
AZC_1868	0	8
AZC_1869	0	0
AZC_1870	0	0
AZC_1871	0	13
AZC_1872	17	15
AZC_1874	4	0
AZC_1875	0	0
AZC_1877	0	0
AZC_1878	11	0
AZC_1879	68	49
AZC_1880	9	0
AZC_1881	0	0
AZC_1882	0	7
AZC_1883	0	0
AZC_1884	0	0
AZC_1885	0	0
AZC_1886	0	0
AZC_1887	0	0
AZC_1888	2	0
AZC_1889	6	9
AZC_1890	0	0
AZC_1891	0	0
AZC_1892	5	0
AZC_1893	3	0
AZC_1894	18	0
AZC_1898	17	13
AZC_1899	23	69
AZC_1900	0	25
AZC_1902	0	0
AZC_1903	0	0
AZC_1904	0	0
AZC_1906	0	5
AZC_1907	0	41
AZC_1908	0	117
AZC_1909	0	59
AZC_1910	0	48
AZC_1911	70	69
AZC_1912	0	0
AZC_1913	0	0
AZC_1914	10	0
AZC_1915	103	75
AZC_1916	0	15
AZC_1917	19	7
AZC_1918	32	45
AZC_1919	22	18
AZC_1920	0	0
AZC_1921	0	15
AZC_1923	0	0
AZC_1924	0	0
AZC_1925	0	6
AZC_1926	0	0
AZC_1927	0	0
AZC_1929	0	0
AZC_1930	0	0
AZC_1931	0	0
AZC_1932	3	9
AZC_1933	7	27
AZC_1934	0	6
AZC_1935	19	41
AZC_1936	155	207
AZC_1937	16	10
AZC_1938	0	11
AZC_1939	0	0
AZC_1940	0	0
AZC_1941	0	0
AZC_1942	0	0
AZC_1943	0	0
AZC_1944	0	0
AZC_1945	0	7
AZC_1946	0	0
AZC_1947	5	0
AZC_1948	0	0
AZC_1950	0	9
AZC_1951	0	0
AZC_1952	0	0
AZC_1953	0	0
AZC_1954	0	0
AZC_1955	0	0
AZC_1956	0	0
AZC_1957	2	0
AZC_1958	0	0
AZC_1959	1	0
AZC_1960	0	0
AZC_1961	0	0
AZC_1962	0	0
AZC_1963	0	9
AZC_1965	2	0
AZC_1966	5	2
AZC_1968	0	0
AZC_1969	0	0
AZC_1970	0	0
AZC_1971	0	4
AZC_1972	0	0
AZC_1973	0	0
AZC_1975	0	20
AZC_1976	0	18
AZC_1977	17	3
AZC_1978	10	0
AZC_1979	6	65
AZC_1980	0	0
AZC_1981	14	48
AZC_1982	13	0
AZC_1983	0	0
AZC_1984	0	14
AZC_1985	0	0
AZC_1986	11	6
AZC_1987	6	0
AZC_1988	0	3
AZC_1989	0	0
AZC_1990	0	0
AZC_1991	13	0
AZC_1992	6	0
AZC_1994	38	12
AZC_1995	0	0
AZC_1996	18	26
AZC_1998	221	156
AZC_1999	37	10
AZC_2000	31	46
AZC_2003	9	7
AZC_2004	12	19
AZC_2005	15	3
AZC_2007	38	26
AZC_2008	2	0
AZC_2009	12	15
AZC_2011	0	15
AZC_2012	0	0
AZC_2013	0	5
AZC_2014	0	0
AZC_2015	0	5
AZC_2016	9	17
AZC_2017	9	11
AZC_2018	25	3
AZC_2019	2	19
AZC_2020	0	6
AZC_2021	0	0
AZC_2023	0	7
AZC_2026	0	0
AZC_2027	0	0
AZC_2028	0	0
AZC_2029	7	0
AZC_2030	0	0
AZC_2031	0	0
AZC_2032	0	0
AZC_2033	0	0
AZC_2034	0	7
AZC_2035	0	0
AZC_2036	0	2
AZC_2037	0	0
AZC_2038	0	0
AZC_2039	0	10
AZC_2040	0	0
AZC_2042	5	2
AZC_2044	0	0
AZC_2045	6	8
AZC_2046	0	0
AZC_2047	0	0
AZC_2048	0	0
AZC_2049	0	0
AZC_2050	0	0
AZC_2052	0	0
AZC_2053	0	0
AZC_2054	0	0
AZC_2055	14	10
AZC_2056	4	7
AZC_2057	0	0
AZC_2058	0	0
AZC_2059	0	0
AZC_2060	0	0
AZC_2061	0	7
AZC_2062	0	0
AZC_2065	233	267
AZC_2066	110	66
AZC_2069	9	0
AZC_2070	0	0
AZC_2071	0	0
AZC_2072	0	5
AZC_2073	0	0
AZC_2074	0	1
AZC_2075	0	8
AZC_2076	13	0
AZC_2077	3	0
AZC_2078	0	0
AZC_2079	0	0
AZC_2080	8	18
AZC_2081	6	8
AZC_2082	4	11
AZC_2083	0	0
AZC_2084	4	9
AZC_2085	12	20
AZC_2087	27	20
AZC_2088	59	26
AZC_2089	6	8
AZC_2091	10	3
AZC_2092	0	0
AZC_2093	0	0
AZC_2094	0	7
AZC_2095	0	0
AZC_2096	6	10
AZC_2097	35	59
AZC_2098	11	4
AZC_2099	53	23
AZC_2100	3	6
AZC_2101	0	1
AZC_2103	0	0
AZC_2105	14	3
AZC_2106	2	15
AZC_2107	0	0
AZC_2109	0	9
AZC_2110	0	0
AZC_2111	0	0
AZC_2112	0	0
AZC_2113	0	0
AZC_2114	0	0
AZC_2115	5	1
AZC_2116	0	14
AZC_2117	0	14
AZC_2118	0	0
AZC_2119	15	7
AZC_2120	0	0
AZC_2121	0	0
AZC_2122	0	0
AZC_2123	0	0
AZC_2124	41	11
AZC_2126	0	0
AZC_2127	0	0
AZC_2128	0	0
AZC_2129	0	0
AZC_2130	0	0
AZC_2131	0	0
AZC_2133	0	0
AZC_2134	0	6
AZC_2135	0	0
AZC_2136	29	54
AZC_2137	0	0
AZC_2138	0	0
AZC_2139	0	0
AZC_2140	0	0
AZC_2141	0	0
AZC_2142	0	0
AZC_2143	1	5
AZC_2144	0	0
AZC_2145	34	23
AZC_2146	16	8
AZC_2147	0	11
AZC_2148	2	0
AZC_2149	7	1
AZC_2150	0	0
AZC_2151	4	0
AZC_2152	0	0
AZC_2153	0	0
AZC_2154	0	0
AZC_2155	0	0
AZC_2156	0	0
AZC_2157	0	0
AZC_2159	0	0
AZC_2160	0	7
AZC_2161	0	1
AZC_2162	8	9
AZC_2163	0	0
AZC_2164	0	0
AZC_2165	0	0
AZC_2166	0	0
AZC_2167	0	0
AZC_2168	0	0
AZC_2169	1	0
AZC_2170	1	0
AZC_2171	755	742
AZC_2173	13	9
AZC_2174	6	2
AZC_2175	10	24
AZC_2176	19	10
AZC_2179	12	0
AZC_2180	85	57
AZC_2184	9	9
AZC_2185	42	9
AZC_2187	60	28
AZC_2188	16	10
AZC_2189	137	100
AZC_2192	3	13
AZC_2193	26	26
AZC_2194	11	0
AZC_2195	0	0
AZC_2196	0	6
AZC_2197	73	9
AZC_2198	0	0
AZC_2200	6	21
AZC_2202	32	21
AZC_2204	46	20
AZC_2207	9	0
AZC_2208	39	3
AZC_2209	11	24
AZC_2210	19	5
AZC_2212	0	4
AZC_2213	17	7
AZC_2214	43	16
AZC_2215	11	36
AZC_2216	5	0
AZC_2217	2	7
AZC_2218	1577	1603
AZC_2219	0	8
AZC_2220	28	3
AZC_2221	3	11
AZC_2222	68	85
AZC_2223	20	13
AZC_2226	6	0
AZC_2227	16	10
AZC_2228	212	155
AZC_2230	14	0
AZC_2231	36	6
AZC_2233	0	0
AZC_2234	123	386
AZC_2235	0	0
AZC_2237	37	0
AZC_2238	14	0
AZC_2239	32	63
AZC_2240	58	0
AZC_2241	15	26
AZC_2243	67	22
AZC_2244	4	4
AZC_2245	4	9
AZC_2246	104	101
AZC_2247	21	0
AZC_2248	64	64
AZC_2249	127	55
AZC_2250	162	18
AZC_2251	22	13
AZC_2252	0	0
AZC_2253	2	0
AZC_2255	73	24
AZC_2256	4	0
AZC_2257	0	5
AZC_2259	0	0
AZC_2260	14	6
AZC_2261	3	0
AZC_2262	0	0
AZC_2263	1	0
AZC_2264	5	5
AZC_2265	0	16
AZC_2266	12	23
AZC_2267	10	0
AZC_2268	15	0
AZC_2269	12	9
AZC_2270	1	3
AZC_2271	0	6
AZC_2272	0	0
AZC_2274	36	75
AZC_2275	11	52
AZC_2276	0	32
AZC_2277	3	9
AZC_2278	0	0
AZC_2282	0	0
AZC_2283	0	0
AZC_2284	0	0
AZC_2285	0	2
AZC_2286	0	0
AZC_2287	3	10
AZC_2288	0	0
AZC_2289	0	9
AZC_2291	109	56
AZC_2294	73	54
AZC_2296	0	12
AZC_2297	0	0
AZC_2298	21	11
AZC_2299	3	10
AZC_2300	24	7
AZC_2301	68	33
AZC_2302	16	12
AZC_2303	0	0
AZC_2304	3	0
AZC_2305	91	10
AZC_2306	3	0
AZC_2307	5	0
AZC_2310	81	37
AZC_2313	5	4
AZC_2314	0	0
AZC_2315	21	7
AZC_2316	8	11
AZC_2317	32	9
AZC_2318	3	0
AZC_2319	0	0
AZC_2320	13	0
AZC_2321	24	9
AZC_2322	20	41
AZC_2323	4	0
AZC_2324	8	10
AZC_2325	19	2
AZC_2326	12	7
AZC_2327	0	0
AZC_2328	47	20
AZC_2329	3	0
AZC_2330	54	28
AZC_2331	8	0
AZC_2332	91	23
AZC_2333	0	6
AZC_2334	89	74
AZC_2335	0	0
AZC_2337	0	0
AZC_2338	0	23
AZC_2339	0	0
AZC_2340	0	5
AZC_2341	0	0
AZC_2342	0	2
AZC_2343	0	3
AZC_2344	0	0
AZC_2346	0	0
AZC_2347	0	0
AZC_2348	0	0
AZC_2349	0	0
AZC_2350	0	3
AZC_2351	10	0
AZC_2352	12	0
AZC_2354	0	0
AZC_2355	10	0
AZC_2356	6	2
AZC_2357	12	15
AZC_2358	0	0
AZC_2359	0	0
AZC_2360	47	50
AZC_2361	24	2
AZC_2362	3	31
AZC_2363	17	15
AZC_2364	0	10
AZC_2366	147	345
AZC_2368	0	6
AZC_2369	0	11
AZC_2372	0	0
AZC_2373	0	0
AZC_2374	20	31
AZC_2375	16	9
AZC_2376	13	40
AZC_2377	62	35
AZC_2378	13	8
AZC_2379	12	0
AZC_2380	6	30
AZC_2381	0	11
AZC_2382	0	0
AZC_2384	12	23
AZC_2386	34	2
AZC_2387	20	19
AZC_2388	18	12
AZC_2389	0	0
AZC_2390	14	7
AZC_2391	1	0
AZC_2394	2	15
AZC_2395	23	15
AZC_2396	12	1
AZC_2397	1142	330
AZC_2399	10	4
AZC_23r01	0	0
AZC_23r02	0	0
AZC_23r03	0	0
AZC_2400	0	0
AZC_2401	0	0
AZC_2402	57	30
AZC_2403	10	15
AZC_2404	0	0
AZC_2405	8	7
AZC_2406	65	73
AZC_2407	3	0
AZC_2408	0	13
AZC_2409	9	4
AZC_2410	10	6
AZC_2411	16	2
AZC_2412	15	14
AZC_2413	0	0
AZC_2414	8	4
AZC_2415	13	3
AZC_2416	43	49
AZC_2417	0	0
AZC_2418	1	0
AZC_2419	219	115
AZC_2420	21	49
AZC_2421	0	33
AZC_2422	0	0
AZC_2423	34	75
AZC_2424	408	435
AZC_2425	2	0
AZC_2427	9	0
AZC_2428	18	0
AZC_2429	11	3
AZC_2430	20	12
AZC_2431	6	8
AZC_2432	7	9
AZC_2433	0	0
AZC_2434	7	0
AZC_2436	1	4
AZC_2437	0	0
AZC_2438	0	16
AZC_2439	0	0
AZC_2440	2	0
AZC_2441	0	0
AZC_2442	0	0
AZC_2443	0	0
AZC_2445	0	0
AZC_2446	0	0
AZC_2447	0	0
AZC_2448	0	0
AZC_2449	0	0
AZC_2450	0	0
AZC_2451	14	1
AZC_2452	2	19
AZC_2453	0	0
AZC_2455	0	0
AZC_2456	0	0
AZC_2457	0	0
AZC_2458	0	0
AZC_2459	0	0
AZC_2460	0	0
AZC_2461	0	0
AZC_2462	0	0
AZC_2463	0	0
AZC_2464	0	0
AZC_2466	5	3
AZC_2467	0	0
AZC_2468	0	0
AZC_2469	14	6
AZC_2470	0	0
AZC_2471	4	12
AZC_2472	35	51
AZC_2474	0	0
AZC_2475	2	0
AZC_2476	9	0
AZC_2477	2	0
AZC_2478	0	1
AZC_2480	7	12
AZC_2481	0	0
AZC_2482	0	0
AZC_2484	0	0
AZC_2485	0	0
AZC_2486	0	0
AZC_2487	0	0
AZC_2488	0	0
AZC_2489	0	0
AZC_2490	6	8
AZC_2491	0	8
AZC_2493	0	0
AZC_2494	2	0
AZC_2495	0	0
AZC_2496	0	0
AZC_2497	0	0
AZC_2499	0	0
AZC_2501	0	0
AZC_2502	4	0
AZC_2503	8	2
AZC_2504	0	0
AZC_2505	0	0
AZC_2506	0	0
AZC_2507	35	43
AZC_2508	0	0
AZC_2509	27	7
AZC_2511	4	0
AZC_2512	0	0
AZC_2513	25	23
AZC_2515	30	52
AZC_2516	5	0
AZC_2517	9	0
AZC_2519	0	0
AZC_2520	0	0
AZC_2521	9	9
AZC_2526	0	0
AZC_2527	75	105
AZC_2528	0	0
AZC_2530	91	37
AZC_2531	39	38
AZC_2532	40	70
AZC_2536	8	1
AZC_2544	41	25
AZC_2546	0	0
AZC_2548	49	117
AZC_2549	3	7
AZC_2550	8	11
AZC_2556	138	8
AZC_2557	166	77
AZC_2558	18	0
AZC_2560	0	0
AZC_2561	6	0
AZC_2563	0	0
AZC_2564	18	29
AZC_2565	0	0
AZC_2567	26	36
AZC_2568	62	36
AZC_2571	0	8
AZC_2572	166	32
AZC_2573	5	0
AZC_2576	15	5
AZC_2578	9	12
AZC_2579	3	0
AZC_2580	0	3
AZC_2581	22	26
AZC_2582	19	0
AZC_2583	0	0
AZC_2584	0	0
AZC_2586	84	17
AZC_2587	96	62
AZC_2588	13	10
AZC_2589	38	5
AZC_2590	17	1
AZC_2591	28	170
AZC_2592	33	107
AZC_2593	4	8
AZC_2594	13	5
AZC_2595	15	10
AZC_2599	7	9
AZC_2600	76	121
AZC_2601	2	13
AZC_2602	2	29
AZC_2603	0	0
AZC_2604	4	6
AZC_2605	0	0
AZC_2608	18	18
AZC_2609	11	8
AZC_2610	0	0
AZC_2613	12	0
AZC_2614	14	2
AZC_2615	16	1
AZC_2616	0	0
AZC_2617	5	0
AZC_2618	0	7
AZC_2619	2	0
AZC_2620	0	0
AZC_2621	0	0
AZC_2623	0	0
AZC_2624	0	0
AZC_2625	0	0
AZC_2626	0	0
AZC_2627	0	0
AZC_2628	0	0
AZC_2629	0	0
AZC_2630	0	0
AZC_2631	0	0
AZC_2632	7	0
AZC_2633	0	0
AZC_2634	0	0
AZC_2635	97	62
AZC_2636	1	0
AZC_2637	0	0
AZC_2638	0	0
AZC_2640	5	7
AZC_2641	11	11
AZC_2642	0	0
AZC_2643	0	0
AZC_2644	7	0
AZC_2645	0	23
AZC_2646	0	8
AZC_2649	0	6
AZC_2650	0	0
AZC_2651	0	0
AZC_2652	0	0
AZC_2653	0	0
AZC_2654	0	0
AZC_2655	0	0
AZC_2656	0	0
AZC_2658	0	0
AZC_2659	0	0
AZC_2660	0	0
AZC_2661	0	0
AZC_2662	0	0
AZC_2663	0	0
AZC_2664	0	2
AZC_2665	3	0
AZC_2666	17	0
AZC_2667	5	3
AZC_2669	0	0
AZC_2672	0	0
AZC_2673	2	0
AZC_2674	7	13
AZC_2676	75	34
AZC_2677	17	10
AZC_2678	8	0
AZC_2679	0	0
AZC_2680	0	0
AZC_2681	0	0
AZC_2682	0	0
AZC_2683	0	6
AZC_2684	0	0
AZC_2685	0	0
AZC_2686	0	0
AZC_2687	0	5
AZC_2688	0	0
AZC_2689	6	2
AZC_2692	0	2
AZC_2693	0	0
AZC_2694	0	0
AZC_2695	10	0
AZC_2696	0	0
AZC_2697	0	0
AZC_2698	32	31
AZC_2699	5875	1217
AZC_2700	0	0
AZC_2702	0	3
AZC_2703	0	0
AZC_2704	0	0
AZC_2705	11	16
AZC_2707	402	575
AZC_2708	0	0
AZC_2709	0	8
AZC_2710	0	2
AZC_2711	14	21
AZC_2712	5	2
AZC_2713	0	0
AZC_2714	0	0
AZC_2715	0	0
AZC_2716	0	2
AZC_2717	0	0
AZC_2718	9	2
AZC_2719	6	31
AZC_2720	13	17
AZC_2722	0	0
AZC_2723	0	0
AZC_2724	0	7
AZC_2725	0	0
AZC_2727	0	0
AZC_2728	7	0
AZC_2730	3	4
AZC_2732	0	0
AZC_2733	0	0
AZC_2734	0	0
AZC_2735	0	1
AZC_2736	0	5
AZC_2737	4	3
AZC_2739	10	12
AZC_2741	0	1
AZC_2742	0	0
AZC_2743	4	5
AZC_2744	5	20
AZC_2745	0	11
AZC_2746	0	0
AZC_2747	6	0
AZC_2748	0	4
AZC_2749	9	13
AZC_2750	3	50
AZC_2751	39	25
AZC_2752	0	0
AZC_2753	0	0
AZC_2754	8	0
AZC_2755	870	1596
AZC_2756	0	23
AZC_2757	0	0
AZC_2758	0	2
AZC_2759	0	0
AZC_2760	0	0
AZC_2761	0	45
AZC_2762	49	7
AZC_2763	66	63
AZC_2764	63	66
AZC_2765	6	0
AZC_2766	17	11
AZC_2768	24	44
AZC_2769	0	0
AZC_2770	6	0
AZC_2771	0	7
AZC_2772	0	0
AZC_2774	8	31
AZC_2775	31	0
AZC_2776	24	7
AZC_2777	0	0
AZC_2779	0	0
AZC_2780	0	0
AZC_2781	0	5
AZC_2782	13	0
AZC_2784	181	266
AZC_2785	22	63
AZC_2786	0	0
AZC_2787	0	9
AZC_2788	0	0
AZC_2789	5	10
AZC_2791	0	0
AZC_2792	11	0
AZC_2793	3	5
AZC_2794	53	36
AZC_2795	0	0
AZC_2796	0	0
AZC_2797	0	0
AZC_2798	10	0
AZC_2799	55	67
AZC_2800	0	0
AZC_2801	0	0
AZC_2802	0	0
AZC_2803	0	7
AZC_2804	0	11
AZC_2805	240	378
AZC_2807	0	0
AZC_2808	7	48
AZC_2809	7	29
AZC_2810	0	9
AZC_2811	9	15
AZC_2812	24	31
AZC_2813	21	20
AZC_2814	12	7
AZC_2816	6	30
AZC_2818	25	10
AZC_2819	7	11
AZC_2820	28	5
AZC_2821	3	10
AZC_2822	0	0
AZC_2823	0	0
AZC_2824	221	146
AZC_2825	18	23
AZC_2826	19	8
AZC_2827	0	0
AZC_2828	4	4
AZC_2829	0	9
AZC_2830	11	25
AZC_2831	0	0
AZC_2832	6	4
AZC_2833	241	133
AZC_2834	13	21
AZC_2835	0	0
AZC_2836	0	0
AZC_2837	13	1
AZC_2838	0	0
AZC_2839	12	8
AZC_2841	17	18
AZC_2845	0	0
AZC_2846	0	0
AZC_2847	30	38
AZC_2848	5	0
AZC_2849	19	4
AZC_2850	4	0
AZC_2852	44	101
AZC_2853	0	0
AZC_2857	3	4
AZC_2858	0	0
AZC_2860	0	0
AZC_2861	0	0
AZC_2862	0	0
AZC_2863	0	18
AZC_2864	0	0
AZC_2866	0	0
AZC_2868	0	0
AZC_2869	0	0
AZC_2870	0	0
AZC_2871	0	5
AZC_2872	12	12
AZC_2873	0	6
AZC_2874	0	6
AZC_2875	0	0
AZC_2876	0	0
AZC_2877	0	0
AZC_2878	0	6
AZC_2879	0	0
AZC_2880	5	0
AZC_2881	8	0
AZC_2883	0	0
AZC_2885	329	186
AZC_2886	26	12
AZC_2887	85	106
AZC_2888	69	36
AZC_2889	14	8
AZC_2890	2	7
AZC_2891	0	0
AZC_2892	0	0
AZC_2897	2	1
AZC_2898	0	5
AZC_2899	13	3
AZC_2900	9	8
AZC_2901	9	3
AZC_2903	14	0
AZC_2904	12	3
AZC_2905	17	14
AZC_2907	0	0
AZC_2908	0	0
AZC_2909	0	0
AZC_2910	0	0
AZC_2911	0	0
AZC_2913	7	2
AZC_2914	6	0
AZC_2915	0	0
AZC_2916	14	40
AZC_2917	162	133
AZC_2918	87	107
AZC_2920	0	21
AZC_2921	0	133
AZC_2922	4	507
AZC_2923	31	477
AZC_2924	2	14
AZC_2925	0	0
AZC_2926	8	0
AZC_2927	34	44
AZC_2928	7	9
AZC_2929	36	136
AZC_2930	76	49
AZC_2931	41	39
AZC_2932	0	0
AZC_2933	0	3
AZC_2935	26	19
AZC_2936	75	112
AZC_2937	103	166
AZC_2938	875	750
AZC_2939	319	602
AZC_2940	29	16
AZC_2941	48	71
AZC_2942	68	25
AZC_2943	23	49
AZC_2944	0	2
AZC_2945	5	10
AZC_2946	5	0
AZC_2947	214	216
AZC_2948	3	0
AZC_2949	25	0
AZC_2950	4	0
AZC_2951	0	0
AZC_2952	5	13
AZC_2953	0	0
AZC_2954	0	12
AZC_2955	179	327
AZC_2956	4	0
AZC_2958	28	27
AZC_2959	149	177
AZC_2960	187	234
AZC_2961	11	19
AZC_2962	41	3
AZC_2964	82	100
AZC_2965	15	0
AZC_2967	6	0
AZC_2968	4	0
AZC_2969	54	29
AZC_2970	133	224
AZC_2972	32	63
AZC_2973	39	93
AZC_2974	39	127
AZC_2975	0	16
AZC_2976	27	13
AZC_2977	0	0
AZC_2978	8	0
AZC_2979	4	0
AZC_2980	0	0
AZC_2981	0	0
AZC_2982	0	0
AZC_2983	5	28
AZC_2984	5	4
AZC_2985	0	0
AZC_2986	0	2
AZC_2987	0	0
AZC_2988	0	0
AZC_2989	0	1
AZC_2990	0	0
AZC_2991	0	0
AZC_2992	0	0
AZC_2993	5	0
AZC_2994	12	3
AZC_2995	20	21
AZC_2996	2	3
AZC_2999	0	4
AZC_3000	4	14
AZC_3001	0	0
AZC_3002	0	0
AZC_3003	0	0
AZC_3005	0	0
AZC_3006	0	0
AZC_3007	0	0
AZC_3008	0	0
AZC_3009	0	0
AZC_3012	6	0
AZC_3013	4	0
AZC_3014	0	3
AZC_3015	0	0
AZC_3017	0	0
AZC_3019	0	0
AZC_3020	9	29
AZC_3021	32	24
AZC_3022	11	14
AZC_3023	12	22
AZC_3024	9	9
AZC_3025	9	0
AZC_3026	38	13
AZC_3027	5	0
AZC_3028	15	7
AZC_3029	0	3
AZC_3030	0	0
AZC_3034	0	197
AZC_3035	14	194
AZC_3036	21	15
AZC_3037	20	13
AZC_3041	12	26
AZC_3042	0	0
AZC_3043	0	13
AZC_3044	0	0
AZC_3045	0	0
AZC_3046	0	0
AZC_3047	0	0
AZC_3048	0	0
AZC_3049	0	0
AZC_3050	3	7
AZC_3051	0	0
AZC_3052	39	108
AZC_3053	190	254
AZC_3054	32	24
AZC_3055	0	0
