	Koxym5a1_1	Koxym5a1_2	Koxym5a1_synnifI4_1	Koxym5a1_synnifI4_2
KOXM_07518	47.6978293508653	85.2430370969849	70.985946416715	41.8287475448216
KOXM_07523	45.7553838116897	8.73677023963511	15.462587150396	22.3316481855595
KOXM_07528	12.079349156911	16.481352060889	11.8683128078419	14.8610810480616
KOXM_07533	25.8530251523597	20.9535957109907	20.0876157324128	16.6461342270209
KOXM_07538	41.9372404077851	92.9806077698012	27.5659022459131	59.9751621570068
KOXM_07543	52.4185115792671	38.8689200438878	27.0018312924825	22.5651154165904
KOXM_07548	82.801646272859	115.872518430716	313.794009111122	145.755530202857
KOXM_07553	62.9402547084058	69.2620441736448	74.5166817063858	52.2928827279614
KOXM_07558	8.6510768920687	9.68310104826086	8.15149623924	2.48980640147748
KOXM_07563	126.99960957049	46.4031633983657	138.754752107539	82.1264961222752
KOXM_07582	0	4.86095200164061	2.133478028048	5.86487730125806
KOXM_07587	0	3.89109859746712	2.85019330309537	0
KOXM_07592	0	2.31202062321133	1.64896679648748	12.6923108008142
KOXM_07597	3.44779731847158	0.915951718671423	1.81463919976361	0
KOXM_07612	0	5.15093030001163	7.16375115923005	5.6554173976417
KOXM_07617	33.3037233733523	22.6104377960927	24.7516786847756	39.3130056599954
KOXM_07622	0.417710666820201	15.0302988641912	8.09043634231685	8.45135408861063
KOXM_07627	0	1.99021608007618	3.87123029282903	0
KOXM_07632	0	0	0	0.871980656024051
KOXM_07637	0	0	0	0
KOXM_07642	0	0	0	0
KOXM_07647	0	0	0	0.985591413696894
KOXM_07652	2.25799345274608	2.95647756482229	1.44478345310463	2.57622050651791
KOXM_07657	0	8.9501980390273	4.59605639020979	0
KOXM_07662	0	0	0	0
KOXM_07667	0	2.32980539723603	3.18483138321588	0
KOXM_07672	0	4.97681434620842	2.53538321995141	0
KOXM_07687	6.17765567783942	0.149789664510724	8.43974153157712	3.75909049576184
KOXM_07692	15.2457804893051	8.75820640916804	4.20217774057561	1.4985964082079
KOXM_07697	4.18476105214898	16.0555306498007	3.58139472640256	22.0738935599052
KOXM_07702	30.7204934723695	67.7085161352427	48.0751167922043	53.5740737908334
KOXM_07707	35.3627737690956	25.0343588076988	29.8556833803058	25.7482418104012
KOXM_07712	43.7853603420198	35.0549423195236	31.202116160202	39.5879217834919
KOXM_07717	11.294050434531	17.8913325863695	17.3176301960225	18.0400656228571
KOXM_07722	5.45443040612325	6.62660222379875	11.2594508864406	9.17094713131087
KOXM_07727	0	0	0	1.80400656228571
KOXM_07732	0	0	0	0
KOXM_07737	0	0	0	0
KOXM_07742	0	0	0	0
KOXM_07747	0	0	0	0
KOXM_07752	0	0	0	0
KOXM_07757	14.003609619497	16.2227356384522	8.82571067656627	11.9533037373174
KOXM_07762	10.3989508662931	0.823668574780415	5.79060251493797	1.29191353139601
KOXM_07767	18.9584060414969	27.7534587160786	23.0931996711271	19.2419380780319
KOXM_07772	24.3075476499602	15.2084518986241	11.5392441420865	18.0175797860764
KOXM_07787	23.0981685285202	43.2678145200977	38.6148637984708	37.8823197111873
KOXM_07792	19.8849705809524	24.2123671369733	28.4670469440125	12.1986038053783
KOXM_07797	11.2287447007259	1.03018606000233	6.31879589429522	8.40233441935339
KOXM_07802	7.93485163928019	9.57706566452755	4.12676209476676	9.38843994865421
KOXM_07807	8.79044319534926	0	0	0
KOXM_07812	0	4.20659307834283	3.4002306072015	0
KOXM_07817	7.18177544203369	0	3.47750857554699	4.94849022293649
KOXM_07822	20.6459751364453	14.8414100622477	18.5566124308894	20.979443123012
KOXM_07827	21.9368990924844	12.7845283112038	10.6221303256763	10.749722886379
KOXM_07832	18.588124673499	9.22214636405929	14.1932702947664	17.5100423273137
KOXM_07837	67.0985963823865	16.9009903724107	55.3208250870373	21.7689680760665
KOXM_07842	80.1736907625649	36.4671200670574	63.4206713631261	38.8835103638568
KOXM_07847	0	2.73825398495901	1.27367128738125	0
KOXM_07852	15.0670261670652	25.3507459523039	10.5469708132164	28.9497577799985
KOXM_07857	13.3214893493409	36.3870301276655	9.0006104308275	24.7424511146824
KOXM_07862	0	0	0	0
KOXM_07867	0	3.19488081899456	17.7733573064442	20.5456302926983
KOXM_07872	21.5306463399602	32.8081776766507	15.4296178814186	33.2192084978594
KOXM_07877	0	11.3320466600256	0	0
KOXM_07882	9.78322351236787	78.375471038598	42.6344704618145	65.6326071673682
KOXM_07887	66.5613571749613	53.5483517346617	34.9312177134314	71.9035474566917
KOXM_07892	98.8229413021464	72.204306509277	71.5491563361983	147.327202586666
KOXM_07897	26.4364439800874	6.73054892534853	17.201166601137	23.7527530700951
KOXM_07902	0	2.32087893977536	0.827642338466896	0
KOXM_07907	0	0	0	0
KOXM_07912	0	0	0	0
KOXM_07917	0	0	0	0
KOXM_07922	2.19179701365521	0	0	1.25675942169816
KOXM_07927	0	0	0	0
KOXM_07932	0	1.42865425302209	2.80207683223875	0
KOXM_07957	4.93560483835947	10.2687711120146	3.54627905625751	3.22128699737193
KOXM_07962	29.88217510803	5.27155335134102	19.0266068601037	12.5278233492063
KOXM_07967	90.1698898778126	34.1154089884707	56.3743009328819	21.6559109032705
KOXM_07972	140.541666670847	62.4622901009719	73.9278625297641	53.8019827205914
KOXM_07977	69.9788223002314	51.2889423455704	28.7827007360152	21.1700116489262
KOXM_07982	0	1.66414671231145	9.49514946548835	6.9605137201744
KOXM_07987	49.3128255942996	31.3976638012393	60.2515090008659	32.1056685254436
KOXM_07992	67.9975842757056	37.9671990660686	76.00515474921	59.5510618281588
KOXM_07997	322.689844331942	96.9199045250189	102.966983328667	25.3362699414348
KOXM_08002	100.723828280044	32.5751936904184	67.3937332751616	28.8621301672749
KOXM_08007	272.503739055827	62.5808428403712	83.532758875266	25.7418998789209
KOXM_08012	155.705719667621	56.0514869919447	49.0942387136045	23.1357984448979
KOXM_08017	203.491049057252	59.8664614938896	69.6678828435279	28.3366176976574
KOXM_08022	165.958063383284	28.7256853305621	59.4736468246944	10.0610187958046
KOXM_08027	122.855886513907	36.8734174523489	57.6601605724886	33.0930283658878
KOXM_08032	150.875873262269	26.1607102390372	46.7768950857604	15.6039983672158
KOXM_08037	436.017739254914	47.0515225799828	194.235395470203	50.8289366109032
KOXM_08042	0.313063152395772	8.50174601096657	1.51589228308674	1.66685986456808
KOXM_08047	0	0.52473094532343	0.374245755959563	4.60898881471008
KOXM_08052	1.97980026108273	8.51275048990088	10.3320616779913	10.0726664892908
KOXM_08057	207.004115682147	94.6483442627137	141.759614285533	79.6257063145235
KOXM_08062	263.348512266166	75.2411702499267	101.925831635587	43.7607027282384
KOXM_08077	0	1.34015354708267	1.83198265406223	0
KOXM_08082	0	0	0.792506578815	0
KOXM_08087	0	0	0.90006104308275	4.31868237638094
KOXM_08092	0	0	0	0
KOXM_08097	5.74396985618852	4.22464712588937	3.01307988671478	3.56801011782545
KOXM_08102	14.5638914967621	36.9486319870937	12.062673773274	5.71372066978234
KOXM_08107	26.0788614822224	15.4451029443632	8.0602481470097	20.6802576480928
KOXM_08112	55.7643740204969	67.3054892534853	101.006850390397	62.6808761571955
KOXM_08117	4.88090801054677	6.51699759183091	1.57559920014486	2.94527208017227
KOXM_08122	0	15.1437350820342	0.7200488344662	0
KOXM_08127	3.85690194954445	2.76398623015033	14.0067136387517	13.0058302112913
KOXM_08132	22.4838394254299	58.1870060537242	10.9947576520288	34.1356930348673
KOXM_08137	56.5188735459895	21.0484878753981	28.9613737848029	33.8907669880816
KOXM_08142	5.71942297646122	30.4169037972482	21.6937789871227	11.1658240927798
KOXM_08147	25.2135948541521	19.4919362442024	5.07955242135809	8.81909148642147
KOXM_08152	51.3906976267324	94.2771742852129	9.53005810322911	139.722076882913
KOXM_08157	3.73630646703497	0	5.78933736254231	4.37655416701921
KOXM_08162	0.840141228180744	1.71115650644454	1.15262054481407	3.13124805067168
KOXM_08167	0	0	0	0
KOXM_08172	10.1954931319526	8.77897685915026	8.66948429457632	5.82564735275466
KOXM_08177	40.1385002909818	37.8090597001651	53.7167905393609	54.8868397635665
KOXM_08192	23.8361380148329	17.6538988205863	17.7061188803164	14.5660477236163
KOXM_08197	19.7333645822927	3.34932529460472	5.63071363445132	7.5048192954487
KOXM_08202	6.26726042631382	14.1186802169667	3.44850974361207	4.85369155966184
KOXM_08207	11.7147023665781	16.0689150388144	10.53447651711	11.7108964761455
KOXM_08212	6.37307131662821	5.3756981676485	8.97723222191626	6.16954625197277
KOXM_08217	0	0	0	11.8172900846245
KOXM_08222	25.7470645815357	20.2087005317686	28.2789449346945	27.6847966526447
KOXM_08227	44.175961567144	17.9528240163585	38.4126470269625	11.5947888068805
KOXM_08232	14.7423057755337	3.48131840966303	1.86219526155052	17.7463097650136
KOXM_08237	17.2604014825347	13.9718984387815	13.5009156462412	8.48312609646255
KOXM_08242	2.76517557126431	23.9880101161699	4.61188303067194	10.4695330336508
KOXM_08247	1.12899672637304	1.20449085974242	2.57718129472718	0
KOXM_08252	84.2036183947776	71.4988123221173	104.71372640029	24.227308599361
KOXM_08257	152.349727716129	204.192976955794	133.844371583129	106.65451868729
KOXM_08262	122.529063722503	152.418586354815	188.565704490338	73.5326408937431
KOXM_08267	41.7099382917538	64.7917933895975	104.49489183107	69.0374733541383
KOXM_08272	24.2272186755717	6.80617307057717	25.4848744782981	22.2404054963438
KOXM_08277	55.9000537626392	103.16899812578	94.0793732623721	85.5330280869606
KOXM_08282	22.6476001769068	34.5230742291584	63.9353706465677	30.0322165254077
KOXM_08297	58.1074149457278	58.9630021401331	78.3582555154394	57.219517199669
KOXM_08302	39.8776377078524	26.8989066047666	52.5087515099486	31.6429409411302
KOXM_08307	115.828042183164	112.633675893588	194.094796365464	152.157658555598
KOXM_08312	159.578682967746	78.9110306316802	139.242645163078	66.3449756371564
KOXM_08317	3.25038245656812	25.1016373855212	24.7885664324429	11.6816818377517
KOXM_08322	0	0	0	6.29431392373512
KOXM_08327	0	0	1.67887033942896	0
KOXM_08332	0	0	0	0
KOXM_08337	0	9.45428277139259	6.98375123729759	11.3864925531114
KOXM_08342	17.5127786180073	60.7000951635255	26.0348235602448	35.9890198031745
KOXM_08347	0	6.90312710292157	22.4630619299285	10.827465786938
KOXM_08352	0	0	8.43676708597287	2.38813449273965
KOXM_08357	0	0	6.33845804987852	0
KOXM_08362	0	0	8.47116275842588	34.1542854602675
KOXM_08367	0	0	0	0
KOXM_08382	7.70492214445553	1.56929897223152	6.99529308095401	6.97403803439754
KOXM_08387	1.51739793253053	3.09055818000698	3.85740447035464	0
KOXM_08392	0	0	0	0
KOXM_08397	0	0	0	0
KOXM_08402	0	0	1.04939852556733	0
KOXM_08407	2.62200247283613	0	2.1764700286132	3.58983673603453
KOXM_08412	0	2.47244654400558	0	0
KOXM_08417	0	0	1.14614514849489	0
KOXM_08422	0.859566458890125	0	0	0
KOXM_08427	0	0	0	4.26331465360682
KOXM_08432	0.501252800184242	0.794053524900669	0.323617453692674	0
KOXM_08437	0	0	0	0
KOXM_08442	0	0	0	0
KOXM_08447	3.06321155668148	0	2.42713090269506	0
KOXM_08452	0	0	0	0
KOXM_08467	28.2424219845411	15.4567838692597	17.3034991228312	9.20649343802138
KOXM_08472	0	1.56524393612757	0	2.30162335950534
KOXM_08477	0	0	0	0
KOXM_08482	3.34168533456161	1.13436217842953	8.79834952226957	0
KOXM_08487	6.74626918652086	2.82605094838476	5.42121709347139	6.26681387306243
KOXM_08492	35.7463936028826	28.5401161161414	4.15412789115115	0
KOXM_08497	11.6285898431368	13.078317817028	12.3989451748524	12.8832731238536
KOXM_08502	0	0	0	0
KOXM_08507	15.9897846653754	16.2835861097142	19.7432744934281	24.6892415423928
KOXM_08512	15.4316506723388	0	0	7.46941920443244
KOXM_08527	0.803190572311683	3.50549423195236	0.888949178353333	2.19932898797177
KOXM_08532	3.90188039793564	0	1.57445080422638	4.15500053704288
KOXM_08537	13.8900272285487	0	0	0
KOXM_08542	26.0716553862063	3.93343768364525	26.6511581588139	17.4803810472562
KOXM_08547	67.8160152923259	37.7206588123929	36.7937041787673	0
KOXM_08552	1.86269307792891	0	1.35291012738952	4.46293899020577
KOXM_08557	0	3.30237213626914	2.69177134379888	0
KOXM_08562	0	0	1.72466786698491	0
KOXM_08567	0	0	0	0
KOXM_08572	0.676700784473227	0.0574278918545097	2.25271250828447	0
KOXM_08577	6.73270657465317	0	5.38619206884165	1.24686367822022
KOXM_08582	13.6312914272326	0	25.4017227714465	7.47771855910403
KOXM_08587	74.7610289066002	27.1810629677537	72.00488344662	32.1923759558066
KOXM_08592	0	0	0	0
KOXM_08597	0	6.49731208140081	10.5155646617589	0
KOXM_08602	0	0	5.64744183895059	6.98610384414563
KOXM_08607	37.6590577800758	14.0948183663955	22.9106447330154	6.16954625197277
KOXM_08612	5.1277585306204	0	2.23463431386062	0
KOXM_08617	5.25724738240375	0	0	7.19780396063489
KOXM_08624	32.6107450412262	29.2247519126976	47.3716338464605	27.7809977428013
KOXM_08629	13.7247790526638	24.4698127061227	19.5326248835935	17.411060302852
KOXM_08634	8.10381457155268	13.8920730543638	15.4996888073106	11.0026376618969
KOXM_08639	31.5998119449482	23.5569212387199	16.801139470878	25.0723504628782
KOXM_08644	64.8830766905152	54.0507525726692	53.8338397466475	25.0225543348487
KOXM_08649	7.32380072788824	4.10750844480585	6.39872090585595	2.88220415554331
KOXM_08654	121.491010937902	91.2253322479838	201.072460474303	97.2879646443984
KOXM_08659	245.298309010104	127.079523650549	131.353886724129	98.3647488856196
KOXM_08664	149.28137334686	69.4576996656607	91.8201808292169	65.0592202953511
KOXM_08669	81.0109314128611	77.9035924120565	86.2983901606505	66.4131702755894
KOXM_08674	47.2773591135492	31.1075790667369	49.9193519692954	18.4078291766377
KOXM_08689	0	0	3.0002034769425	0
KOXM_08694	16.2646090893116	10.5164826958571	11.0007460821225	7.69765145790121
KOXM_08699	0	9.36490404771345	9.12279066292018	10.3895903323191
KOXM_08704	12.3247348378634	26.6112736042992	8.41361409838222	24.5272993658591
KOXM_08709	0.89222998432795	22.8165608569315	13.3929083210713	23.1193463215593
KOXM_08714	117.05494726825	64.4631966329834	28.3397598700379	34.5056885815571
KOXM_08719	9.1094120916485	6.68597575365748	8.94100373923261	14.6816133766593
KOXM_08724	0	0	4.64547635139484	0
KOXM_08729	54.6412937381276	38.9019088626033	26.4136286379401	30.3621299005326
KOXM_08734	42.0754449973775	24.3917180046546	13.9544347764767	30.0745452308698
KOXM_08739	23.1474760085081	19.0487233736279	43.47464660928	55.2737021128
KOXM_08744	311.867425077594	248.890090468618	296.520110304484	256.221827098712
KOXM_08749	25.4951873937062	17.3780566515147	17.7061188803164	15.9000669458287
KOXM_08754	29.480874117736	25.9018209372013	37.0520755927942	34.6250044753574
KOXM_08759	57.8805605217875	71.4473655152382	80.8670229477424	123.757933944701
KOXM_08764	28.9848723722357	61.6016342320035	82.7852756010574	173.113285087134
KOXM_08769	80.2004480294787	118.881156299414	197.325742389108	182.371325070019
KOXM_08774	5.53432838175373	41.3307980124558	65.3636563326113	75.3323560151885
KOXM_08779	144.14349440063	112.106995903811	139.81316325678	272.015168082889
KOXM_08784	237.186787111065	285.8910735113	140.532895574166	153.418612768424
KOXM_08789	13.9255515948621	42.7130989493272	30.9452425514738	12.4457011627031
KOXM_08794	73.9099242970078	864.454877599452	642.257844314048	891.670809694842
KOXM_08799	54.8868230702459	84.9262396589042	57.3257763062146	121.991964980889
KOXM_08804	61.3651626775773	105.80775603168	48.815537795143	85.745018360751
KOXM_08809	54.6329229534143	5.26738611549016	28.801953378648	27.883666647503
KOXM_08814	0	4.1456279612654	6.08736937350652	23.7145038703043
KOXM_08819	0.431028977936208	0	3.02629220282896	1.60646639121416
KOXM_08824	0	0	6.10642121102078	3.07750628705591
KOXM_08829	0	0	0.645205048804838	1.41892192772372
KOXM_08834	0	0	0	0
KOXM_08839	0	0	0	0
KOXM_08844	0	0	0	0
KOXM_08849	0	0	0	4.57246513000818
KOXM_08854	0	0	0	0
KOXM_08859	0	2.26025896746779	0	0
KOXM_08864	0	1.50683931164519	0.859759802347701	0
KOXM_08869	0	0	0	0
KOXM_08874	21.2435710554274	0	8.91489033148628	0
KOXM_08879	1.96094502050099	0	0.0791262455457362	0
KOXM_08884	4.33589085256563	0	0	0
KOXM_08889	0	8.9559723603428	1.39364290541845	2.80946541689297
KOXM_08894	0	0	0.469597065956217	0
KOXM_08899	17.3614971569736	3.5873484119878	14.0720203690095	0
KOXM_08904	0	0	0	0
KOXM_08909	5.35590032965224	0	0.559359970277415	0
KOXM_08914	10.973712156644	8.05841324646398	9.54281587846771	0
KOXM_08919	0	3.19938065113399	1.52122993197084	0
KOXM_08924	0	0	7.68344792875518	5.31057487339526
KOXM_08929	2.17263794885053	1.63893236818552	0.467564178224805	0
KOXM_08934	2.02444922186622	0	0.267344864282005	0
KOXM_08939	23.5161391218219	7.27838430299318	20.5967457300797	8.83823370050052
KOXM_08944	8.78711348201769	4.81846116246543	12.6008546031585	0
KOXM_08949	0	0	22.3348481061275	0
KOXM_08954	0	0	0.194607793098973	5.13573039353409
KOXM_08959	0	0	0	0
KOXM_08964	0	0	0	0
KOXM_08969	0	0	0	0
KOXM_08974	0	0	0	0
KOXM_08979	0	0	0	0
KOXM_08984	0	0	0	0
KOXM_08989	5.56773781171888	2.00813959746163	12.131868037808	10.3756175657202
KOXM_08994	5.28867145522146	23.8666954570413	7.53189157391422	16.2327043296327
KOXM_08999	7.29719483203673	7.49822426696653	15.7570368285044	9.03066650764007
KOXM_09004	14.1406592608213	9.60032285364131	29.155351579613	7.77186194522541
KOXM_09009	15.0286965445311	8.23418219590512	115.284414454429	37.9033293671731
KOXM_09014	5.84532222437074	13.1753670000926	87.17572366965	35.8532121812757
KOXM_09019	23.8006675713585	30.0470934167345	200.680277013265	102.635352772016
KOXM_09024	65.1335905001311	58.7789178386233	373.416161054708	218.107040769427
KOXM_09029	22.7704527250362	68.1468078691539	47.0281895010737	55.9179395191823
KOXM_09034	14.8210960851819	8.72064478699644	3.82750211011933	14.2043041615187
KOXM_09039	12.0321470915595	32.8847359319415	28.5330554736606	17.0835845040795
KOXM_09044	50.5903599361209	44.7546809984516	70.1490874815009	38.3635530685386
KOXM_09049	1454.09829832235	143.406582216233	388.662723149369	78.2761180719045
KOXM_09054	90.6171077833074	124.225951844812	103.78828903048	117.526642794742
KOXM_09059	23.8139675532371	15.8084067285766	19.2183852615534	27.6129276496954
KOXM_09064	31.3932772263538	0	22.401519294504	0
KOXM_09069	0	0	0.7200488344662	0
KOXM_09074	13.3667413382464	9.07489742743622	8.49495815943269	0
KOXM_09079	515.510657611704	386.165244591872	506.434346907894	138.557726242222
KOXM_09084	0	34.3538434731331	15.0010173847125	31.8902703255907
KOXM_09089	2.87551099921531	0	1.98908517808342	5.24922719781108
KOXM_09094	0	0	1.55566106211833	0
KOXM_09099	2.88582757488112	2.7659790104172	2.71251273257815	1.898051044414
KOXM_09104	0	0	0	0
KOXM_09109	0	5.0479116940114	0	0
KOXM_09114	0	2.64134914221527	0	0
KOXM_09119	2.66223780490011	1.42012860956842	2.11779068960647	0
KOXM_09124	2.08270304464974	3.95914642667561	2.31948504099756	6.43165115810233
KOXM_09129	5.74396985618852	0	0	0
KOXM_09134	0	0	0.297540840688512	0
KOXM_09139	0	0	0	0
KOXM_09144	0	0	0	0
KOXM_09149	0	0	0	0
KOXM_09154	0	0	0	0
KOXM_09159	3.49307040844276	0	0	4.25105200359645
KOXM_09164	0	0	0	0
KOXM_09169	0	0	0	8.30515841611719
KOXM_09174	0	0	0	0
KOXM_09179	0	0	0	0
KOXM_09184	0	0	0	0
KOXM_09189	0	0	0	0
KOXM_09194	0	0	0	0
KOXM_09199	0	0	0	0
KOXM_09204	0	0	0	0
KOXM_09209	0	0	0	0
KOXM_09214	0	0	0	0
KOXM_09219	0	0	0.736892082056052	3.00960808880348
KOXM_09224	20.4405494691398	32.438470336087	41.0749506946354	6.25788454309494
KOXM_09229	0	0	8.71026815886532	15.3243568194162
KOXM_09234	0	0	0	0
KOXM_09239	0	0	0	1.40965893591069
KOXM_09244	0	0	0	0
KOXM_09249	0	0	0	0
KOXM_09254	0	0	0	3.47262471785017
KOXM_09259	0	0	0	0
KOXM_09264	0	0	0	0
KOXM_09269	0	0	0	0
KOXM_09274	36.5798389296664	22.4051695509597	21.3704333223926	7.19780396063489
KOXM_09279	7.24460243685088	28.4753992995515	12.1854418140434	1.62411986804069
KOXM_09284	17.5149073135972	12.0660244879949	8.97982380165699	0
KOXM_09289	0	0	0	0
KOXM_09294	0	0	0	0
KOXM_09299	0	0	0	0
KOXM_09304	0	0	0	0
KOXM_09309	0	0	0	0
KOXM_09314	0	0	0	0
KOXM_09319	0	0	0	0
KOXM_09324	0	0	0	0
KOXM_09329	0	0	0	0
KOXM_09334	0	0	0	0
KOXM_09339	0	0	0	0
KOXM_09344	0	0	0	0
KOXM_09349	0	0	0	0
KOXM_09354	0	0	0	0
KOXM_09359	0	0	0	0
KOXM_09364	31.7547129838941	54.4227979510604	68.067116383133	105.567791422645
KOXM_09369	0	13.9133784732433	3.44442494847157	14.4283997388581
KOXM_09374	33.7370368523417	51.5168667744188	83.2655590517081	77.199354079996
KOXM_09379	11.1528748040994	16.8910891299612	38.0795056688856	15.5306462381391
KOXM_09384	38.9809216453959	46.5584088282605	53.8288934503858	15.3739502071813
KOXM_09389	2.23057496081988	3.65973597815826	2.5201709206317	2.96909413376189
KOXM_09394	37.618823743986	13.2207211033632	48.8604566244921	31.5760804701662
KOXM_09399	0	5.7572923597686	4.39948371364277	0
KOXM_09404	87.5933546258033	117.208360566429	86.5538153759028	72.6682399861358
KOXM_09409	60.4114051888716	117.634370726516	36.00244172331	110.280639254013
KOXM_09414	60.644222381676	66.2601635185865	37.4454253595148	52.360778310831
KOXM_09429	9.26050976513667	3.28023142571138	2.4694815622487	4.43041723930776
KOXM_09434	2.49119196655141	8.06625064506976	3.15485314070242	0
KOXM_09439	2.23856985315256	0	0.232273817569742	2.21351820724901
KOXM_09444	0	3.6830256994933	0	0
KOXM_09449	0	6.66705318076977	1.35858270654	0
KOXM_09454	5.05948955610031	14.7853034824594	8.52128798184852	0
KOXM_09459	21.3964025018693	3.63159114677079	14.7635912102782	6.83532462448781
KOXM_09464	9.25789867006952	13.1599254279675	8.68541395659618	20.333096013311
KOXM_09469	8.78179118433022	5.36589038339794	11.0558679307802	13.4037845408673
KOXM_09474	9.62838112584119	2.72369336007809	16.0586430708289	14.8098700197236
KOXM_09479	5.19287292466003	2.24351630844951	5.600379823626	12.0648904483023
KOXM_09484	8.01840672190151	12.8672258866957	13.5303294058191	13.7134631014711
KOXM_09489	9.69815200356467	8.77897685915026	18.1577532169737	22.0315390795085
KOXM_09504	0	6.0094186833469	0	16.0236826266515
KOXM_09509	2.41261795172258	33.354932727391	8.4961514391292	34.5664449790962
KOXM_09514	0.226684447237792	21.6998642943783	6.14675834300414	28.7253822697289
KOXM_09519	16.9595578592045	26.9933646477347	7.39627201566489	11.003289438312
KOXM_09524	5.68142016598639	30.857666169372	1.31570385035352	26.5673096354331
KOXM_09529	6.73482778025325	8.87042453476641	11.9355920930539	5.16364197175981
KOXM_09534	0	0	0	0
KOXM_09539	11.6175779209368	6.70425771860889	1.4063453798168	0
KOXM_09544	6.79794273773676	9.08624104922052	13.0637431396011	10.6321847075664
KOXM_09549	17.7203743816157	20.5885341819629	37.7716034787552	18.2863127648562
KOXM_09554	54.7650124789109	70.8335995772567	83.4250128104656	65.9798696391532
KOXM_09559	4.68889631403577	15.6894552651706	0	10.6994383198627
KOXM_09564	39.8964627138514	62.7910966816052	78.1516417896241	94.6247886532246
KOXM_09569	36.9332673251221	29.8585626345119	9.41240306491764	24.3219911610996
KOXM_09574	26.3613404460531	15.8320866766721	51.2216557245274	14.7554981193015
KOXM_09589	12.7461426332564	26.6016933716156	31.7735834891434	27.1460035086802
KOXM_09594	32.0339563534222	76.9205591468404	65.8820192079618	73.0715835187356
KOXM_09599	60.2255239421366	28.773096655865	13.6809278548578	19.793960891746
KOXM_09604	24.4704426081505	39.4035301009329	20.8115380425885	33.0734536419046
KOXM_09609	116.397986520954	94.5565163472821	69.8342580620545	90.2044953736115
KOXM_09614	14.3577238857371	4.35164801207879	13.7802449354738	21.2955717180163
KOXM_09619	60.2980629652527	100.342634893153	129.008749508527	106.211497467905
KOXM_09634	125.773852930965	88.2205127831899	66.7895764680096	70.2963097090043
KOXM_09639	122.407294287571	78.3518100088283	76.8601745696109	50.5677779524502
KOXM_09644	149.933964308554	116.811179696132	185.665484589632	197.612436010158
KOXM_09649	27.1861559101394	139.873852666659	87.7063888677992	128.006760304331
KOXM_09654	11.472146814503	21.0145959896253	25.4165709400369	36.1880857060159
KOXM_09659	44.949465119552	55.2975781025794	61.204150929627	59.7417728732696
KOXM_09664	32.8309734492969	12.4558859982099	36.9375700797596	14.3956079212698
KOXM_09669	9.51711983283147	77.1320906844942	64.228356034385	29.7701171811859
KOXM_09674	19.2290944898265	15.4918669230005	14.7734157416341	3.54926195300272
KOXM_09679	17.1076545667601	28.5899423377637	4.14187382657548	4.20402709205224
KOXM_09684	0	1.73521964481642	0	0
KOXM_09699	0	4.94893303334451	0	0
KOXM_09704	0	0	0	0
KOXM_09709	0	2.19474421478756	0	0
KOXM_09714	3.09802077891649	7.36153788709996	0	0
KOXM_09719	16.9410756517965	49.8401407763151	6.26624776829762	47.3551722599998
KOXM_09724	11.5962612642012	1.62088907605871	3.96357156586899	13.0749099468414
KOXM_09729	30.2057025944358	22.0846136612999	34.8773654194565	71.7531082325791
KOXM_09734	23.2351558418737	80.7665871041824	14.400976689324	98.9698044587298
KOXM_09739	11.0209340444127	4.21537510982163	4.43453875088787	3.47117477016004
KOXM_09744	27.3529123897046	19.7202017203407	32.4760066570177	24.5282795560588
KOXM_09749	11.9867346025367	16.9836281293841	18.2535744251361	17.2040968498353
KOXM_09754	33.1450897792512	31.9295619199516	93.9099835312845	46.2654025662496
KOXM_09759	141.856740929334	224.720630237788	200.224105724373	170.853136118228
KOXM_09774	26.807363474706	79.8394196501803	37.3494718558148	113.377653543198
KOXM_09779	0.487025100615693	1.212380537863	0	0
KOXM_09784	105.051068230532	98.0901022359033	55.9128829793829	92.0719089964547
KOXM_09789	9.29406233674948	22.7156026230513	7.65051886620337	0
KOXM_09794	41.8232805153727	37.8593377050855	32.2521873771319	37.9384250425131
KOXM_09799	16.4012864766167	8.90807946002012	2.64723836200809	6.98610384414563
KOXM_09804	86.6168283754797	134.784446262779	65.3240179721913	92.2357765264863
KOXM_09809	49.5683324626639	0	4.61569765683461	60.904495051526
KOXM_09814	2541.79327678189	894.201500082019	1114.53273163447	456.95772572945
KOXM_09829	11.7990111277626	36.6196112814933	64.477924597666	32.9068367469832
KOXM_09834	65.3062780195597	54.9381056031574	59.1040084957672	58.4581645002897
KOXM_09839	24.9440640779857	30.6131418862627	16.2591672298819	13.2811092434941
KOXM_09844	28.4663852142727	38.075676777686	34.1508875775398	28.9557370759255
KOXM_09849	74.680042741106	111.854607140429	87.5477878029388	51.6212548366238
KOXM_09854	65.73548725595	90.7621208559003	78.8000462884367	79.7001869018645
KOXM_09859	16.9257720604218	7.59238750725292	13.4643277989615	19.3111813578009
KOXM_09864	43.5754398083664	27.9290196185057	18.5914248243322	24.6613283241425
KOXM_09869	87.2324590976801	55.2487972809122	69.7370131018445	22.4435462079639
KOXM_09874	17.9471548571714	38.8747222412372	80.6951280005224	74.6255077298008
KOXM_09879	15.7637806418366	14.0913435981237	15.7749214618037	17.0661712282191
KOXM_09884	34.7212140127622	34.0495930303599	35.1533275317225	43.6961023459298
KOXM_09889	6.15937859003516	25.6875979695255	20.2380589568902	14.991875704991
