	N18	N19	N20	N21	N3	N4
None_locusTag_PFL_3107	1.72147484750997	3.98249074157049	1.41919898822705	15.374752833778	11.0567330641346	3.20610095143256
None_locusTag_PFL_3108	19.0104148311893	17.7888986304541	49.2920779900879	23.4138849594398	21.8118539302254	25.6973848986034
None_locusTag_PFL_3109	219.681418748485	238.035471501605	211.340058349143	250.109013901993	272.243625837955	117.643519304589
None_locusTag_PFL_3110	0	0	1.47207110739629	4.78426132298151	4.33408306441255	3.46410825839017
None_locusTag_PFL_3111	0	1.52095330198386	0	0	2.02015143596381	0
None_locusTag_PFL_3112	0	0	0	0	1.70029412526954	0
None_locusTag_PFL_3113	6.0280107426283	6.06994433284136	0	10.3828649988109	3.85882354671101	10.0238026200226
None_locusTag_PFL_3115	1.78233187881644	3.74477440774165	0.551013772309804	4.77548286183843	4.11814356946017	2.59331407233612
None_locusTag_PFL_3117	4.50993620050517	3.76203143266212	6.00605011817687	4.6475681423249	17.488739574201	8.0763209681325
None_locusTag_PFL_3118	27.7068873443529	12.3717812215063	0	0	6.39036718222108	0
None_locusTag_PFL_3119	77.6970873921228	74.0223542255668	31.8974164307321	85.9679703010357	54.9732401123415	69.5693451270481
None_locusTag_PFL_3120	8.6466725522506	14.5636216825026	11.8300987176211	3.4504672571806	21.4340107912766	27.4105438918436
None_locusTag_PFL_3121	13.9072922482538	4.35036674481853	9.26042969762953	11.4653663422993	2.99611299606967	25.5275783904629
None_locusTag_PFL_3122	6.19496730838623	5.37433061808874	0.612862256956823	9.95907459069621	16.3783434107596	20.1908024203313
None_locusTag_PFL_3123	5.34029126306257	2.28595659970788	9.03688096484945	5.27154719847037	6.92712421406108	11.7779680785266
None_locusTag_PFL_3124	19.5043359872178	14.0012255808353	21.7413578938529	20.2411055972295	10.4633484631972	4.79645758854023
None_locusTag_PFL_3125	18.7764988522222	13.5743402209458	20.1233637980153	20.1234909255305	11.2184354656959	10.1994775113014
None_locusTag_PFL_3126	0.254374355958876	2.29872730696882	3.35533526155132	7.26993899358084	1.23485048203933	1.57916890438345
None_locusTag_PFL_3127	9.18766961641376	5.66537374503272	6.68329019084963	5.30953630502993	7.87079773121804	6.71029635334451
None_locusTag_PFL_3142	7.53344199691347	17.0595768433675	23.5638827629202	27.3087033180405	13.1555603852972	4.64241077547762
None_locusTag_PFL_3146	1.33430065103703	13.0224164976766	0	8.93763104293249	0	0
None_locusTag_PFL_3147	0	0	0.667338902019652	0	0.604549022318058	0
None_locusTag_PFL_3148	2.68405109908608	0.970208106318126	3.47718691052345	1.0273571683034	0	2.97548667246987
None_locusTag_PFL_3150	34.0572105197623	30.1077210693234	19.2266848295296	11.9023086571735	28.6147060106337	22.4068661006115
None_locusTag_PFL_3151	1.9375748815591	9.10491649926205	9.98346096771421	15.5742974982164	6.87352944257899	7.14195936676611
None_locusTag_PFL_3152	0	5.38654500585713	1.36501139049474	0	0	0
None_locusTag_PFL_3153	6.35048950022856	1.10185021040313	1.25649584062278	0	3.13024859882258	0
None_locusTag_PFL_3155	17.0748786437395	13.7843182962385	9.38445330965135	9.65822754576893	12.9647427051802	3.97506422650272
None_locusTag_PFL_3156	0	0	13.1711625398616	0	0	8.26524075686075
None_locusTag_PFL_3158	0	0	0	4.22506194756809	0	0
None_locusTag_PFL_3160	24.0174117186666	10.1285461648596	13.2001101498393	0	0	0
None_locusTag_PFL_3161	2.03385861380854	0	0.503019272879135	0	1.36707065348305	0
None_locusTag_PFL_3162	0	1.09725916785978	6.50655429469161	0	2.94717648380053	5.18230595455169
None_locusTag_PFL_3163	1.02899456986754	0	0	3.21653727364294	2.49760718966147	3.9925315520429
None_locusTag_PFL_3164	0.811020529303999	0	1.14619277064444	0	0	0.539448919627171
None_locusTag_PFL_3165	3.79441747638657	1.81047762696865	5.25529385340476	2.03331106226714	1.53026471274258	0
None_locusTag_PFL_3166	2.98577112895992	6.74544570405605	0	3.33329682338876	3.34484090216958	0
None_locusTag_PFL_3167	2.06968225984722	1.87032812703372	2.13283029764803	0	1.35250669055531	1.20456491712203
None_locusTag_PFL_3168	1.2142135924437	4.6084885050111	0	0	0	1.41335616942319
None_locusTag_PFL_3169	3.94035661009374	2.0573609397371	2.52658358336767	1.95510679064148	2.45234729606183	0.679498158376532
None_locusTag_PFL_3170	1.22647837620576	0	0	0.547693215425493	0.457991683574286	0.237938749061143
None_locusTag_PFL_3171	1.43185565146663	2.48436038005989	3.30521626000299	2.04609918215561	0.962430636945022	2.00003231522149
None_locusTag_PFL_3172	2.2019417479549	3.58172681736614	0.777985766603221	1.6856464764909	1.40957025929081	0.366154448037095
None_locusTag_PFL_3173	5.53487677467214	4.50157607327091	4.27781347448495	0	0.193765712281429	7.24798035601635
None_locusTag_PFL_3174	10.6630655427067	5.40858626650432	14.0368026841244	10.1377548713603	16.3767706116613	14.0134464390401
None_locusTag_PFL_3175	22.590020324534	12.2484744319232	0	0	1.58166895373911	0
None_locusTag_PFL_3176	1.52378191918298	1.39150436082615	1.38845280142794	6.87619064650447	1.43750097777081	3.73409820191067
None_locusTag_PFL_3177	0.957814120252919	4.71395322114519	1.09333436617297	0.59222652299043	1.65077099540732	1.71523806968833
None_locusTag_PFL_3178	1.66005764591912	1.54302070480282	0	0	1.32835478536683	2.76046126840466
None_locusTag_PFL_3179	1.19509211854695	1.81436555315398	5.91146665174888	0	0	0
None_locusTag_PFL_3180	4.33647711587036	1.23751033969149	0	0.611522123990118	2.81251659819021	6.90737977537648
None_locusTag_PFL_3181	1.19040548278794	11.1016809924637	10.0100835302948	12.7580301946174	6.93453290306008	7.20534517745154
None_locusTag_PFL_3182	7.43705825371767	9.87533251073806	9.75983144203741	18.7064617728577	10.7118529891981	10.2468322283181
None_locusTag_PFL_3183	25.1515672720481	27.9801087804245	23.0589424180005	25.5616247827869	23.5612185930207	16.152641936265
None_locusTag_PFL_3184	44.385118715379	53.664271907092	57.2004773159702	15.4918938077497	15.621749946454	6.73026747344375
None_locusTag_PFL_3185	22.401266812464	17.9551500195237	35.329706577511	32.1850307182393	19.6397610191562	9.82547069652483
None_locusTag_PFL_3186	2.39647419561257	0.866257237784041	1.48175578573442	3.74557300943947	4.47445822439352	0
None_locusTag_PFL_3187	0.814301216989069	0.883040164894611	0	0	2.43261156521424	13.2699610541968
None_locusTag_PFL_3188	1.67606170736094	0.807798160387572	1.84234666201744	6.98560855748221	4.38112596695218	0
None_locusTag_PFL_3189	1.34912621382633	0	0	1.80738761090413	6.80117650107815	2.09386099173806
None_locusTag_PFL_3190	2.6319658795745	7.80132240732679	3.47170527062247	9.87272423297341	0.589697384486545	15.9308932391631
None_locusTag_PFL_3191	51.435436902129	39.3184535149756	0	9.03693805452063	15.1137255579515	49.0748669938607
None_locusTag_PFL_3192	1.99414641094768	3.84441168301238	0	0.593667463435662	2.73039932525035	3.09494051698508
None_locusTag_PFL_3193	9.11301956273814	4.52358430724436	10.9518355748997	6.36215723500078	7.54887455193664	12.5498856481552
None_locusTag_PFL_3194	5.04647966632772	2.48748929741513	6.05143588733186	0	5.65337089510275	0
None_locusTag_PFL_3195	7.33110093550914	7.88784420669015	5.24112864086189	9.36090375836194	8.53355164757919	9.20014865001886
None_locusTag_PFL_3196	0.28106796121382	7.31506111906523	4.86601282722663	4.51846902726032	16.0583334053234	3.92598935950885
None_locusTag_PFL_3197	5.35682467254574	5.80901912396357	6.62431998328331	16.7449146304353	2.00034602972887	0
None_locusTag_PFL_3198	7.27888253704722	6.93918841334251	13.2544584294417	6.00081262118366	5.46603118004963	4.65532335119627
None_locusTag_PFL_3199	44.6759828185114	40.4127147069669	19.1449685005638	26.0737884851743	71.6043719057044	80.8367645171003
None_locusTag_PFL_3200	0	1.75561466857566	0	0	0	0
None_locusTag_PFL_3201	5.00362744138888	5.4260068740319	3.30002753745982	0	4.48429219851307	10.0954012101656
None_locusTag_PFL_3209	30.1200270993786	19.393417850545	31.4270064323208	37.8290430189236	16.3439125219708	50.3987471267183
None_locusTag_PFL_3211	4.13560487889544	6.27859469347561	4.50044627383825	15.069771360672	4.63295401980801	7.70221345734707
None_locusTag_PFL_3212	6.40464312497776	7.81344989860594	0	0	8.07172595732352	7.14443777950183
None_locusTag_PFL_3213	41.4554267569398	8.35227127773866	14.5669126000558	15.7809216772972	11.9274364011445	26.8959569554413
None_locusTag_PFL_3214	65.171847773336	60.3667823340112	99.781024327539	69.1195837141291	53.8879160468812	88.0525409065564
None_locusTag_PFL_3215	1.22647837620576	10.9725916785978	0	7.39385840824415	5.15240644021072	0
None_locusTag_PFL_3216	1.55668409287654	2.98662258707397	4.73850107942948	2.24586626207022	2.28047338300451	4.46029560370237
None_locusTag_PFL_3218	0	0	0	4.58210943609497	0	0
None_locusTag_PFL_3219	2.182855896528	0.29589011268129	1.01225563789498	0.731078134747737	4.43222738272509	1.58804063980133
None_locusTag_PFL_3220	2.96807767041794	1.46301222381305	0	0	0.906823533477087	0
None_locusTag_PFL_3221	6.02642775661396	2.17838217148634	18.7689066193027	0.598032665372689	3.75064880574163	4.67654614882672
None_locusTag_PFL_3222	3.55572310151626	1.99934425380091	0	0	0.59012377449702	0
None_locusTag_PFL_3223	4.30233162676902	0	0	0	2.14210283498524	2.78219718390391
None_locusTag_PFL_3224	1.66787581379629	0.54260068740319	2.47502065309486	0	5.79221075641271	0.388284661929447
None_locusTag_PFL_3225	0	0	0	0	0	0
None_locusTag_PFL_3226	6.34290682619844	2.52673752939993	4.80227887913929	0.693666886914164	2.90028848660049	1.80813156002966
None_locusTag_PFL_3227	6.91923186870491	13.070293028918	16.0087732929347	17.342947295808	5.7509948354705	10.911941013929
None_locusTag_PFL_3228	0	0	0	25.3034265526578	9.82392161266844	3.14079148760708
None_locusTag_PFL_3229	5.3915810370067	4.24487123332618	9.31595365045682	2.5725590082212	8.19119797575106	14.0991734662654
None_locusTag_PFL_3230	0	2.83773922722358	7.76644411833216	0	0	15.2301311360257
None_locusTag_PFL_3232	173.052142500774	178.586169549027	114.925152554557	162.187861858259	191.270623593371	116.881653893648
None_locusTag_PFL_3234	7.91878429854588	0.954138406834596	2.17610511528147	7.07238630353789	8.87109978401498	36.8701609414745
None_locusTag_PFL_3235	16.0499497851754	26.4855661207534	10.3552588244429	3.73942264324992	22.6705883369272	47.1118723141063
None_locusTag_PFL_3236	20.4192075606148	20.956661584349	10.3708072611162	18.5623592471235	15.3179650925184	19.523838977017
None_locusTag_PFL_3238	1.83543915136839	1.99037709518752	0	7.18751817359548	4.11233927972167	1.97212488756724
None_locusTag_PFL_3244	5.69162621457985	4.11472187947419	11.5172836072994	2.77269690309156	3.09144386412643	1.60608655616271
None_locusTag_PFL_3245	3.75654903849848	0	0.899109299128274	3.89616490973345	4.88707293490646	11.002173773953
None_locusTag_PFL_3246	5.77677921001043	4.60967047179874	3.77399917659229	1.46018747739113	6.22728907639113	2.53744375120859
None_locusTag_PFL_3247	14.9367545102201	12.5401047755404	7.15005966449627	18.0738761090413	25.9092438136311	32.5296261216448
None_locusTag_PFL_3248	6.31760879317154	20.385627179527	11.813931070018	9.08281083652328	17.9523440637596	13.6313539182947
None_locusTag_PFL_3249	1.79440432380843	4.21606970901789	10.3552588244429	4.80782911274989	0	9.74728392705647
None_locusTag_PFL_3250	20.3112935500693	10.8919108574317	5.52026665273609	12.5586859728265	3.75064880574163	3.63731367130967
None_locusTag_PFL_3251	25.1180665904663	24.3563279663983	35.7011992003217	23.8761333320296	19.9073063250442	9.8267682165904
None_locusTag_PFL_3252	0	0	10.0100835302948	0	5.10088237580861	5.88898403926328
None_locusTag_PFL_3253	6.5898428227314	5.16953510954725	1.38707854923253	1.12700844097948	3.76970521999713	3.26410200790574
None_locusTag_PFL_3258	0.441532215434073	2.15461800234285	0	3.54905203595719	0.247315509130115	5.13947697972068
None_locusTag_PFL_3259	4.68166932409885	2.78409042591289	1.86755289744306	2.02319508683298	0.676733980206781	0
None_locusTag_PFL_3261	0	1.40075638450185	4.79206126450282	0	0	0
None_locusTag_PFL_3262	2.6560922334706	0	0	11.1832108424693	0	0
None_locusTag_PFL_3264	2.35769629600719	3.99487561113999	14.2133467602487	2.36890609196172	6.43800688208854	4.80266659512734
None_locusTag_PFL_3265	3.7360418229037	7.08998231540169	8.66257228583202	3.75380503803165	9.41701361687744	3.26159116020736
None_locusTag_PFL_3267	58.9184824377663	40.8131823322016	62.0551303723071	26.4105348309238	26.100455945097	29.7274175856538
None_locusTag_PFL_3269	19.9774458585823	11.2539401831773	6.41672021172742	32.6720068124977	15.9856712632179	28.9919214240654
None_locusTag_PFL_3272	2.09347171110983	3.78365230296478	8.6293823537024	9.34855660812479	5.47221097787897	3.24909464235216
None_locusTag_PFL_3273	1.64082917897797	0	22.3197808445762	19.783567092329	7.35262324440881	22.9192892338895
None_locusTag_PFL_3274	79.7394001007803	60.9224493199761	163.597633816012	216.077235273762	161.401054279317	135.007156482215
None_locusTag_PFL_3275	79.3908887367035	87.7807334287828	154.001285081458	70.9052062739311	65.3959278949822	74.2917986491675
None_locusTag_PFL_3276	29.3460829887288	45.1251340644126	56.4507268140665	63.651476731841	11.3063036462936	10.1212206506008
None_locusTag_PFL_3277	29.1163463494153	72.553463344198	127.168918318541	102.910437437194	26.3719088817316	25.9596031118545
None_locusTag_PFL_3278	4.06270962118158	7.31506111906523	7.58339661385968	7.80462831981327	8.67321750768805	11.0641518313431
None_locusTag_PFL_3279	12.8359722629763	20.5030713080086	1.28701073960933	4.18281132809241	9.71596643011165	4.44197653247288
None_locusTag_PFL_3280	1.09586064299973	0.475346931924817	3.52340485272109	2.34895140767323	2.08700361946442	0
None_locusTag_PFL_3282	7.23268024379822	4.75346931924817	20.5983668312925	2.93618925959154	4.17400723892883	12.2456852224392
None_locusTag_PFL_3283	8.37388684443932	4.54038276355773	34.5175294148096	20.5668245378745	10.9444219557579	0
None_locusTag_PFL_3284	13.654651126097	1.82243737222386	17.6648532887555	6.75425127950331	12.4727458324271	1.46715173296525
None_locusTag_PFL_3285	23.9844660235793	22.7579679259807	21.3177704811833	25.1026057070018	12.8046841532644	3.48976831956343
None_locusTag_PFL_3286	48.8547219855294	37.0186426328453	30.839146229696	20.2646489707432	41.9062390470472	14.2763249436686
None_locusTag_PFL_3287	0.971370873954961	1.05336880114539	5.60564677696508	0.43377302661699	1.26955294686792	0
None_locusTag_PFL_3289	36.8833698779941	50.615503549661	38.7487104398508	69.0888489974642	25.595825541692	3.03947563316814
None_locusTag_PFL_3290	1.53697923094139	0	0	24.7085901237526	16.3572599393019	7.15623376923133
None_locusTag_PFL_3291	10.7975369797846	3.9766439640556	6.55022244432041	0.545855318729434	1.59759179555527	0
None_locusTag_PFL_3292	7.12421240464416	3.35895663630546	7.66077821196029	8.29922882558017	0	17.3064020745696
None_locusTag_PFL_3293	21.555520557345	27.9275804160057	47.7209434256739	20.9820396850971	20.1683824433568	25.3727503819322
None_locusTag_PFL_3295	5.62135922427639	10.3630032520091	0	40.6662212453428	1.88921569474393	18.321283677708
None_locusTag_PFL_3296	12.8315947466448	9.34574054643981	8.05227539503208	10.2627687685408	3.86186678294659	10.2546346677392
None_locusTag_PFL_3298	62.390421746119	89.5155305321184	61.7222541788927	86.7974682706922	78.4957920282538	23.4628296900292
None_locusTag_PFL_3300	8.80049767632515	3.73436943683372	2.83899427854999	4.10079541969844	1.14305487413078	13.955407555229
None_locusTag_PFL_3301	5.37438803212786	6.7994092696885	0	6.13326615503532	6.13220832064424	3.47546599038489
None_locusTag_PFL_3302	1.27708549367056	2.2371303422384	2.9155583097946	2.63211787995747	3.6316961898961	4.57396818583556
None_locusTag_PFL_3303	12.209969086026	8.45931648964527	5.87183670771481	17.7204762968533	7.21912589499916	21.7135724352724
None_locusTag_PFL_3304	11.4278926347642	11.8116722187259	7.50756264772108	0	9.80169554567146	15.3806406672523
None_locusTag_PFL_3305	4.97443184986246	3.80056248085512	5.03300289232698	1.81748474839521	4.05284260771882	0
None_locusTag_PFL_3307	33.9798579974916	49.3766625536903	43.1404719309346	31.5618433545944	33.2445567776581	23.7317267253893
None_locusTag_PFL_3308	78.5667618640042	106.192946090702	145.037742791887	87.1239167237686	70.538517890439	44.632300087048
None_locusTag_PFL_3309	10.8689196254551	7.57698146603943	8.44840809462219	1.24806817121257	7.13166845381597	6.50649898967196
None_locusTag_PFL_3311	6.55526356656722	5.73536693875176	7.92209064667501	7.18519737341027	5.34080117876076	4.33544837246377
None_locusTag_PFL_3312	19.0157013759143	11.6347308316167	20.9262522077283	17.528543640234	13.582809391521	6.70125769985132
None_locusTag_PFL_3313	3.0696411044925	1.47945056340645	2.53063909473744	0	3.82088567476301	7.94020319900667
None_locusTag_PFL_3314	3.35212341472187	9.49162838455397	1.84234666201744	0.997944079640315	0.625875138136026	0
None_locusTag_PFL_3315	7.13810414951752	9.57608001041267	4.73203948704844	4.53489982372308	3.54485563086498	6.33868827498884
None_locusTag_PFL_3316	2.89098474391357	5.09441756506329	0	13.5554070817809	6.07247901881978	5.88898403926328
None_locusTag_PFL_3317	28.1797011215603	24.9411128257548	24.0856958664089	32.1998748427288	10.909737049511	29.9071953939378
None_locusTag_PFL_3318	43.5871546005431	43.5527485088961	23.870199187626	50.8849127377623	38.0168327496163	6.52318232041471
None_locusTag_PFL_3320	11.4675728175238	1.82876527976631	11.6784307853439	0	4.91196080633422	3.92598935950885
None_locusTag_PFL_3322	23.2862880742628	25.8532297084771	15.7693096710123	11.1414304781761	4.96889607384705	13.5527303917292
None_locusTag_PFL_3323	55.2696281466119	49.0661175061828	58.0773714257669	36.0624980854927	35.2891233546508	23.3337103442507
None_locusTag_PFL_3324	53.8738913764435	59.1630281048722	66.2829855384384	68.8761224695897	42.583942957201	23.5559361570531
None_locusTag_PFL_3325	2.8369476458965	5.53756963218957	5.14537003893657	3.8005814247984	2.96624520296243	4.18282978489728
None_locusTag_PFL_3327	8.77380253676096	3.49956412340662	5.2378344053868	4.32331920216269	9.37703736859613	7.98241025920073
None_locusTag_PFL_3328	2.05363821132127	1.5310593039904	0.317444509417382	3.78290430189236	3.01954982077466	1.79284080687931
None_locusTag_PFL_3329	6.57376785717927	11.6015937493455	7.9698117279417	8.634017249542	5.05395281396466	2.40060495868057
None_locusTag_PFL_3330	39.2208012045191	35.8403812305603	37.5378132386054	40.0961340316231	21.8495740396786	6.27424467734593
None_locusTag_PFL_3332	10.3523991263264	5.32773237573537	9.11322633538397	1.88051890151874	3.93131589657697	0.816968884059646
None_locusTag_PFL_3333	0	3.79820481182233	0	0	13.0791855789964	0
None_locusTag_PFL_3334	6.77458227543696	3.39067210669118	0	0	0.583791974341472	0
None_locusTag_PFL_3335	40.47378641479	37.4553129479957	29.3528765174057	25.683929207585	14.1478107666538	7.08449207730921
None_locusTag_PFL_3336	17.1189997771859	10.7174151279328	5.6743206058357	8.03867164152126	1.38396033452172	4.51945286734159
None_locusTag_PFL_3337	0	0.560302553800741	0	3.46095499960365	0	0
None_locusTag_PFL_3338	2.24854368971056	0.696672487530022	2.38335322149876	7.74594690387483	3.59850608522654	6.73026747344375
None_locusTag_PFL_3339	2.0236893207395	15.361628350037	0	9.03693805452063	24.9376471706199	0
None_locusTag_PFL_3340	0.944913301512608	6.40423638828668	0.584246120445221	1.89881188694208	2.38173496146706	8.24916052192522
None_locusTag_PFL_3341	12.1080288010538	9.24656602129032	2.1088659122812	0.913847668434671	1.5283542699052	0
None_locusTag_PFL_3343	6.34476364903983	0.944362398567848	7.69217484397652	7.99991237613302	1.11494696738986	2.02735516105785
None_locusTag_PFL_3344	24.7973198456812	36.7813636550181	23.2628701760372	32.0747660526648	7.02468934383659	3.98128498429067
None_locusTag_PFL_3345	56.4848782563717	45.3669567778686	27.8703021725145	26.7963035584162	6.46979667155926	0.655849730590806
None_locusTag_PFL_3346	181.729981385614	173.09081707563	147.168115478506	132.501859951713	88.0549672821708	29.9519188222132
None_locusTag_PFL_3347	1.03778939525103	0.562697009158864	15.4001285081458	0	0.581297136844287	28.9919214240654
None_locusTag_PFL_3348	3.75529977044444	5.42973608837832	0	0	0	0
None_locusTag_PFL_3350	0	0	0	0	5.23167423159858	0
None_locusTag_PFL_3351	0.641309996008997	1.39089190292085	3.96526196182452	0	2.39478045812611	0.248830311518167
None_locusTag_PFL_3352	6.74563106913167	0.562697009158864	0	0	1.16259427368857	0
None_locusTag_PFL_3353	13.2080486200937	12.5640362732036	18.9121807156333	4.96686671698844	5.71091156579082	1.07889783925434
None_locusTag_PFL_3354	16.3748906868998	18.0922122334132	13.3722489908518	4.96686671698844	8.82595423804035	14.3853045233912
None_locusTag_PFL_3355	24.8667359338101	22.7144794527432	23.8247375536536	34.2136473946058	34.2568484279398	13.5598746881929
None_locusTag_PFL_3358	2.97966525753055	2.01949540096893	0	1.99588815928063	2.50350055254411	5.6360828842029
None_locusTag_PFL_3359	2.75064567867505	4.47426068447679	3.40148469476036	5.26423575991493	4.18195318836521	4.116571367252
None_locusTag_PFL_3360	1.09529576637963	3.73294356076009	10.8356574297005	0	0	6.92107402552592
None_locusTag_PFL_3361	6.90624133268243	7.14089299718273	10.7250894967444	0	8.63641460454369	6.73026747344375
None_locusTag_PFL_3362	1.73956102069298	11.129792132446	3.44186253190651	2.33044247824314	5.84628352528208	3.64475803003114
None_locusTag_PFL_3364	0.7108978878476	5.55053817933755	4.21970734298141	1.52379283354915	0.796390690992758	2.6479740879123
None_locusTag_PFL_3365	2.21696301991125	3.51369508809032	0	0	3.24775282354856	3.97010159950334
None_locusTag_PFL_3366	2.09829537864695	3.9440652116619	1.72985314463619	0	5.01469235102537	19.8651443167775
None_locusTag_PFL_3368	2.19436191405488	2.776197894585	0	0	2.86796599443055	0
None_locusTag_PFL_3375	3.34187227278083	2.56698245691968	0	4.85009978155465	1.09193200705383	3.24164259042015
None_locusTag_PFL_3379	37.4977727078202	17.9551500195237	25.6943320563716	10.0034554935068	13.0931740127708	8.3138598201364
None_locusTag_PFL_3380	2.08389060488049	0	3.7795509896994	0	5.60279986358841	0
None_locusTag_PFL_3381	0	2.88330876225929	0	0	0	0
None_locusTag_PFL_3382	0	0.809453484486727	0.615373987518122	0	5.57473483694931	11.0056423028855
None_locusTag_PFL_3383	5.86869903014455	3.51122933715131	0	3.79551398289867	0.680117650107815	2.82671233884638
None_locusTag_PFL_3384	2.69426092997863	7.01207042182584	6.66351714294771	10.106398179316	5.43289247127545	17.5624139395781
None_locusTag_PFL_3388	5.51915269292591	2.0638103470717	6.11901657807988	8.15874031254527	5.75648167802853	10.1903422873772
None_locusTag_PFL_3389	3.75529977044444	7.23964811783776	4.64385318415737	1.11797171808503	8.8812614103426	29.1413643180039
None_locusTag_PFL_3390	9.58589678245027	6.28838587428415	4.683080014173	15.8542772886327	10.0758170386343	8.54074878208944
None_locusTag_PFL_3392	17.5922992087013	15.7107562670833	0	7.39385840824415	1.93215241507902	8.83347605889492
None_locusTag_PFL_3400	13.5630241709137	12.6068074605167	0	0	10.8529412251247	18.0428447160407
None_locusTag_PFL_3401	32.3264657728518	15.3901285881632	11.7000976328121	0	15.8988541583645	18.3552749275739
None_locusTag_PFL_3402	7.11916764299238	0.857792183343154	2.93455217500498	2.64926522770963	9.52607783538634	8.74715544594155
None_locusTag_PFL_3403	6.71454521167024	1.2135585266652	11.0710601256716	8.24568541380224	38.2370291765684	0
None_locusTag_PFL_3404	58.1162061340575	37.7006996136439	6.41672021172742	45.8798393537201	23.8331826106158	42.2798854100954
None_locusTag_PFL_3405	15.0273959460854	6.51837129421654	0	0	12.7942924277708	4.19808763195006
None_locusTag_PFL_3406	13.8462953524282	0	0	2.85376991195388	3.57956657951482	0
None_locusTag_PFL_3407	0.762058740027427	0.550925105201566	3.14123960155694	0	0	0
None_locusTag_PFL_3410	13.0360355016962	12.5208714860074	16.581119958157	28.9403783095691	15.0210033152646	0
None_locusTag_PFL_3411	6.15657596168637	2.03997479095059	0.422961275927948	5.95674226692346	7.08855015605329	5.971927476436
None_locusTag_PFL_3415	7.72043324675186	16.9345779085874	8.24530001772836	13.1636323106312	11.0076845104155	15.5224087971333
None_locusTag_PFL_3416	23.2390696722283	27.2506123006936	22.5501881726421	14.5981307034564	16.6915320722431	34.4279066910776
None_locusTag_PFL_3417	40.3193063139702	27.640879801048	40.1167469725554	32.2846336604249	26.4778627141211	5.39448919627171
None_locusTag_PFL_3418	91.9171037270465	101.522109923475	74.3739851082649	31.9248839683065	28.603078742852	25.0969787093837
None_locusTag_PFL_3419	568.160322501958	1218.57876641938	1606.33510236145	1319.73397249037	640.337183780754	320.005170435439
None_locusTag_PFL_3420	25.4137728651007	2.04141240532053	9.31170560957654	0	12.6533516299128	0
None_locusTag_PFL_3421	5.12667961254007	4.97424156096436	6.67338902019652	3.61477522180825	5.13866668970349	6.90974127273558
None_locusTag_PFL_3422	1.51776699055463	2.63342200286348	3.00302505908843	17.079812923044	1.70029412526954	0.706678084711594
None_locusTag_PFL_3423	10.0334176406412	18.4413305522653	7.15005966449627	30.5281436799773	7.42985668185008	20.9825985936776
None_locusTag_PFL_3424	200.02000696952	161.061970710847	248.017694612214	236.735502249674	164.564181410016	66.8820330173473
None_locusTag_PFL_3425	27.2151322444278	22.7019138177887	10.3552588244429	56.0913396487488	2.34523327623385	14.6209258905847
None_locusTag_PFL_3426	22.8650611564074	64.1255357840134	78.0006508854138	84.5012389513618	100.692743002975	31.2039673768756
None_locusTag_PFL_3427	76.0203292660404	76.7127279095015	95.3134040493286	73.552817556794	68.6031716630492	13.519059011874
None_locusTag_PFL_3428	0.744916314382639	4.84678896232543	0	0	3.33800073672547	6.06962772144927
None_locusTag_PFL_3429	0	10.053704690735	2.21898403380919	12.8208776339997	9.71596643011165	4.17740739730991
None_locusTag_PFL_3430	6.52497958556194	8.92163996297208	5.61313095156717	0	13.9837273853943	21.7947446686753
None_locusTag_PFL_3431	15.9407929734229	22.4355785160157	8.3883381538783	8.17868136777845	26.2168256186811	7.89584452191725
None_locusTag_PFL_3432	55.6761354583941	66.7989971458054	55.6658303635905	55.5441070668097	105.832941650923	87.5591383008511
None_locusTag_PFL_3433	150.652427210607	67.8675114935497	126.979763300962	74.3037128927252	81.8660134389037	104.693049586903
None_locusTag_PFL_3435	122.978043337247	156.992465555323	112.613439715816	163.707608603047	91.9902719056084	42.581884591596
None_locusTag_PFL_3436	17.1235250216419	19.4130468159808	0	16.6835779468073	7.84751134739787	34.4279066910776
None_locusTag_PFL_3437	4.59929391077159	16.6251389069664	3.79169830692984	20.538495578456	13.3962567445479	2.14144874155028
None_locusTag_PFL_3438	0.740374141733964	0	0	0	0	0
None_locusTag_PFL_3439	4.5391162334344	11.9980675364107	4.91148958262127	0	5.08499177650703	7.26491488955844
None_locusTag_PFL_3440	58.831092017783	42.1918231108933	25.5675508126724	17.626225926774	10.3175742586015	10.5017176675407
None_locusTag_PFL_3441	544.661525753317	340.463844655922	270.272255317959	427.576269093891	97.1596643011165	24.2289629043975
None_locusTag_PFL_3442	884.264246670956	898.798379238189	336.208240310988	1736.27083751855	133.066496760225	196.64085835453
None_locusTag_PFL_3443	181.911272758838	118.025186128336	82.4466879858824	326.512787308062	20.7745027669296	27.2392279925196
None_locusTag_PFL_3444	47.5840461903613	21.3520702934877	24.3488518304468	19.783567092329	24.8151034498797	13.3695853864356
None_locusTag_PFL_3445	6.45858293853033	10.1554837876384	22.3629525676798	11.2481037487119	16.6411765451912	24.0571262880543
None_locusTag_PFL_3446	19.7769638163179	14.4638708490608	31.8502657782107	39.4339115106355	18.5486631847586	16.0608655616271
None_locusTag_PFL_3447	5.83246703793917	1.14996594011506	7.86818792774262	2.84130803460911	17.5226818150048	7.40623320221758
None_locusTag_PFL_3448	10.2340859934541	25.2056105988362	10.7250894967444	4.6475681423249	8.35573112989602	6.461056774506
