	flask_1	flask_2	flask_3	flask_4	flask_5	flask_6	flask_7	flask_8	tube_1	tube_2	tube_3	tube_4	tube_5	tube_6	tube_7	tube_8
gmr_locusTag_ECDH10B_1402	8.04465567189463	8.44384894203546	14.6101742717409	8.2055752010423	4.56490045358761	6.6105352994024	3.14856811109993	6.05368901610546	10.9795879458411	8.72427133749807	10.3255575819009	6.29158271888247	17.0526740534034	1.86700890156463	0	0
gnd_locusTag_ECDH10B_2177	388.675275536669	473.098699880675	236.838105328281	317.878719194721	197.198629243908	170.83195066415	139.168436804433	134.164815920019	414.155058227301	509.618376975749	271.412699450605	296.985665628823	180.525643230592	325.724184977618	228.815345732479	97.6703268110859
gnsA_locusTag_ECDH10B_1063	210.274890291955	249.671425054355	64.2171763556794	47.8538075530204	92.0887215801522	60.4177560557126	75.9813076978145	45.5019501572199	102.654716792242	33.192342674849	58.9268889587793	73.8148464264589	93.0866360246503	232.275221239829	152.597791892688	0
gnsB_locusTag_ECDH10B_1682	266.34819436981	228.355245258615	230.974682698653	446.407661887462	288.383101790477	242.521978533494	555.484965736725	292.392161195469	149.315951697807	300.74274120545	103.44942728319	322.313695934538	382.924570919584	234.406186572304	0	0
gntK_locusTag_ECDH10B_3610	10.1632863641112	15.0207944909776	12.9705513826904	8.5608597278293	12.777860889112	9.25412812825176	15.56496690247	2.22147568107639	8.78685592377517	12.5957168139406	5.17842357516546	4.18263887093571	0	8.4269992693349	0	0
gntR_locusTag_ECDH10B_3611	110.6941069055	111.043854592174	71.1118498761832	62.4611617174407	78.7454921057928	74.2807928473863	71.5711259664125	61.973818548583	129.727870469808	101.564448323443	95.1665312448077	84.6075966917243	70.2228045585738	78.178185992625	123.296258057872	0
gntT_locusTag_ECDH10B_3590	9.63081350221012	5.96208373000599	6.97899947314643	18.7864736192528	23.3727159315648	14.9527598002428	16.2787016430705	19.9274971117969	17.2614682201907	17.0097295518795	5.01721221101832	8.86974179943782	41.0880440435995	13.9362220262805	15.1207379210294	27.6206920453969
gntU_locusTag_ECDH10B_3609	10.2769696567746	5.47286752430957	4.43500308669879	2.92720318493068	3.14444003982623	3.01800052305899	2.66456003777329	1.53068122991393	1.21089558144195	15.7917335022772	7.81590553030193	2.77365149194748	8.78425851442703	5.94477353377391	37.1253017188586	0
gntX_locusTag_ECDH10B_3588	41.0097519955362	42.9764897804176	32.6718967423632	43.9979180471818	48.3933459550361	43.1137743207051	56.6797498035024	42.7634068607206	57.3149654817475	53.4765520872567	22.3187027771751	28.5485378891568	35.5199005883534	45.2643206367492	82.4898151349725	0
gntY_locusTag_ECDH10B_3589	77.0715882611763	96.5204369053322	294.738713656662	199.697072203773	162.152385710008	300.802007353961	174.936693229934	219.798820382335	118.40288357287	174.710326421435	203.325047874899	293.307550824367	212.177587984217	184.106525703664	126.767436494186	273.665433165069
gor_locusTag_ECDH10B_3676	94.8272927276713	66.9292044301294	79.5216346646075	58.2885750916645	96.3014393837956	93.2571709677285	64.1745401026546	85.6622695556531	90.0116948289163	102.317966622101	71.2348999120321	71.8619238107876	60.1282251846385	72.074823019027	105.481954817174	0
gph_locusTag_ECDH10B_3560	24.2633397783523	34.5708962543806	36.3294162297781	17.239259863821	25.2779421936782	32.8385398666114	32.012635141564	21.9249991132322	28.729198498604	31.1290026523018	8.40555710751494	21.1333332426225	9.21500834523577	22.7162588999463	0	0
gpmA_locusTag_ECDH10B_0822	198.244820871268	246.75416030228	385.814748782329	647.042308068068	388.350246185622	396.284789116672	331.930401056103	236.671239791489	286.500513466836	335.38572109487	421.205959006287	336.891432816906	327.539539652111	356.7541603026	458.401335008312	209.33770186332
gpmI_locusTag_ECDH10B_3794	342.038988859756	336.500622378488	167.857625211328	190.783374112353	203.329262109268	278.578207007273	134.832429204613	202.607209204191	518.898819104057	589.724123917935	113.261676020706	180.594249494521	169.6427944075	196.313629580519	180.450592743003	94.1785150130425
gpp_locusTag_ECDH10B_3968	303.050720675314	272.988201393572	214.56781141143	235.258432941611	138.852754995017	126.379608377741	125.241588757266	96.0171155487463	183.391446302436	242.191326808402	181.206466437642	218.456048445035	183.933722128414	271.286954255774	147.511198829598	144.253791654377
gpsA_locusTag_ECDH10B_3790	204.820112255558	207.384552982719	136.580307624788	142.857690195046	118.026094477225	135.049786174905	79.870970826383	93.0732972850977	173.752322784486	219.797208204628	116.382531408915	160.903398002163	123.787803280374	127.958200670058	29.2853115323467	0
gpt_locusTag_ECDH10B_0220	50.7500051122936	98.4291127962085	80.4914850167645	126.20715668932	73.4935789700561	88.2267204558381	37.7557708097425	48.7127510458255	82.378210046164	66.7265355812472	129.065720479069	126.235983481395	213.330454632844	36.3517615539937	144.618822381959	114.474429559245
greA_locusTag_ECDH10B_3355	153.408096062055	165.60615102115	109.94699761931	328.174790917066	89.7262998911546	108.799057742633	114.611273926637	119.261109519925	104.558059168444	142.359534887517	194.413436863864	205.540495274291	142.770097847984	177.231984633056	41.7484524989428	135.574941248684
greB_locusTag_ECDH10B_3581	18.66465168755	20.0183259476115	9.82344308626136	16.7079870755649	31.8241063653356	24.8328805118705	8.24002623001965	27.9710334183329	20.9116118336888	23.8488911538366	13.3748801773665	14.2550313853539	21.6084472418571	7.38466602637733	0	0
groEL_locusTag_ECDH10B_4336	325.299213096833	367.839790448003	201.669629513015	234.579538955717	170.255104560755	308.253678174496	216.516615703259	268.086390343086	846.060588525015	772.208850507888	134.054200091533	166.304704811366	402.758852904137	387.222407227241	471.552192979862	262.58384283514
groES_locusTag_ECDH10B_4335	423.124575158913	347.871168668293	201.064444205142	362.11241254771	400.155663966172	338.520623503305	225.450328053168	230.398763494494	1505.45740512811	1321.53557291699	145.700407529825	162.687130820971	602.25671888119	445.197798133706	327.384548422832	563.656276785825
grpE_locusTag_ECDH10B_2780	181.296603222427	245.912575812488	141.083190478387	169.014400240653	75.6023435939128	122.058938005853	52.6351537764685	88.3653659805943	742.782220756461	872.419122481362	179.518683939069	111.243518041027	338.368639764534	279.963642392348	307.314997561662	401.461023943784
grxA_locusTag_ECDH10B_0919	11.3450638483101	1.83523764693652	0	10.1430994082482	0	20.5647291738928	8.30970932710227	7.10355595693032	4.49560070518729	27.1339799174241	0	0	0	7.90439466348467	0	0
grxB_locusTag_ECDH10B_1135	23.7143348495927	38.8486956836855	53.9554710539206	82.4212206544813	177.973122615248	295.141946477165	234.351756099991	335.771935350843	57.9932490969161	38.8920378816412	53.7980671419967	45.8296551530792	60.2163971253735	27.1796735693055	163.901332032887	0
grxC_locusTag_ECDH10B_3792	145.673771218927	162.527772090009	230.284175426012	105.262099811355	110.437226255897	150.905941223661	97.8369348155256	144.871949773053	144.522858860569	68.7555669693301	101.266949914347	110.467790531129	128.548211653088	102.260967323913	0	32.0779994918762
grxD_locusTag_ECDH10B_1788	234.806960826016	270.307301239592	314.35343587014	595.096278212918	395.617994683154	416.400309341719	455.887846186887	400.880607172173	285.966711064104	412.389712020851	576.174025374731	252.339893552895	273.970894663459	300.998853212163	162.135153885981	383.276787032245
gshA_locusTag_ECDH10B_2856	110.993269964898	124.683004683972	103.480297979821	166.164542329026	150.847694927918	168.14736940719	117.49939662523	157.964470154382	105.3339167926	133.199609507933	130.388514990871	113.471204822302	124.123667321361	76.0865483161914	70.3449358580453	179.117615659841
gshB_locusTag_ECDH10B_3122	44.7569330104075	49.3738750755739	50.9777340745553	73.1716850055873	56.089569170976	77.9254027876341	85.1024332190458	66.9876531085465	81.2271375363746	74.3488168967653	48.8764774034544	44.1833331436848	72.7714854611978	41.7185200420912	27.920100724845	0
gsiA_locusTag_ECDH10B_0898	5.40738953987965	10.3281135739723	11.8415357765048	16.3303309383087	17.794809475382	15.7794748853524	23.477592217438	24.6711962658003	19.3310830323054	9.34904756770222	16.79668159637	13.0700408983153	7.27578383263765	10.9929125083952	53.1891341933647	45.3410185125558
gsiB_locusTag_ECDH10B_0899	14.6604910515444	11.409120329477	5.62097148255711	17.4677724702031	8.08268198541297	16.3876438329189	16.8326957941789	22.1021674000271	23.8152913770312	17.057911351597	8.58696358922823	17.0309399312298	9.08926749062242	15.660310533007	0	0
gsiC_locusTag_ECDH10B_0900	10.4612328698994	8.95400691260503	5.47907399399093	7.74924384758078	7.55433795235776	9.43164126281467	13.9668078592338	12.6558989127121	2.77057867563986	5.70078731164122	16.8228483571065	9.40215341603104	1.19907274713423	22.3439003427968	32.4332440423383	74.6048587530933
gsiD_locusTag_ECDH10B_0901	5.08164318205558	8.99910390032906	2.96418418025473	9.26043136763807	4.85474648911987	5.54706510611582	10.3825808971853	4.42102890477374	6.86762160358217	10.1707796433897	1.49901735070579	6.3087170781842	8.07270467917122	2.03282877111149	0	0
gsk_locusTag_ECDH10B_0433	23.4573322059025	49.3446885484356	72.0889592637949	90.603208967052	49.1139848427479	74.4301370376479	62.2909819864965	57.5234530382632	40.5286154608333	34.4663921916614	48.7128948725909	70.7197442686074	59.8011116279571	30.5438364321487	55.9525236939854	30.9718615783633
gspA_locusTag_ECDH10B_3498	1.32744964755738	1.52998893627259	1.71640379199512	0	1.57767466079853	1.19191491538481	0	1.6457054535321	0	1.66680162349891	0	1.22558956390039	2.25376734716454	3.15295891029537	18.0625957750528	0
gspC_locusTag_ECDH10B_3499	3.73650233974675	2.12761619362983	0	2.76968991194477	0	0.332664736636501	0	0	3.12708696110822	0	0	0	0	0	0	0
gspD_locusTag_ECDH10B_3500	1.9983112973982	3.0507419461236	0	0.852694573909427	0	0.568610023241275	3.38472799268298	1.16363011865906	1.9004444148503	7.34826522187692	2.21667286678869	1.96400408783205	0.942435569304167	0.664494566040745	0	0
gspE_locusTag_ECDH10B_3501	4.52615991923979	1.41110209088	0	0	0	0.333032051399074	0	0.494660576757901	1.72179686927416	0.7085593946048	0	0.745085466887333	0	0	0	0
gspF_locusTag_ECDH10B_3502	0.815100660780844	2.96673754955903	1.65617909753915	0	0	0.432941666818796	0	0.612436904557401	2.32554382343523	1.7545280247357	0	1.01959063889846	0	2.32323288127027	0	0
gspG_locusTag_ECDH10B_3503	0	0.630601063616314	0	0	0	0	0	0	0	0	3.12124160694904	0	0	0	0	0
gspH_locusTag_ECDH10B_3504	2.63049764718171	1.93419653966349	8.4810540310347	3.49855567824603	0	0	0	0	0	3.08848536118916	10.7223829321073	0	0	0	0	0
gspI_locusTag_ECDH10B_3505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gspJ_locusTag_ECDH10B_3506	0	0.536838223253539	2.75850609427787	0	0	1.30103388651158	0	1.99479448912982	0	0	0	0	0	0	0	0
gspK_locusTag_ECDH10B_3507	0	0.761884734525983	1.09891706194809	0	0	1.37934159093183	0	2.38402268213076	0	0.533579788010322	0	0.708739834356244	0	0	0	0
gspL_locusTag_ECDH10B_3508	0	1.62711791377877	3.09660477937263	0	2.17355365639535	3.87973756579627	1.68835588991382	3.40091895504994	4.58365886333014	8.26956991040052	2.34897564234309	1.54778063482266	0	1.75200500273114	0	0
gspM_locusTag_ECDH10B_3509	2.90379610403176	1.110279052638	0	0	0	3.36513750118246	0	0	0	0	0	2.01269840405929	0	0	0	0
gspO_locusTag_ECDH10B_3510	12.9514445701947	11.6394128050546	10.1009603688208	4.5615386719314	5.90834718102747	10.227767960821	16.8645428231456	7.67686949964895	8.55357656296698	11.3578517707448	0.672125773767788	1.20004915905747	0	7.38294626251465	0	0
gss_locusTag_ECDH10B_3165	43.144789855388	47.6249102814561	60.0741327198291	35.7492200111527	65.8575072115443	60.022474053349	68.6779605542364	60.5387953346237	61.7347490386526	70.8525109472803	51.8176449360105	38.3382525236124	58.9776179270548	44.7537090228442	0	0
gst_locusTag_ECDH10B_1769	28.1754473460507	17.0592304706162	49.3678516410477	56.5311174940349	83.1509808848404	126.44254274245	107.90280972767	173.231113506512	40.5761346816707	71.0453563283447	40.9830354232566	54.2805828253168	41.3066710712444	33.9583039863297	125.9687217728	0
guaA_locusTag_ECDH10B_2673	317.728290820235	402.752670946096	357.589561874116	480.477181474504	597.231387754409	743.598712919717	394.226723292052	356.276553193771	278.573401872385	317.864773485125	313.04194022952	341.923403686563	442.764830631593	474.528707905298	378.593381026535	140.874864688658
guaB_locusTag_ECDH10B_2674	111.48439275479	187.255539677163	260.56694376024	321.418773068362	447.682416529063	676.205303339176	256.35764817405	305.427920225211	75.4268025064185	103.553033378112	204.397708722822	252.036967788891	303.877074786177	268.044062648742	266.968120581174	402.25417767727
guaC_locusTag_ECDH10B_0085	77.3344318740412	91.8409874178144	25.376142269583	48.5374333752064	26.2533636083767	27.9869417722863	24.8137153517637	33.4242720290689	90.211720817425	120.028875531272	41.6853177449143	50.7685821575645	24.3294616882609	70.6770168604371	47.6868099664649	30.9718615783633
guaD_locusTag_ECDH10B_3058	2.12505078522324	0.657626823485585	1.77491755763131	0.630800190471633	0	2.01908250070947	4.60181630159982	1.33288540864584	3.86621660646107	2.65172985556645	0.345228238344364	1.76111110355188	0	1.96629982951148	0	0
gudD_locusTag_ECDH10B_2955	4.36543843827593	0.235392151583207	0.940758230511865	5.14478135533272	2.20110802787836	3.84611042267883	4.66298006610325	0.765340614956967	4.67059724270465	2.7407140789076	2.20884286725924	1.38682574597374	5.76466965009274	0	0	0
gudP_locusTag_ECDH10B_2957	5.5886807501099	1.95392448663123	4.26246617967745	0	0	1.8786404478146	1.84864930336865	2.87166368529387	10.80140337947	1.68158478645677	0.336808037409135	2.10474253839127	3.5369544226258	5.48097513452676	0	29.873081566714
gudX_locusTag_ECDH10B_2956	5.27490477958342	1.47120094739504	0	1.68535940950555	5.65999207168721	1.80343933694988	8.39336411898585	1.25734529600073	2.76776132901016	1.82714271927174	5.77697365283186	1.12679591860366	0	0	0	24.1123217657056
gutM_locusTag_ECDH10B_2874	0	2.52090282336141	0	0	9.37043131868216	3.90729854303963	0	0	0	10.2091599439308	0	3.06726850535286	0	0	0	0
gutQ_locusTag_ECDH10B_2876	11.3626804070808	15.3173949569624	10.2611096260578	6.40315366370495	7.20242779929762	11.6746350713901	9.0624003893398	7.43711423664705	23.7736300645743	16.1244939664569	1.17935112477888	9.44546234731085	15.2428709470065	21.1111161819777	0	0
gyrA_locusTag_ECDH10B_2390	270.232038804654	391.453117395346	309.971552389986	439.457466028571	282.236107697978	307.992032956397	312.448865086866	258.867851055112	217.585021345355	214.838551722902	290.96907869225	303.630833298448	256.476094140354	348.28390359191	135.134403037389	110.735011944559
hcaB_locusTag_ECDH10B_2708	0	1.94133379626741	0	0.731555307874324	0	1.76052294034802	0	2.97562978682926	0	0	0	4.4320213011896	0	4.33270073134316	0	0
hcaC_locusTag_ECDH10B_2707	0	4.30223155551317	0	0	0	0	6.12226247931367	4.33914408733613	0	3.27129290593244	0	0	0	0	0	0
hcaD_locusTag_ECDH10B_2709	4.86621192496095	4.2639145662407	0	0.692149834931467	0.876287218081249	3.73344709191869	2.97022029148294	7.37352651250044	3.08526013483178	2.32770301536007	0	3.0435161964126	3.97797118355171	1.38698741091298	0	0
hcaE_locusTag_ECDH10B_2705	4.11904116959571	5.59127651685982	2.9110813212252	6.9868365967909	3.25075535835339	8.96875853839377	4.98460537462743	6.83568618163815	5.10953736536706	11.4363151039628	5.35331893820335	4.86439058117633	5.13523592807191	5.71699509902015	0	0
hcaF_locusTag_ECDH10B_2706	0	1.90065555920689	3.81974254287931	0	4.87479085943002	5.6107237977326	3.09812862195432	2.11874848195147	3.57569165915475	4.72099881800269	0	5.59890813267938	0	0	0	132.391281139882
hcaR_locusTag_ECDH10B_2704	0.684396388155633	6.95268762877016	11.1248393925609	20.8264189869999	30.5248899017676	23.2651481563232	24.2622994550579	71.7454368110598	10.414051465215	6.28558187986121	43.2174609482944	20.4810698709367	0.413148522301019	2.91303678446145	0	0
hcaT_locusTag_ECDH10B_2703	33.4853540207031	16.5445064013742	21.342126097834	13.5645755244276	17.199673275739	23.6819091749881	29.3063038154515	36.6543487377605	6.91849287471982	13.0493021839717	32.7785127354333	27.1720905266439	10.0101538021723	6.99293097262352	26.2026471605207	0
hchA_locusTag_ECDH10B_2110	1.28830390530986	1.34304069585084	2.53834363604912	4.04879800322839	7.42375720670241	10.6299374743925	5.66172096758553	17.1225713587191	4.62856917674917	5.13539232592094	3.20916390573634	5.32053988326589	0	0	0	0
hcp_locusTag_ECDH10B_0943	0	0.596757553072219	0	0	0	1.89598592020645	0	0.886977585910719	4.35037077315039	0	0	0.175791489465251	2.67234361793254	0	0	0
hcr_locusTag_ECDH10B_0942	0	1.1808778873735	0	2.4551267917516	0	1.22242352984131	0	0.907847646755677	8.85758603337831	6.86330080264257	0	0.959614718963253	0	6.31372700674627	0	0
hda_locusTag_ECDH10B_2662	104.653278062574	150.91083009625	111.704110238076	132.326897099282	105.27623138158	119.688375577532	134.173439155079	86.0665698608191	138.811150448843	108.944563945561	83.5757357726837	92.2709054495494	126.647444010901	126.822390610258	17.7724335939275	189.376141578547
hdeA_locusTag_ECDH10B_3686	36.6244553661663	92.4232292466228	53.0384234823716	30.3628405709641	0	12.0794625417821	18.2414339883236	4.40292477330456	194.355753730205	774.161781076453	6.15812533262919	47.1216214193611	9.94906306405967	32.8475827375276	0	0
hdeB_locusTag_ECDH10B_3685	15.6645147630337	45.3702175468954	6.06252715521211	43.6517038753633	0	5.28268272356879	0	0	43.2732500906652	373.042436745467	23.6908919524389	22.7490315027619	0	15.3077601406267	0	0
hdeD_locusTag_ECDH10B_3687	7.44952927212336	26.3739343869088	0	0.207593181606222	0	4.69435702608233	0	2.1749526301638	15.383898538798	275.807671783681	5.96467636930053	13.1852820841842	0	14.8832866676561	0	0
hdfR_locusTag_ECDH10B_3951	26.1341649362858	18.178684334923	18.0222398159487	24.6398278482185	9.53776044937291	27.5273589084822	35.9444390952692	28.9743899546107	19.3310830323054	28.1272773965441	5.42501517398286	13.4221824820704	20.5969293671426	36.6373825376322	0	0
hdhA_locusTag_ECDH10B_1752	18.5797578843907	13.9231929034839	4.45862703779982	17.5018892133089	18.1186074326081	21.4965684645848	6.97885744268355	25.4862268567241	10.8737342056718	14.5845142056155	5.04356879456219	14.0751301479185	14.8588220500995	18.5876780758507	0	31.5767807498157
helD_locusTag_ECDH10B_1032	16.6173441281817	17.8759291289074	18.9430841861067	32.9357947208505	22.673707898855	29.2169261781496	27.2987093271374	32.9621588649058	23.8181519405339	18.6511451738966	29.7148276391003	23.1335441018391	19.7044703993785	17.4116977603873	27.4564640157281	0
hemA_locusTag_ECDH10B_1263	109.055215973851	109.960227335084	84.4478858519793	92.6435356452644	96.443878429157	129.906265339999	131.186974337057	144.051298937579	45.7671464631192	91.3359553115394	75.95021243576	92.0064965554907	86.9771312736291	154.568731228151	105.616610140524	9.64636738896517
hemB_locusTag_ECDH10B_0325	79.9303382974403	92.1486939739493	92.6065861311827	125.660943438129	78.0629009087137	145.661558640927	104.629893901714	136.166206285301	108.967828046718	105.188003993731	71.276353208944	92.5694184060823	122.327556935331	71.6856737844756	23.8287321186274	0
hemC_locusTag_ECDH10B_3996	187.729493349824	132.028009402966	140.619387098963	168.955727085741	213.520497086531	235.302417120898	246.367003123117	231.988563879541	160.558804293797	203.997408888736	125.777421868138	115.801468009668	154.74912103461	127.53216728624	119.794126438049	180.20888886519
hemD_locusTag_ECDH10B_3995	173.639953265381	143.71941672774	80.5042021468155	113.492957346394	163.034123854399	194.12438276052	206.868026932599	161.358280138427	120.21272687296	146.199421753457	81.79253646928	110.351079148471	79.9818740520964	123.846183593869	94.0607846787922	27.2727930902592
hemE_locusTag_ECDH10B_4186	64.4724532168403	82.8795044584368	81.7346650807816	35.8528043872086	123.333353060683	113.169732152442	88.7422338326739	131.680317625044	93.660458635395	87.2605864020486	118.525120251862	81.7453204628954	76.0426040764748	80.7725901796908	0	83.4931592408272
hemF_locusTag_ECDH10B_2601	37.6719147896387	35.8625827740806	33.4412672140382	12.1594246239484	21.786252815936	23.8002465639186	25.8062639658343	27.3685803908612	25.0015340551149	19.6404791302288	47.3422990849571	28.4771665444339	50.3090955605951	43.2585962492525	40.5655796781394	0
hemG_locusTag_ECDH10B_4039	66.5639414616511	70.0986833825294	15.1835720061107	30.9359465468349	34.7529732973102	69.6036987424064	25.5226786475284	31.1494831764118	33.563858451695	51.9272813474661	17.9442809600971	47.3661475378376	31.0133797344864	48.5555672185487	0	0
hemH_locusTag_ECDH10B_0431	20.8964766364902	26.0592311362512	29.9434929444631	27.7922647337302	16.201213027628	18.6299789525484	16.5115563836035	29.9933819370252	41.6732381880228	39.9824688502854	41.1692740305989	28.6660607976902	31.7274897920325	30.6102216449984	0	58.7597000038107
hemL_locusTag_ECDH10B_0134	89.3036310026816	84.0591850722324	58.6672443657347	56.2718510496341	58.5926267467947	76.5566592384543	65.4105807961247	55.854245695635	126.942287640713	135.393476138313	52.4714582401621	62.6534865902965	79.0255399506691	78.4414826600698	88.092167919315	0
hemN_locusTag_ECDH10B_4057	74.8266410912289	79.5470000460729	50.7613304859691	63.8040816488275	76.1091801430079	87.1262019410951	75.1563011702328	71.4412997960135	89.3112919134457	100.499403565333	44.9399728604606	55.3250361526298	63.2279611902249	55.1864187958336	55.558257201104	0
hemY_locusTag_ECDH10B_3993	131.536869133509	118.768393234013	83.561763557657	121.435247552018	177.721150386284	178.743059586617	137.016485370942	133.327514122146	118.408939676577	153.082570158189	76.1405638453734	93.9965465194005	127.010553618961	132.269392040321	105.365142021141	33.7663152546066
hepA_locusTag_ECDH10B_0061	0.422422590096654	0.839523604449683	0.713398904144433	0	1.35618563122936	1.05011383015623	3.62444768522546	1.63230647520952	2.63996977581211	1.03917369896518	0	0.258807519918312	0	1.00907165916826	0	0
hflB_locusTag_ECDH10B_3352	567.63136121045	528.568833847127	329.988608102875	441.931767550886	315.979660746259	290.826718810202	315.676624326252	302.403112790495	551.939883911528	627.156722491396	464.297190130545	473.012599175541	436.792147502841	554.16992404358	504.282470417463	534.732791529695
hflC_locusTag_ECDH10B_4370	357.019563978687	367.95693072877	240.296530879316	342.41286927725	299.154516278524	327.685147254447	252.433259459137	285.356840322625	335.841502232887	332.613995614633	310.148927200357	280.983962309685	336.248632869503	313.970707105449	75.9572590988229	321.737547142401
hflD_locusTag_ECDH10B_1204	72.7577322888705	80.8819532436476	75.7944665156722	60.2165735897487	91.624427730572	90.7923183340837	63.7271867164923	73.3086974755209	36.4941941357541	49.6146090733087	86.9523460129028	100.934708808709	54.471895124875	63.5306486971665	0	0
hflK_locusTag_ECDH10B_4369	487.934538680803	439.576558155579	373.031757460272	360.440087067043	351.558503581272	391.454516189138	329.667932530575	351.416295835037	343.909172422347	381.697571781251	358.7743368394	365.95050107473	442.907020150186	396.684270367295	342.43671156871	362.481394258202
hflX_locusTag_ECDH10B_4368	420.050767573381	459.045084328135	381.970188136618	315.902371734084	306.788360269734	357.180930785149	424.541168322822	326.713000693013	375.937502342538	388.419427508803	291.349995245374	356.548697402708	343.976622985276	290.899225362989	396.414755636917	347.073437125218
hfq_locusTag_ECDH10B_4367	957.914407988263	634.897197353462	741.303132882551	666.355973745929	730.07486730509	732.264084642419	740.075083112798	816.359961207986	1144.09982684401	934.541686961768	586.217659091546	580.226265039155	669.517208265556	892.171048857676	440.385375146615	327.008732684175
hha_locusTag_ECDH10B_0416	158.714335001188	312.958299286154	126.731732039092	205.8556551136	218.536429041868	132.065000503027	260.238088675484	162.01556885001	163.122563669864	239.745438996419	253.860984031855	258.7385833643	248.7720061132	207.404228592306	166.707861690984	203.014188565025
hinT_locusTag_ECDH10B_1175	42.6858027292669	45.92427317341	48.0593061758633	39.3198785393985	72.6208427197867	59.0207727290723	34.2429271854339	89.8031544075132	81.1905487356825	28.1967274641899	28.48132966341	33.0942128209124	6.13525555617013	42.7436129605709	92.1944992684987	0
hipA_locusTag_ECDH10B_1638	4.70138416843237	4.264881440292	0	6.56342796175862	5.09955445914675	6.43522137414332	4.86146259952922	6.59390400573469	8.59159245880239	1.71971596075284	6.02779463775873	4.87600149078649	0	2.66249863536054	40.1391017223396	0
hipB_locusTag_ECDH10B_1639	0	1.62559439513291	0	0	0	7.39405992769179	0	3.56933733026881	7.81931448497745	0	13.6539707749681	3.91797751127272	0	0	0	0
hisA_locusTag_ECDH10B_2172	39.8268620122079	36.0358113031938	57.8762985959329	57.2189255236173	69.7068671267819	48.5862625848231	98.0444362679445	71.7193490207671	36.7762067443858	48.3779007796025	80.890063651094	62.1328588118974	10.9736278240441	49.4886379854979	40.4756338251946	169.778680237491
hisB_locusTag_ECDH10B_2170	63.8345739049229	52.1298566257394	70.8739768042928	77.1844278004054	105.022530790848	117.473127101203	91.5040604320096	133.095097757524	79.4963639306041	62.4348304757246	57.8160325002555	69.4896844707675	38.2591779064542	51.2090124138422	71.4766342643417	11.3534492583607
hisC_locusTag_ECDH10B_2169	51.1295863023631	34.5576448419876	65.7954786931462	60.6416317562645	71.4593816949921	82.881042956294	61.8883253479284	103.357734069129	47.001064627566	29.9043820686569	75.5247210495653	79.4966538760183	44.3388216664396	34.6207252895178	27.8907728879492	56.6082343974287
hisD_locusTag_ECDH10B_2168	46.2604758642301	45.5954597616672	87.5563221709693	81.6704982238215	126.98550028421	94.191187140377	99.2548614070549	154.369579051902	63.814793642277	92.5362280632154	86.9498983747322	70.5861427366138	42.3121072839319	57.1098709103432	48.3226340993511	89.8183985772535
hisF_locusTag_ECDH10B_2173	64.040476240268	29.3012105908249	58.9144004279405	63.0730604129606	73.2630247889242	69.1101941040783	63.6917295978862	86.8005169594328	23.8839635920375	32.8855455447082	79.7623852607209	71.5799868227437	37.9011926249892	38.6535719381076	0	0
hisG_locusTag_ECDH10B_2167	66.6711585485692	79.1344277594321	129.760126674831	136.000521065684	201.9327949176	199.944006848035	180.64384776084	277.188330565775	120.110462574057	134.760911259887	187.850192091113	171.637888152166	131.294468902041	71.2736871535303	114.321179092938	49.4001192174894
hisH_locusTag_ECDH10B_2171	57.9874815901571	28.8421104310429	42.692277059777	29.3854998084827	55.295057908467	60.9634611043319	52.6000382279012	87.5735032448694	10.2052418038566	28.1325654727608	51.6615658192479	45.1362942225047	4.36008009067928	8.78347131964517	95.4704459430139	0
hisI_locusTag_ECDH10B_2174	137.104725853107	81.0428350119	222.922149357405	78.5231385561887	152.958511231429	148.187019047169	136.037545340258	213.936819756994	46.6220237837953	72.3506292945238	125.466772504172	131.522194424573	153.982884547015	73.0064544542707	178.965792697674	0
hisJ_locusTag_ECDH10B_2471	38.4725169645281	26.0027157792001	56.1612581748594	56.8169016661258	115.514799876858	111.033779125861	129.373577971954	112.256868803512	17.7757085354532	37.327415668012	22.9887616184867	34.8106213916634	103.899730108322	43.0928545011711	59.3435857360452	165.183261751271
hisM_locusTag_ECDH10B_2469	1.87106527205394	5.06290106783881	5.78119268851912	4.31342150567572	10.2917917203099	10.8072384277863	13.9538215199876	4.49872062611286	0	2.44092287960092	2.54226652504636	3.72854484685042	7.18774709509471	6.4642253809403	0	0
hisP_locusTag_ECDH10B_2468	9.45421987359177	9.88989176404678	14.2035740151534	16.4441157073114	50.665704223107	27.8660051131509	27.9298563494271	27.6565111923154	2.69736042311238	6.10514548142043	2.06066467848961	8.10930229077377	15.6948397948538	5.74865066435249	0	0
hisQ_locusTag_ECDH10B_2470	12.7817749906725	16.5986158940903	5.77131406042026	13.3321961654266	57.0818851072559	32.5443574350164	41.6090248693331	47.5919637177327	0	15.0303290503286	20.5629396114285	11.3357107713339	13.9315846690326	19.9696576571721	0	0
hisR_locusTag_ECDH10B_3987	11.0872214881213	7.17411080166093	0	13.9033511369258	0	0.640978571653801	0	0.952061006175597	0	0	0	2.2642857045667	4.7807186151975	4.81542815390566	0	0
