Chr	Locus	Gene Name	CT State 1	CT State 2	CT State 3	CT State 4	CT State 5	CT State 6	CT State 7	CT State 8
DH10B	ECDH10B_1109	csgG	14.4	15.7	22.5	12.1	17.2	7.4	0	0
DH10B	ECDH10B_1110	csgF	0	0	0	0	0	0	0	0
DH10B	ECDH10B_1111	csgE	0	0	0	0	0	0	0	0
DH10B	ECDH10B_1112	csgD	0	0	0	4.6	0	0	0	0
DH10B	ECDH10B_1113	csgB	0	0	0	6	0	10.1	0	0
DH10B	ECDH10B_1114	csgA	39.6	0	32.4	9.8	83.8	0	0	123.7
DH10B	ECDH10B_1115	csgC	0	0	0	0	0	0	0	0
DH10B	ECDH10B_1116	ymdA	0	0	0	18.2	0	0	0	0
DH10B	ECDH10B_1117	ymdB	67.6	62	116.3	49.5	32.8	43.3	0	0
DH10B	ECDH10B_1118	ymdC	14.8	11.9	54.1	59.6	45.9	47.1	8.5	0
DH10B	ECDH10B_1119	mdoC	0	12	30.7	51.9	67.3	55.9	0	0
DH10B	ECDH10B_1120	mdoG	315.9	338.7	216.3	288.8	380.3	257.7	158.1	422.3
DH10B	ECDH10B_1121	mdoH	262.1	205.4	327.9	282.8	249.6	244.3	128.9	299.3
DH10B	ECDH10B_1122	yceK	96.7	23.6	0	32.5	0	0	0	0
DH10B	ECDH10B_1123	msyB	109.6	112.9	57.8	80.4	0	164.3	0	0
DH10B	ECDH10B_1124	mdtG	13.9	21.3	0	19.3	0	16.3	0	0
DH10B	ECDH10B_1125	lpxL	68.6	85.2	147.7	107	171.1	71.9	0	0
DH10B	ECDH10B_1126	yceA	38.1	61.4	203.2	186.3	101.3	96.5	115.3	0
DH10B	ECDH10B_1127	yceI	0	0	29.1	112.4	0	0	0	0
DH10B	ECDH10B_1128	yceJ	0	0	104.3	41.4	0	36.7	0	0
DH10B	ECDH10B_1129	yceO	0	0	0	0	0	0	0	0
DH10B	ECDH10B_1130	solA	15.2	41.9	35.2	48.6	56.9	31	86.8	25.2
DH10B	ECDH10B_1131	bssS	114	18.1	54.1	47.5	49.9	9.1	0	0
DH10B	ECDH10B_1132	dinI	0	0	56.1	13.1	0	0	0	0
DH10B	ECDH10B_1133	pyrC	102.5	135.2	151.6	144.2	179.4	196.4	0	0
DH10B	ECDH10B_1134	yceB	160.8	149.5	230.2	159	48.2	156.5	194.8	0
DH10B	ECDH10B_1135	grxB	168.6	125.9	152.2	83.9	191.6	73.7	580.8	0
DH10B	ECDH10B_1136	mdtH	44	31.8	37.5	29.8	40.8	8.9	0	0
DH10B	ECDH10B_1137	rimJ	0	50	0	24.5	141.5	46.1	269.8	361.5
DH10B	ECDH10B_1138	yceH	122.2	233.9	89.8	44.6	34.4	133.1	0	0
DH10B	ECDH10B_1139	mviM	124.8	34.1	69.4	24.6	0	60	0	0
DH10B	ECDH10B_1140	yceN	33.9	52.6	145.7	80.4	31.1	107.3	0	220.3
DH10B	ECDH10B_1141	flgN	0	66.4	2.4	97.2	34.3	51.7	0	0
DH10B	ECDH10B_1142	flgM	20.5	28.8	0	22.7	0	55	0	0
DH10B	ECDH10B_1143	flgA	0	0	0	21	0	0	0	0
DH10B	ECDH10B_1144	flgB	0	0	0	0	0	0	0	0
DH10B	ECDH10B_1145	flgC	0	0	0	0	0	0	0	0
DH10B	ECDH10B_1146	flgD	0	0	0	0	0	0	0	0
DH10B	ECDH10B_1147	flgE	0	0	0	5.9	0	11.5	0	0
DH10B	ECDH10B_1148	flgF	0	0	0	0	0	0	0	0
DH10B	ECDH10B_1149	flgG	0	16.7	0	2.5	0	0	0	0
DH10B	ECDH10B_1150	flgH	0	0	18.3	3.2	0	0	0	0
DH10B	ECDH10B_1151	flgI	0	11.9	0	0.9	0	0	0	0
DH10B	ECDH10B_1152	flgJ	0	13.1	6.3	8.4	0	21.3	0	0
DH10B	ECDH10B_1153	flgK	10.4	11.2	22.2	7.5	8.7	0	0	0
DH10B	ECDH10B_1154	flgL	0	53.2	0	34.4	58.4	25	0	0
DH10B	ECDH10B_1155	rne	656.1	803.5	608.1	724.4	635.9	635.9	533.5	340.8
DH10B	ECDH10B_1156	yceQ	112.4	0	64.5	39.3	29.7	0	0	0
DH10B	ECDH10B_1157	rluC	179.6	62.5	199.2	255.8	290.1	178.1	177.1	146.9
DH10B	ECDH10B_1158	yceF	17.1	51.3	134.8	126.7	149.6	144.8	207.5	0
DH10B	ECDH10B_1160	yceD	1751.7	1715.8	3341.3	2514.9	2365.9	2220.3	2418.9	540.2
DH10B	ECDH10B_1161	rpmF	178.6	17.7	0	11.4	18.3	75.2	0	0
DH10B	ECDH10B_1162	plsX	231.2	252.9	481.5	683.4	601.8	516.3	56.7	579.3
DH10B	ECDH10B_1163	fabH	412	343.6	572.6	434.1	403.7	437.5	165.4	399.1
DH10B	ECDH10B_1164	fabD	1063	753.8	1009.3	1009.3	794	1215.6	313.3	651.9
DH10B	ECDH10B_1165	fabG	759.8	856.4	1105.4	1145.7	721	995.4	842.4	153.5
DH10B	ECDH10B_1166	acpP	2043.3	2402.6	2512.7	1581.6	1141.6	1397.2	307.4	0
DH10B	ECDH10B_1167	fabF	2231.2	1621.4	1369.4	1510.8	1249.4	1506.1	997.1	953.6
DH10B	ECDH10B_1168	pabC	105.2	150.1	56	104.6	25.5	120.7	89.9	0
DH10B	ECDH10B_1169	yceG	68.6	101.5	100.2	82.8	154	126.5	284.8	261.9
DH10B	ECDH10B_1170	tmk	118.7	85.1	32.3	91.2	54.5	84	0	0
DH10B	ECDH10B_1171	holB	86.8	85.8	73.6	137.2	147.3	143.3	0	84.2
DH10B	ECDH10B_1172	ycfH	64.1	110.9	133.4	189.2	233.3	107.1	517.3	176.7
DH10B	ECDH10B_1173	ptsG	313.9	292.4	439.4	346.7	237.5	204.6	67.7	236
DH10B	ECDH10B_1174	fhuE	18.3	2.5	135.5	143.2	66.9	47.5	133.1	45.1
DH10B	ECDH10B_1175	hinT	272.9	104.7	123.2	74.1	48.6	87.7	337.2	0
DH10B	ECDH10B_1176	ycfL	159.1	120.1	109.6	133.3	96.8	158.9	0	0
DH10B	ECDH10B_1177	ycfM	301.4	284.1	208.9	241.7	71.9	202.7	226.9	395.3
DH10B	ECDH10B_1178	thiK	46.2	33.6	56.2	83.6	57.9	86.8	0	0
DH10B	ECDH10B_1179	nagZ	206.2	147	101.9	162.8	76	96.8	0	0
DH10B	ECDH10B_1180	ycfP	360	284.8	114.4	172.9	46.9	130.5	0	0
DH10B	ECDH10B_1181	ndh	199.8	143.3	210	284	102.4	196.5	195.4	162.1
DH10B	ECDH10B_1182	ycfJ	117	193.8	266.6	168.4	386.1	158.3	0	156.7
DH10B	ECDH10B_1183	ycfQ	77.6	51.1	88.8	51.1	266.5	51.1	422	0
DH10B	ECDH10B_1184	ycfR	0	0	53.5	46	160.4	6	611.8	0
DH10B	ECDH10B_1185	ycfS	147.8	130.2	195.6	312.8	447.9	241.5	365.6	234.3
DH10B	ECDH10B_1186	mfd	140.5	231.9	142.4	149.1	140.8	119.1	102.1	118.6
DH10B	ECDH10B_1187	ycfT	14	0	16.5	13.6	10.4	0	0	78.8
DH10B	ECDH10B_1188	lolC	284.9	395.6	267.9	284.2	427	400.4	70.8	399.5
DH10B	ECDH10B_1189	lolD	181.4	156.7	214.9	166.5	396.7	143.7	0	0
DH10B	ECDH10B_1190	lolE	195.7	255.3	395.2	349.9	357.9	272.2	331.6	283.1
DH10B	ECDH10B_1191	nagK	204.5	281.8	321.1	243.8	286.2	214.5	0	0
DH10B	ECDH10B_1192	cobB	144.4	142	171.4	124.1	130.7	184.3	0	0
DH10B	ECDH10B_1193	ycfZ	0	0	0	13.8	0	60.5	215.4	0
DH10B	ECDH10B_1194	ymfA	0	0	25.6	31.6	0	20	0	0
DH10B	ECDH10B_1195	potD	201.1	200.6	252.4	378.1	117	279.5	220.3	0
DH10B	ECDH10B_1196	potC	66.8	34.8	218.3	151.1	0	113.3	0	0
DH10B	ECDH10B_1197	potB	70.2	63.2	283.4	106.8	115.3	67.9	0	0
DH10B	ECDH10B_1198	potA	123.5	275.4	381.6	492	410.1	296	299	322.4
DH10B	ECDH10B_1199	pepT	397.1	446.5	101.2	72.9	19.5	202.1	0	0
DH10B	ECDH10B_1200	ycfD	376.2	301.8	376.1	359.2	167.4	324	64.9	276.5
DH10B	ECDH10B_1201	phoQ	160.6	263.9	118.8	114.5	104.6	105.9	133	0
DH10B	ECDH10B_1202	phoP	194	161.5	143.8	131.6	23.7	83.7	180.7	314.7
DH10B	ECDH10B_1203	purB	148.5	180.2	237.3	228.7	196.2	260.6	433.9	0
DH10B	ECDH10B_1204	hflD	117.1	164.2	336.3	337.1	143.8	200.3	0	0
DH10B	ECDH10B_1205	mnmA	239.1	235.6	488.1	402	475.9	400	296.1	420.3
DH10B	ECDH10B_1206	nudJ	19.5	128.2	29.9	46.5	24.1	105	0	0
DH10B	ECDH10B_1207	rluE	168.6	102.4	143.2	139	124.1	140.1	0	43.1
DH10B	ECDH10B_1208	icd	1212.6	1221	3039.9	2641.9	1265.8	1990.2	475.5	845.3
DH10B	ECDH10B_1209	elbA	0	0	30.4	37.4	54	21.4	0	0
DH10B	ECDH10B_1210	ycgX	19.8	0	51.1	24.4	27.5	9.5	0	0
DH10B	ECDH10B_1211	ycgE	202.7	175.6	645.2	415.2	208.7	509.2	1044.9	366
DH10B	ECDH10B_1212	ycgF	54.6	87	532.8	538.6	334.8	556	260.5	162.9
DH10B	ECDH10B_1213	ycgZ	0	0	0	0	0	0	0	0
DH10B	ECDH10B_1214	ymgA	0	0	0	0	0	0	0	0
DH10B	ECDH10B_1215	ymgB	0	0	0	0	0	0	0	0
DH10B	ECDH10B_1216	ymgC	0	0	0	22.8	0	0	0	0
DH10B	ECDH10B_1217	ycgG	0	0	3.9	10.5	29.2	12.1	0	0
DH10B	ECDH10B_1218	ymgF	0	0	0	0	0	0	0	0
DH10B	ECDH10B_1220	ycgH	9.6	17.6	16.5	8.2	11.5	12.3	0	0
DH10B	ECDH10B_1222	ymgD	0	35	0	4.5	0	0	0	0
DH10B	ECDH10B_1223	ymgG	0	0	0	7.2	0	47.4	0	0
DH10B	ECDH10B_1224	ymgI	0	0	0	0	0	0	0	0
DH10B	ECDH10B_1225	ymgJ	0	0	0	0	0	0	0	0
DH10B	ECDH10B_1226	ycgI	0	8.9	0	4.3	0	0	0	0
DH10B	ECDH10B_1227	minE	116.4	0	118.2	53.7	0	60.6	0	0
DH10B	ECDH10B_1228	minD	505.6	449.6	234.1	389.9	260.4	296.5	14.9	277.5
DH10B	ECDH10B_1229	minC	376	365.9	194.1	221.5	91.5	201.4	0	0
DH10B	ECDH10B_1230	ycgJ	51.6	20.9	0	6	0	52.2	0	0
DH10B	ECDH10B_1231	ycgK	54.9	34.5	44.1	20.9	0	13.4	0	245.5
DH10B	ECDH10B_1232	ycgL	125.7	75.3	78.4	80.9	0	167.2	0	0
DH10B	ECDH10B_1233	ycgM	135.2	123.6	197.2	122.8	188.1	99.2	55.2	0
DH10B	ECDH10B_1234	ycgN	56.4	84.9	123.8	83.4	55.1	76.7	0	30.5
DH10B	ECDH10B_1235	hlyE	20.9	32.1	27	0	0	22.8	0	0
DH10B	ECDH10B_1236	umuD	0	0	0	0	0	0	0	0
DH10B	ECDH10B_1237	umuC	0	7.3	5.4	14	6.3	12.1	0	0
DH10B	ECDH10B_1238	dsbB	98.2	175.3	250.7	67.9	98.9	66.7	0	0
DH10B	ECDH10B_1239	nhaB	128.7	80.8	143.9	107.8	65	108.4	94.5	91.4
DH10B	ECDH10B_1240	fadR	353.7	453.1	384.8	351.1	300.6	372.2	168.6	0
DH10B	ECDH10B_1241	ycgB	37.9	42.2	93.3	93.3	58.1	35.7	324.7	0
DH10B	ECDH10B_1242	dadA	336.5	138.6	428.8	457.3	167.8	174.3	224.3	152
DH10B	ECDH10B_1243	dadX	268.7	142.3	593.8	569.8	196.1	137.3	56.7	0
DH10B	ECDH10B_1244	cvrA	178.9	124	147.6	123.6	63.2	135.2	0	154.2
DH10B	ECDH10B_1245	ldcA	118.3	50.5	8.6	29.4	57.4	33.7	0	0
DH10B	ECDH10B_1246	emtA	75.4	66.6	37.1	65	2.6	56.6	416.6	0
DH10B	ECDH10B_1247	ycgR	65.5	66	0	3.7	0	17.8	0	0
DH10B	ECDH10B_1248	ymgE	0	0	0	9.7	0	0	0	0
DH10B	ECDH10B_1249	ycgY	0	19.2	0	4.5	0	0	0	0
DH10B	ECDH10B_1250	treA	17.1	13.6	27.3	51.5	64.7	20.4	0	41.5
DH10B	ECDH10B_1251	dhaM	642.3	513	583	632.3	271.4	420.1	51.3	198.7
DH10B	ECDH10B_1252	dhaL	546.4	387.8	431.5	303.7	251.4	183.7	191.8	0
DH10B	ECDH10B_1253	dhaK	484.9	416	360.9	393.8	199.1	173.3	0	0
DH10B	ECDH10B_1254	dhaR	15.1	76.1	7.7	29.1	18.2	17.6	0	44.1
DH10B	ECDH10B_1255	ycgV	16.1	25	13.1	24.2	34.4	22.3	80.4	4.9
DH10B	ECDH10B_1256	ychF	197.4	384	254.6	431.5	336.7	375.9	289.1	206.6
DH10B	ECDH10B_1257	pth	46.3	111.8	62.4	73.5	35.4	21.1	0	0
DH10B	ECDH10B_1258	ychH	150.9	46.9	0	3.5	0	22.1	0	0
DH10B	ECDH10B_1259	ychM	77.6	88.4	96.8	88.1	133.6	88.9	0	0
DH10B	ECDH10B_1260	prsA	542.5	528.4	939.2	928.4	916.6	904.9	704.4	520.6
DH10B	ECDH10B_1261	ispE	150.6	99.3	140	100.6	97.1	177.2	128.2	0
DH10B	ECDH10B_1262	lolB	135	281.2	66.4	114.8	66.3	138.2	0	0
DH10B	ECDH10B_1263	hemA	129.2	333	275.3	280.9	264.6	545.3	67.6	33.7
DH10B	ECDH10B_1264	prfA	162.9	211.7	314.1	238.2	437.9	448	0	0
DH10B	ECDH10B_1265	prmC	198.4	65.5	126.5	189.3	209.9	152.4	203.8	0
DH10B	ECDH10B_1266	ychQ	163.3	68.5	125.4	90.5	36.4	96	0	0
DH10B	ECDH10B_1267	ychA	95.3	279.3	371.3	313.6	94.3	350.8	0	0
DH10B	ECDH10B_1268	kdsA	240.4	352.8	259.5	397.1	303.4	384.6	0	428.8
DH10B	ECDH10B_1269	ldrA	0	0	0	0	0	0	0	0
DH10B	ECDH10B_1271	ldrB	0	0	0	0	0	0	0	0
DH10B	ECDH10B_1273	ldrC	0	0	0	0	0	0	0	0
DH10B	ECDH10B_1275	chaA	188.5	183.1	341.2	213.4	226.9	271.4	88.2	371.4
DH10B	ECDH10B_1276	chaB	0	0	0	0	0	0	0	0
DH10B	ECDH10B_1277	chaC	63.4	22.1	82.2	114.7	73.2	70.8	314	81
DH10B	ECDH10B_1278	ychN	288.9	86.9	66.8	86.6	45	108.8	0	0
DH10B	ECDH10B_1279	ychO	30.9	61.8	101.1	134.6	35.4	61.3	0	0
DH10B	ECDH10B_1280	narL	32.3	63.8	30.3	24.7	178.5	27.2	0	151.6
DH10B	ECDH10B_1281	narX	0	34.3	36.2	36.6	54	18.9	6.8	172.6
DH10B	ECDH10B_1282	narK	27.4	22.1	0	2.5	0	17.2	0	0
DH10B	ECDH10B_1283	narG	35.9	56.7	4.5	3.4	0	28	0	0
DH10B	ECDH10B_1284	narH	45.6	96.5	14.1	5.5	0	11.5	0	0
DH10B	ECDH10B_1285	narJ	35.3	30.3	20.8	0	0	0	0	0
DH10B	ECDH10B_1286	narI	0	85.1	0	13.8	0	17	0	0
DH10B	ECDH10B_1287	ychS	0	25.1	0	35.8	34.6	150.7	0	0
DH10B	ECDH10B_1289	tpr	0	0	0	0	0	0	0	0
DH10B	ECDH10B_1292	purU	198.6	262	141.5	255	207.7	177.2	0	133.8
DH10B	ECDH10B_1293	ychJ	59	53.6	242.7	107.7	128.3	125.8	0	0
DH10B	ECDH10B_1294	rssA	117.8	101.8	210.8	157.7	32	149.1	552.4	179
DH10B	ECDH10B_1295	rssB	141.4	39.5	85.6	93.8	54.9	88.9	251.4	0
DH10B	ECDH10B_1296	galU	364	320	647.5	474.9	231.1	216.9	66.8	77.6
DH10B	ECDH10B_1297	hns	3351.7	4457	4155.8	3379.3	2883.1	2516.8	2170.1	2179.7
DH10B	ECDH10B_1298	tdk	8.1	0	30.3	32.4	95.3	56.1	157.2	0
DH10B	ECDH10B_1300	insZ	30.2	187	62.7	92.8	58.5	44.6	176	267.2
DH10B	ECDH10B_1302	adhE	3977.1	4690.2	2274.1	2638.1	1612.3	1581.9	471.8	774.5
DH10B	ECDH10B_1303	ychE	137.7	52.2	105	122.4	196.5	116.5	0	0
DH10B	ECDH10B_1305	oppA	3453.8	4264.7	4528.1	5649.4	1923	4073.2	1354	630.7
DH10B	ECDH10B_1306	oppB	288.5	342.5	566.3	433.8	318	676.4	316.4	0
DH10B	ECDH10B_1307	oppC	550.4	706	1438.3	1173.7	523.5	953.1	333.9	341.3
DH10B	ECDH10B_1308	oppD	620.9	822.6	1719.1	1366.5	754.9	1025.3	490.9	319.8
DH10B	ECDH10B_1309	oppF	342.2	460.9	937.9	1326.7	655.6	1107.3	108.7	98.2
DH10B	ECDH10B_1310	yciU	124.6	83.9	140.4	211.1	24.1	98	0	897.3
DH10B	ECDH10B_1311	cls	138.6	134.8	49.9	121.4	169.9	148.6	0	96.5
DH10B	ECDH10B_1312	kch	42.4	21.5	99.9	37.6	27.9	38.7	0	0
DH10B	ECDH10B_1313	int	28.9	41.2	15.8	21.5	39.4	21.5	87.3	0
DH10B	ECDH10B_1314	xis	0	0	0	0	0	38.9	0	0
DH10B	ECDH10B_1315	no_gene_name	0	0	0	0	0	0	0	0
DH10B	ECDH10B_1316	no_gene_name	21.5	15.6	0	8.6	0	0	0	0
DH10B	ECDH10B_1317	no_gene_name	0	0	0	9.7	0	0	0	0
DH10B	ECDH10B_1318	exo	0	11.3	0	0	35.1	0	0	0
DH10B	ECDH10B_1319	bet	0	15.9	14	2.7	0	10.9	0	0
DH10B	ECDH10B_1320	no_gene_name	0	0	0	8.8	0	0	0	0
DH10B	ECDH10B_1321	no_gene_name	19.7	24.6	0	8.2	3.3	26.2	0	0
DH10B	ECDH10B_1322	no_gene_name	0	0	0	6.7	0	12.1	0	0
DH10B	ECDH10B_1323	kil	0	0	0	0	0	0	0	0
DH10B	ECDH10B_1324	no_gene_name	0	0	0	0	0	0	0	0
DH10B	ECDH10B_1325	no_gene_name	0	0	0	0	0	0	0	0
DH10B	ECDH10B_1326	N	0	0	0	0	0	0	0	0
DH10B	ECDH10B_1327	40	401.3	172.2	69.4	258.8	82.6	140.3	0	130.1
DH10B	ECDH10B_1328	cI	358.2	218.6	81.8	228.3	279.8	222	0	0
DH10B	ECDH10B_1329	30	0	0	0	0	0	0	0	0
DH10B	ECDH10B_1330	cII	0	0	0	13.6	0	0	0	0
DH10B	ECDH10B_1331	15	0	0	0	2.4	0	6.8	0	0
DH10B	ECDH10B_1332	14	0	0	10	0	0	0	0	0
DH10B	ECDH10B_1333	no_gene_name	0	11.8	15.1	5.5	30.9	31	0	0
DH10B	ECDH10B_1334	no_gene_name	17.9	24.4	35.2	15.2	0	18.3	0	0
DH10B	ECDH10B_1335	no_gene_name	0	0	0	8.5	16.7	0	0	0
DH10B	ECDH10B_1336	rap	21.9	9.6	30.7	13.9	29.7	62.4	0	0
DH10B	ECDH10B_1337	17	3.7	0	20.7	0	15.7	9.5	0	0
DH10B	ECDH10B_1338	18	0	0	0	0	0	0	0	0
DH10B	ECDH10B_1339	19	0	0	0	0	0	9.3	0	0
DH10B	ECDH10B_1340	Rz	0	0	32.2	15.1	0	35.2	0	0
DH10B	ECDH10B_1341	Rz1	0	0	0	0	0	0	0	0
DH10B	ECDH10B_1342	rha	0	20.8	0	22.7	0	0	0	0
DH10B	ECDH10B_1343	no_gene_name	365.2	269	195.6	205.3	139.7	113.9	256.6	0
DH10B	ECDH10B_1344	no_gene_name	0	99.9	34.1	12.8	0	0	0	0
DH10B	ECDH10B_1345	no_gene_name	0	0	6.8	8.8	0	7.4	0	0
DH10B	ECDH10B_1346	1	0	0	18.1	9.5	0	0	289.1	0
DH10B	ECDH10B_1347	2	0	0	0	9.3	14.9	11.2	0	0
DH10B	ECDH10B_1348	W	0	0	0	0	0	0	0	0
DH10B	ECDH10B_1349	B	1.3	4.3	7.4	7.1	13	4.4	0	0
DH10B	ECDH10B_1350	C	0	8	2.2	5.3	0	0	0	0
DH10B	ECDH10B_1351	D	0	0	0	0	0	0	0	0
DH10B	ECDH10B_1352	5	0	0	0	0	29.6	0	0	0
DH10B	ECDH10B_1353	cynS	0	0	0	0	0	0	0	0
DH10B	ECDH10B_1354	cynX	5.2	20	0	17.3	13.8	22	0	0
DH10B	ECDH10B_1355	lacA	0	318.1	25.8	81.2	0	71.7	0	0
DH10B	ECDH10B_1356	lacY	10.4	289.6	0	113.3	6.3	86	0	0
DH10B	ECDH10B_1357	lacI	392.5	401.4	539	537.3	590.7	512.7	224.2	637.9
DH10B	ECDH10B_1358	mhpR	0	0	45.8	51.3	28.5	0	0	59.5
DH10B	ECDH10B_1359	mhpA	0	6	20.1	2.8	0	0	0	0
DH10B	ECDH10B_1360	mhpB	0	8.1	0	0	0	19.6	0	0
DH10B	ECDH10B_1361	mhpC	0	0	0	11.5	0	0	0	0
DH10B	ECDH10B_1362	tnpX	84.6	84.4	19.7	35.6	37.2	72.7	0	0
DH10B	ECDH10B_1363	tnpR	0	4.2	82.2	23.7	0	32.1	0	0
DH10B	ECDH10B_1364	tnpA	52	66.7	10.2	23.6	7.9	23.8	0	0
DH10B	ECDH10B_1365	kch	7.1	40.4	71.4	23.5	15.8	32.8	0	0
DH10B	ECDH10B_1366	yciI	0	2.6	0	54.1	0	31.1	0	0
DH10B	ECDH10B_1367	tonB	25.1	15	135.6	182.2	141.5	102.7	0	0
DH10B	ECDH10B_1368	yciA	80.4	167.8	128.5	86.7	139.6	144.8	0	0
DH10B	ECDH10B_1369	yciB	120.7	129.7	177.1	215.1	303.6	145.5	22.5	678.9
DH10B	ECDH10B_1370	yciC	237.2	203.7	124.6	154.4	111.2	141.8	0	113.7
DH10B	ECDH10B_1371	ompW	924.1	470.8	0	4.6	0	197.6	0	0
DH10B	ECDH10B_1372	yciE	77.1	159.4	31.1	9.3	0	101.8	0	0
DH10B	ECDH10B_1373	yciF	0	10.8	0	12.3	25.4	0	0	0
DH10B	ECDH10B_1374	yciG	0	0	0	0	0	0	0	0
DH10B	ECDH10B_1375	trpA	43.5	54.3	114.8	116	0	27.7	210.6	0
DH10B	ECDH10B_1376	trpB	15.1	37.4	230.4	139.7	142.6	129	81.3	0
DH10B	ECDH10B_1377	trpC	30.2	87.8	97.9	108.7	144	102.6	169.7	0
DH10B	ECDH10B_1378	trpD	17.6	12.1	21	23.8	4	18.8	0	0
DH10B	ECDH10B_1379	trpE	0	16.7	19.6	11.9	0	36.5	15.5	0
DH10B	ECDH10B_1380	trpL	0	0	0	0	0	0	0	0
DH10B	ECDH10B_1381	trpH	31.8	37.5	55.9	89.4	74	48	0	159.9
DH10B	ECDH10B_1382	yciO	53.3	102.8	135	117.4	302.4	126.5	0	658.4
DH10B	ECDH10B_1383	yciQ	27	19.5	31.7	39.1	62.1	43.5	0	119
DH10B	ECDH10B_1384	rluB	125.9	268.8	387.2	291.7	325.2	567	110.9	515.1
DH10B	ECDH10B_1385	btuR	42.4	19.5	180.2	120	358.2	159	0	429.4
DH10B	ECDH10B_1386	yciK	68.7	19.3	29.9	93.8	56.6	55.8	463.9	0
DH10B	ECDH10B_1387	sohB	295.1	370.8	327.7	259.8	137.9	296.3	11.6	0
DH10B	ECDH10B_1388	yciN	274.5	116	0	57.9	0	0	48.2	0
DH10B	ECDH10B_1389	topA	417.6	509.1	685	598.4	474.7	595.5	537.4	379.9
DH10B	ECDH10B_1390	cysB	308.5	511.4	851.5	578.6	460.3	386.2	485.6	390.5
DH10B	ECDH10B_1391	ymiA	0	0	0	0	0	0	0	0
DH10B	ECDH10B_1392	yciX	0	41.2	0	14.7	0	36.7	0	0
DH10B	ECDH10B_1393	acnA	80.2	67.9	146.6	127.6	61.9	79.7	45.4	115.9
DH10B	ECDH10B_1394	ribA	181.5	57.3	106.8	133.4	0	177.2	0	0
DH10B	ECDH10B_1395	pgpB	48.5	80.5	25.8	44.2	0	25.2	0	0
DH10B	ECDH10B_1396	yciS	29.2	112.1	57.4	41.6	0	57.3	0	0
DH10B	ECDH10B_1397	yciM	193.7	234.1	118	145.1	138.7	198.8	0	0
DH10B	ECDH10B_1398	pyrF	81.5	45.9	157.6	146	56.1	104.3	65.8	0
DH10B	ECDH10B_1399	yciH	0	0	21.1	46.1	58.4	14.1	0	646.8
DH10B	ECDH10B_1400	osmB	0	56.2	0	0	0	77.4	0	0
DH10B	ECDH10B_1401	yciT	76.2	110.8	123.6	85.3	78.5	116	0	0
DH10B	ECDH10B_1402	gmr	42.4	21.7	21.8	26	60.1	11.6	0	0
DH10B	ECDH10B_1403	rnb	135.2	184.5	238.5	202.5	335.6	302.1	834.5	109.3
DH10B	ECDH10B_1404	yciW	0	12.3	80.4	61.8	101.6	96.9	699.6	162.5
DH10B	ECDH10B_1405	fabI	526.1	919.7	437.4	825.2	433.7	613.9	338.5	0
DH10B	ECDH10B_1406	ycjD	0	23.9	0	14	13.5	56.6	0	0
DH10B	ECDH10B_1407	sapF	72.1	66.7	70.9	36.1	69	43.9	0	0
DH10B	ECDH10B_1408	sapD	40.4	29.4	87.4	76.4	59.3	64.4	0	127.8
DH10B	ECDH10B_1409	sapC	0	44	67.5	41.3	64.3	19.9	0	0
DH10B	ECDH10B_1410	sapB	24.9	55.8	5.1	41.9	0	46.2	100.5	0
DH10B	ECDH10B_1411	sapA	48.8	41.7	31.8	79.7	115.2	45.9	88.6	154.4
DH10B	ECDH10B_1412	ymjA	28.5	103.2	164.3	17.1	0	81.4	0	0
DH10B	ECDH10B_1413	puuP	0	7.8	166.5	60.3	156.2	137.2	8.8	111.9
DH10B	ECDH10B_1414	puuA	43.1	15.7	583.7	308.7	431.8	381.5	778.6	228.5
DH10B	ECDH10B_1415	puuD	14.4	3	235.9	144.7	247.6	270.8	158.7	1363.9
DH10B	ECDH10B_1416	puuR	19.8	9.7	381.7	275.4	185.4	281.5	848.6	353.8
DH10B	ECDH10B_1417	puuC	2.7	0	74.2	42.2	90.9	41.9	89.8	0
DH10B	ECDH10B_1418	puuB	0	0	30	12	13.7	7.2	0	0
DH10B	ECDH10B_1419	puuE	8.7	7.9	17.1	26.5	0	9.7	0	0
DH10B	ECDH10B_1420	pspF	6.2	23.6	18.1	13.6	0	15.7	0	0
DH10B	ECDH10B_1421	pspA	302.7	108.1	228.4	105.3	761.2	689.5	3557	6301.7
DH10B	ECDH10B_1422	pspB	0	0	0	0	42.4	61.6	0	0
DH10B	ECDH10B_1423	pspC	0	0	0	19.9	0	32.1	775.7	1410
DH10B	ECDH10B_1424	pspD	0	0	0	5.6	0	0	0	0
DH10B	ECDH10B_1425	pspE	534.7	500.8	93.9	111.4	333.5	511	1541.7	805.7
DH10B	ECDH10B_1426	ycjM	0	4.6	0	1.6	0	20.2	93.9	142.7
DH10B	ECDH10B_1427	ycjN	0	0	0	0	0	0	0	0
DH10B	ECDH10B_1428	ycjO	0	0	0	0	0	6.1	0	0
DH10B	ECDH10B_1429	ycjP	0	0	0	3.8	15.1	0	0	0
DH10B	ECDH10B_1430	ycjQ	9.5	2.2	0	0	0	21.9	0	0
DH10B	ECDH10B_1431	ycjR	12.7	1	7.5	10	0	8.8	0	0
DH10B	ECDH10B_1432	ycjS	0	0	0	2.1	0	0	0	40.1
DH10B	ECDH10B_1433	ycjT	6.2	0	0	10.7	7.7	3.7	0	0
