Chr	Locus	Gene Name	EF State 1	EF State 2	EF State 3	EF State 4	EF State 5	EF State 6	EF State 7	EF State 8
DH10B	ECDH10B_0749	fldA	514.2	325.8	634.2	434.2	290.4	470.4	463.3	351.2
DH10B	ECDH10B_0750	ybfE	102.5	156.2	56.8	49.2	170.7	101.8	113.3	52.3
DH10B	ECDH10B_0751	ybfF	104.6	111.2	115	157.7	150	141.2	162.3	198
DH10B	ECDH10B_0752	seqA	51.7	204.1	232	166	190.5	228.3	198.2	278
DH10B	ECDH10B_0753	pgm	288.6	424.4	331.8	258.8	311.4	363.1	268.9	401.9
DH10B	ECDH10B_0754	ybfP	18.1	25.5	0	61.7	27.2	11.9	12.2	20.1
DH10B	ECDH10B_0756	ybfG	24.6	12.4	0	0	0	4.1	8.1	0
DH10B	ECDH10B_0758	potE	7.8	6.6	24.1	2.4	14.3	8.1	7.5	7.3
DH10B	ECDH10B_0759	speF	2.8	14.3	0	3.4	2	5.8	4.5	11.7
DH10B	ECDH10B_0760	kdpE	41	6.5	36.9	2.4	0	64.4	38	19.1
DH10B	ECDH10B_0761	kdpD	17.4	16.5	39	16.8	30	34.4	49.9	32.5
DH10B	ECDH10B_0762	kdpC	13.1	14	7.9	7.5	51.6	28.5	29.1	0
DH10B	ECDH10B_0763	kdpB	5.3	6.7	1.5	0	12.7	9.6	5.2	3.8
DH10B	ECDH10B_0764	kdpA	7.6	2.5	0	0	0	3.6	0	2.5
DH10B	ECDH10B_0765	kdpF	0	0	0	0	0	0	0	0
DH10B	ECDH10B_0766	ybfA	9.1	21.3	51.3	67.3	0	27.9	0	0
DH10B	ECDH10B_0767	rhsC	37.2	36	17	34.5	34	32.2	45.5	38.1
DH10B	ECDH10B_0768	ybfB	14.4	12.5	0	0	0	0	0	12
DH10B	ECDH10B_0769	ybfO	25.9	16.9	12.7	7.1	25	18.5	8.4	32
DH10B	ECDH10B_0770	ybfC	14	17.7	0	20.7	0	18.6	5.3	29.1
DH10B	ECDH10B_0771	ybfQ	0	1.9	0	0	0	0	0	0
DH10B	ECDH10B_0772	ybfL	20.7	8.1	11.3	8	0	9.6	0	0
DH10B	ECDH10B_0773	ybfD	0	7.9	25.9	15.5	0	5.8	7	7.1
DH10B	ECDH10B_0774	ybgA	14.8	10.5	16.4	26.3	52.7	20.4	0	47.3
DH10B	ECDH10B_0775	phr	64.7	36.7	62.5	98.6	113.1	58.7	70.4	115.5
DH10B	ECDH10B_0776	ybgH	34.6	18.6	13.8	19.2	12.1	19.6	25.5	52.7
DH10B	ECDH10B_0777	ybgI	79.1	80.2	166.2	123.9	157.8	203.2	179.1	223.5
DH10B	ECDH10B_0778	ybgJ	58	86.2	115.4	85.7	184.2	155.6	203.9	203
DH10B	ECDH10B_0779	ybgK	160.4	110.8	99.2	148.8	217.1	174.6	137.1	196
DH10B	ECDH10B_0780	ybgL	129.4	129.9	167.2	173.6	119.5	175.6	142.1	175.7
DH10B	ECDH10B_0781	nei	38	70.5	49.8	61.6	74.7	57.3	31.5	16.4
DH10B	ECDH10B_0782	abrB	53.5	47.2	72.4	20	28.3	26.9	12.3	32.3
DH10B	ECDH10B_0783	ybgO	19.9	7.7	0	2	34.6	8.2	0	11.6
DH10B	ECDH10B_0784	ybgP	3.9	8.9	11.4	14.7	0	8.8	12.5	0
DH10B	ECDH10B_0785	ybgQ	3.1	9.6	5.6	8.1	4.8	5.6	6.8	7.4
DH10B	ECDH10B_0786	ybgD	0	10	0	12.3	39.5	8.2	42.7	6.9
DH10B	ECDH10B_0787	gltA	283.4	641.3	1189.1	1511.6	1440.3	1469.2	1197.9	1859.5
DH10B	ECDH10B_0788	sdhC	348.8	480.8	1085.2	932.1	724	484.2	760.8	530.7
DH10B	ECDH10B_0789	sdhD	51.4	357.8	699.6	639.4	932.5	667.1	1057.1	572.2
DH10B	ECDH10B_0790	sdhA	386.3	642	1334.9	1660	1457	1282.1	1519.9	1546
DH10B	ECDH10B_0791	sdhB	384.7	767.4	1209.1	1378.1	1654.1	1321.8	1321.7	1408.9
DH10B	ECDH10B_0792	sucA	413.6	883.9	1492.3	1548.6	1567.3	2059.3	1756.2	2010.6
DH10B	ECDH10B_0793	sucB	664.4	1283.9	2372.5	2342.7	2055.6	2650.1	2402.6	2404.4
DH10B	ECDH10B_0794	sucC	711.6	1113.7	1968.6	2043.5	2120.1	1986.4	1892	1909.4
DH10B	ECDH10B_0795	sucD	479.4	975.5	1628.5	1374.9	1202.5	1791.4	1265.9	2203.7
DH10B	ECDH10B_0796	mngR	104.2	106.3	71.3	90.5	26	139.7	171.7	98.1
DH10B	ECDH10B_0797	mngA	1.7	3.8	0	0	0	2.8	2.3	2.9
DH10B	ECDH10B_0798	mngB	7.5	12.9	22.2	4.3	3.7	11.7	2.3	5
DH10B	ECDH10B_0799	cydA	1210.3	915.6	221.9	190.7	337.7	304	499.8	433.1
DH10B	ECDH10B_0800	cydB	1075.7	996.1	416.5	208.8	361.7	228.2	519.9	435.9
DH10B	ECDH10B_0801	ybgT	16.5	0	0	0	0	0	0	0
DH10B	ECDH10B_0802	ybgE	182.5	158.9	95.5	74.8	30.5	68.1	159.6	144.7
DH10B	ECDH10B_0803	ybgC	102.3	222.9	97.4	319	181.5	163.6	59.8	212.3
DH10B	ECDH10B_0804	tolQ	247.9	277.4	278	335.8	263.9	278.1	185.7	320.9
DH10B	ECDH10B_0805	tolR	200.8	184.7	411.9	339.9	257	237.6	284.1	317.2
DH10B	ECDH10B_0806	tolA	552.2	569.4	559.5	1106.6	589.1	504.5	569.2	551.7
DH10B	ECDH10B_0807	tolB	469.7	760.2	638.2	721.5	832	735.4	435.5	622.1
DH10B	ECDH10B_0808	pal	3055.3	3381.3	3812.6	4325.2	2909.1	2781.5	1308	1493
DH10B	ECDH10B_0809	ybgF	863	876	843.7	784.6	636.1	696.2	429.1	421
DH10B	ECDH10B_0817	nadA	103.3	81.9	199.1	198.7	229.3	320.6	316.8	286.1
DH10B	ECDH10B_0818	pnuC	81.7	114.2	162.2	87.1	454.4	257.7	176.6	127.4
DH10B	ECDH10B_0819	zitB	20.5	70.2	73.3	58.1	209.4	116.7	69.9	79.4
DH10B	ECDH10B_0820	ybgS	0	9.5	101.5	0	30.6	19.8	29.8	23
DH10B	ECDH10B_0821	aroG	349.6	403.6	928.4	851.3	1118.6	1260.7	1095.5	1300.6
DH10B	ECDH10B_0822	gpmA	455.1	752.3	1039.5	1789.3	854.8	1160.1	958	629.1
DH10B	ECDH10B_0823	galM	113.5	106.6	64.8	111.2	222.2	229.4	207.2	212.2
DH10B	ECDH10B_0825	galK	59.8	49	27.7	26.6	346.4	178.8	338.6	221.1
DH10B	ECDH10B_0826	galT	104.8	65.1	97.8	58.4	1341.7	1440.1	1474.1	1862.8
DH10B	ECDH10B_0827	galE	114.3	90.8	47	18.5	2122.5	1847.7	1779.6	1903.8
DH10B	ECDH10B_0828	modF	93.6	104.8	159.1	123	107.7	137	150.6	113.7
DH10B	ECDH10B_0829	modE	41.8	95.4	139.4	108.7	92	97.8	92.1	89.9
DH10B	ECDH10B_0830	ybhT	0	0	0	0	0	0	0	0
DH10B	ECDH10B_0831	modA	54.1	77.7	66.6	74.8	143.6	96.8	116.4	86.2
DH10B	ECDH10B_0832	modB	100.3	78.9	59.4	29.5	61.1	44.7	79	90.1
DH10B	ECDH10B_0833	modC	58.7	52.6	82.4	41.5	77	64.9	39.3	66.4
DH10B	ECDH10B_0834	ybhA	25.9	77.5	114.8	32.1	117.1	96.8	75.8	107.6
DH10B	ECDH10B_0835	pgl	107.8	116.5	174.4	130.3	149.4	183.7	241.7	194.5
DH10B	ECDH10B_0836	ybhD	24.2	11.9	4	28.7	0	18.4	0	23.4
DH10B	ECDH10B_0837	ybhH	0	0	0	7.1	0	1.7	0	0
DH10B	ECDH10B_0838	ybhI	2.3	0.2	0	0	0	2.4	0	0
DH10B	ECDH10B_0839	ybhJ	19.8	32.5	23.5	14.9	39.6	31.2	33.5	35.1
DH10B	ECDH10B_0840	ybhC	114.8	136.8	153.6	204.6	155.7	231.4	136.2	160.7
DH10B	ECDH10B_0841	ybhB	56.3	95	87.5	24.7	39.5	59.9	46	39.9
DH10B	ECDH10B_0842	bioA	264.6	250.1	349.2	391.9	179.3	166.4	66.3	161.6
DH10B	ECDH10B_0843	bioB	318.8	353	703.8	623.7	321.2	391.3	205.8	244.1
DH10B	ECDH10B_0844	bioF	619.5	455.9	1270.6	938.1	474.2	448.9	251.7	318.7
DH10B	ECDH10B_0845	bioC	284.6	291.2	572.8	440.4	237.2	275.4	117.1	209.9
DH10B	ECDH10B_0846	bioD	254.8	308.2	599.6	516.4	142.8	242.6	298.1	116.2
DH10B	ECDH10B_0847	uvrB	156.9	162	241.2	281.3	126.4	169.5	227.6	190.7
DH10B	ECDH10B_0848	ybhK	136.2	86.6	140.2	86.7	139.1	155.9	104.9	149.7
DH10B	ECDH10B_0849	moaA	224.4	284.7	106.5	76.4	92.4	95.1	61.2	93.9
DH10B	ECDH10B_0850	moaB	28.4	86.8	103.5	48.1	78.6	82.9	0	87.6
DH10B	ECDH10B_0851	moaC	48.4	35.1	57.7	80.5	16.6	54.1	42.1	35.4
DH10B	ECDH10B_0852	moaD	0	9.6	0	50.1	58.3	27.3	0	0
DH10B	ECDH10B_0853	moaE	61.3	59.9	25.1	17.8	172.2	103	50.1	27.3
DH10B	ECDH10B_0854	ybhL	40.7	94.9	136.6	70.7	127.2	203.9	318.9	167.8
DH10B	ECDH10B_0855	ybhM	8.6	2.4	0	0	0	4.3	14.8	0
DH10B	ECDH10B_0856	ybhN	21.6	10.6	23	36.4	13.1	9.3	40.3	27.7
DH10B	ECDH10B_0857	ybhO	0	3	23.8	13.8	10.8	22.7	12.8	39.8
DH10B	ECDH10B_0858	ybhP	17.3	1.7	46.8	35.9	14.1	24.1	41.7	35.6
DH10B	ECDH10B_0859	ybhQ	120.3	29.6	132.9	50.9	100.3	65.3	93.9	125.5
DH10B	ECDH10B_0860	ybhR	26.8	38.4	59.6	40.2	83.4	47.3	34.9	63
DH10B	ECDH10B_0861	ybhS	14.1	23.1	0	2.4	15.8	21.1	17.4	37.5
DH10B	ECDH10B_0862	ybhF	15.4	30.1	33.2	28.7	24.3	44.2	22.7	42.7
DH10B	ECDH10B_0863	ybhG	33.9	33.3	19.7	24.7	49.4	29.7	53	58.9
DH10B	ECDH10B_0864	ybiH	44.8	48.9	0	1.6	80	40.5	54.1	42.7
DH10B	ECDH10B_0865	rhlE	707.7	647.7	246.7	345.3	149.7	96.6	114.2	80
DH10B	ECDH10B_0866	ybiA	30.2	83.3	36.1	0	40.8	19	7.8	33.1
DH10B	ECDH10B_0867	dinG	154.5	117	53.9	112.4	100	117.6	194.6	129.6
DH10B	ECDH10B_0868	ybiB	42.5	75.1	67.7	39	41	70.5	53.4	104.3
DH10B	ECDH10B_0869	ybiC	28.6	41.3	122.2	81	133.7	139.6	110.1	155
DH10B	ECDH10B_0870	ybiJ	57.7	22.4	0	12.3	99.6	2.8	101.5	4.6
DH10B	ECDH10B_0871	ybiI	0	9.5	0	0	0	38.3	28.3	18.1
DH10B	ECDH10B_0872	ybiX	16.7	14	30.2	59.3	140.2	181.7	60.3	58.3
DH10B	ECDH10B_0873	fiu	12.4	20.1	215.3	153.4	262.3	430.2	62.3	69.7
DH10B	ECDH10B_0874	ybiM	23.4	3	0	0	0	0	0	0
DH10B	ECDH10B_0875	ybiN	31	42.2	85.9	54.9	39.6	40.1	42.5	25.4
DH10B	ECDH10B_0876	ybiO	7.4	14.5	32.4	11.6	28.6	24.6	36.7	31.9
DH10B	ECDH10B_0877	glnQ	31.3	33.4	165.7	153.5	182.3	346.5	368.5	509.6
DH10B	ECDH10B_0878	glnP	47.1	54.5	173.5	143	210.5	236.2	237.4	340.1
DH10B	ECDH10B_0879	glnH	40.3	56.8	378.7	217.5	351.6	505.3	481.3	716.6
DH10B	ECDH10B_0880	dps	32.7	69.8	207.7	194.7	88.9	203.5	141.2	186.2
DH10B	ECDH10B_0881	rhtA	71.6	45.7	53.8	29.6	25.2	18.4	26.4	3.1
DH10B	ECDH10B_0882	ompX	1342	1044.9	461.5	284.7	205	241	180.4	175.4
DH10B	ECDH10B_0883	ybiP	114.4	175.6	71.8	49.8	27.2	30.4	13.9	17.7
DH10B	ECDH10B_0884	yliL	151.7	260.1	30.9	99.3	249	90.6	131.8	86
DH10B	ECDH10B_0886	mntR	190.1	191.9	685.5	278.4	346.7	220.3	564.5	283
DH10B	ECDH10B_0887	ybiR	86.7	68.1	111.8	98.2	190.7	95.7	152.2	105.7
DH10B	ECDH10B_0888	ybiS	256.6	272	208.3	253.2	290.1	302.7	258.1	234.6
DH10B	ECDH10B_0889	ybiT	357.3	295.4	431.8	336.6	140.7	140	209.1	118.6
DH10B	ECDH10B_0890	ybiU	26.4	40.1	33.5	22.4	34	39.1	38.3	38.4
DH10B	ECDH10B_0891	ybiV	19	42	14.9	28.3	42.8	67.8	24.1	64.3
DH10B	ECDH10B_0892	ybiW	17.6	10.8	18.4	18.3	20.3	12.3	10.9	17.9
DH10B	ECDH10B_0893	ybiY	29.5	5.8	0	0	0	9	18.8	5.2
DH10B	ECDH10B_0894	fsaA	34.1	32.6	16	11.3	0	15.7	5.7	8.6
DH10B	ECDH10B_0895	moeB	56.5	82.7	56.6	54.3	95.6	72	37.3	75.2
DH10B	ECDH10B_0896	moeA	50.7	78.5	97	56	56.6	75.1	92.5	88.6
DH10B	ECDH10B_0897	iaaA	58.5	36.4	95.8	40	64	91.4	64.3	120.6
DH10B	ECDH10B_0898	gsiA	21.4	41.9	45.8	71.6	82.4	65.8	89.8	96.1
DH10B	ECDH10B_0899	gsiB	54.4	44.2	19.7	92.3	34.4	68.8	64.9	87
DH10B	ECDH10B_0900	gsiC	37.8	31.5	22.2	26.8	31.1	44.3	55.1	57
DH10B	ECDH10B_0901	gsiD	19.6	23	5	34.1	9.8	16.3	28.2	15.9
DH10B	ECDH10B_0902	yliE	6.4	7.9	10	15.7	19.8	13.7	16.1	4.2
DH10B	ECDH10B_0903	yliF	39.3	31.9	6.3	18.6	26.3	16.6	10.8	13.8
DH10B	ECDH10B_0904	yliG	140.2	126.1	129.3	277.4	91.3	94.5	41.7	71.2
DH10B	ECDH10B_0905	bssR	60.1	90.8	0	125.7	53.7	10.7	11.8	28.3
DH10B	ECDH10B_0906	yliI	33.7	28.7	0	29.3	25.7	27.6	53.6	51.4
DH10B	ECDH10B_0907	yliJ	140.4	119.1	222.6	145.4	407.5	293.9	115.9	164.1
DH10B	ECDH10B_0908	dacC	63	83.6	107.8	116.8	123.7	95.7	207	146.5
DH10B	ECDH10B_0909	deoR	76.9	100.9	166.9	84.8	79.1	120.4	61.8	84.3
DH10B	ECDH10B_0910	ybjG	28.4	41.8	0	0	60.1	25.2	38	35.9
DH10B	ECDH10B_0911	cmr	42	34.9	3.7	84.4	21.8	22.8	14.1	12
DH10B	ECDH10B_0912	ybjH	0	29.4	53.2	64	0	20.3	45.2	18
DH10B	ECDH10B_0913	ybjI	60.6	30.6	90.2	26.3	70.3	81.3	90	61.8
DH10B	ECDH10B_0914	ybjJ	36.2	50.9	32.6	43.9	59.3	64.4	43.8	71.9
DH10B	ECDH10B_0915	ybjK	11.4	44.1	0	31	46.7	29.2	26.8	69.7
DH10B	ECDH10B_0917	ybjL	108.9	88	81.9	50.9	72.3	41.9	52.5	87.9
DH10B	ECDH10B_0918	ybjM	27.4	10.4	0	0	0	9	18	27.9
DH10B	ECDH10B_0919	grxA	0	0	0	0	0	24.4	0	0
DH10B	ECDH10B_0920	ybjC	4.9	31.8	39.5	0	3.1	26.9	10.5	2.1
DH10B	ECDH10B_0921	nfsA	41	25.3	44.1	36.3	24.8	39.5	47.1	23.4
DH10B	ECDH10B_0922	rimK	113.1	87.2	119.3	57	48.6	47.3	13.4	31.1
DH10B	ECDH10B_0923	ybjN	105.6	148.2	112.9	93.3	24.4	107.3	95.2	53.8
DH10B	ECDH10B_0924	potF	17.3	26.5	0	67.4	77.3	94.8	38.8	111.4
DH10B	ECDH10B_0925	potG	13.3	22.8	135.8	53.4	25.3	60.9	68.1	77.4
DH10B	ECDH10B_0926	potH	0	13.9	38.2	27	2.8	25.4	36.5	38
DH10B	ECDH10B_0927	potI	15	17.7	95	65.9	78.4	26.6	21.5	46.7
DH10B	ECDH10B_0928	ybjO	24.1	23.6	18.6	28.5	47.7	27.6	34.1	19.7
DH10B	ECDH10B_0929	rumB	39.6	33.6	37	22.3	18.3	15.8	10.1	9.1
DH10B	ECDH10B_0930	artJ	28.9	67.1	41.4	109.9	35.5	65	60	76.3
DH10B	ECDH10B_0931	artM	36.6	62.3	137.2	177.1	53.6	117.4	116.5	59.1
DH10B	ECDH10B_0932	artQ	107	63.8	141.7	124.1	57.5	127.5	68.6	101.8
DH10B	ECDH10B_0933	artI	86.8	75	67.3	252	98	172	91	161.6
DH10B	ECDH10B_0934	artP	102.7	58.5	80.1	66.2	130.3	105.3	63.3	62.1
DH10B	ECDH10B_0935	ybjP	27.4	35.8	0	28.1	69.5	24.8	7.3	28.7
DH10B	ECDH10B_0936	ybjQ	46.5	28.3	35.1	44.7	19.4	27.4	0	40
DH10B	ECDH10B_0937	ybjR	52.7	94.6	139.6	102.6	96	83.3	97.5	53.4
DH10B	ECDH10B_0938	ybjS	69.6	101.6	178	92	101.7	121.6	91.8	89.9
DH10B	ECDH10B_0939	ybjT	53.3	46.9	77.4	48.3	184.8	170.3	141.2	147.8
DH10B	ECDH10B_0940	ltaE	120.7	124.9	172.6	208.7	317.6	341.3	329.4	300.2
DH10B	ECDH10B_0941	poxB	7.7	13	63.1	48.7	64.1	66.8	129.5	115.7
DH10B	ECDH10B_0942	hcr	0	7	0	5.5	0	7.5	0	0
DH10B	ECDH10B_0943	hcp	0	1.5	5	0	0	10.1	0	6
DH10B	ECDH10B_0944	ybjE	59.1	40	43	19.1	20.9	27.1	0	14.8
DH10B	ECDH10B_0945	aqpZ	29.1	23.6	36	14.6	20.6	19.3	35.9	40.3
DH10B	ECDH10B_0946	ybjD	58.5	47.6	50.3	46.5	43.8	60.1	26.5	52.6
DH10B	ECDH10B_0947	ybjX	100.5	134.9	68.7	138.2	36.1	52.1	80.8	84.2
DH10B	ECDH10B_0948	macA	51.5	49.6	41.5	87.9	68.3	75.7	144.5	93.3
DH10B	ECDH10B_0949	macB	32.2	48.2	58.8	56.2	75.5	59.9	38.9	68.2
DH10B	ECDH10B_0950	cspD	29.3	7.7	0	0	83.7	21.1	90.8	36.2
DH10B	ECDH10B_0951	clpS	268.4	34.4	63.8	137	136.8	117.6	150.9	302.7
DH10B	ECDH10B_0952	clpA	657.2	595.1	592.2	554.5	972.4	1076.6	1069.4	1265.9
DH10B	ECDH10B_0954	infA	339.6	154.9	405.2	330.5	176	143.7	55.3	114.4
DH10B	ECDH10B_0955	aat	110.2	109.3	86.1	53.2	153.9	134.8	62.3	75.8
DH10B	ECDH10B_0956	cydC	181.8	151.5	133.9	195.5	134.8	157.6	91	133.7
DH10B	ECDH10B_0957	cydD	119.6	83.4	64.8	90.1	102	100.9	109.2	71.5
DH10B	ECDH10B_0958	trxB	294.3	276.6	405.1	328	188.4	258.5	120.7	146.5
DH10B	ECDH10B_0959	lrp	449.8	339.9	760	1022.5	757	748.5	1382.4	924.7
DH10B	ECDH10B_0960	ftsK	320.8	363.6	340.3	367	434.3	510.3	509.2	520.5
DH10B	ECDH10B_0961	lolA	267.7	215.9	292.5	111.3	115.7	276.5	294.4	367.8
DH10B	ECDH10B_0962	ycaJ	179.3	134.8	97.6	181.9	180.1	236.2	208.4	228.8
DH10B	ECDH10B_0963	serS	968.4	1071.4	698.6	793.7	312.7	348.4	315	342.6
DH10B	ECDH10B_0964	dmsA	178.1	166.8	10.5	8.8	8.8	5.4	13.6	11.4
DH10B	ECDH10B_0965	dmsB	233.1	140.2	0	0	0	11.5	8.6	2.4
DH10B	ECDH10B_0966	dmsC	289.3	211.4	50.9	0	78.9	39.4	31.5	22
DH10B	ECDH10B_0967	ycaC	59.3	30	99.2	59.9	54.3	62.7	72.4	116
DH10B	ECDH10B_0968	ycaD	88.9	73.1	79.9	44.8	15.6	37.4	54.7	54.4
DH10B	ECDH10B_0969	ycaM	3.9	13.5	16.4	7.5	0	8.7	14.3	17.5
DH10B	ECDH10B_0970	ycaN	5.7	16.8	4.2	0	9.9	23.8	25	36.2
DH10B	ECDH10B_0971	ycaK	33.5	16	21.8	0	54.6	6.6	26.9	13.3
DH10B	ECDH10B_0972	pflA	254.7	393.8	206.8	146.2	137.9	141.1	114.4	125
DH10B	ECDH10B_0973	pflB	3348.6	5044.4	733.5	1012.9	768	1096.2	747	891.7
DH10B	ECDH10B_0974	focA	453.7	425.3	38.9	73.7	36.6	32.3	12.4	26
DH10B	ECDH10B_0975	ycaO	306.3	322.7	404.8	505.4	273.4	220.2	122.9	147.9
DH10B	ECDH10B_0976	ycaP	18.3	18.7	52.5	21.7	11.6	16.2	10.9	12.2
DH10B	ECDH10B_0977	serC	335	465.2	654.7	605.6	444.5	577.2	544.2	444.4
DH10B	ECDH10B_0978	aroA	206.4	178.5	375.7	144.5	254.8	208.2	202.2	177.2
DH10B	ECDH10B_0979	ycaL	4.3	25.8	8.9	19.6	10.5	9.6	11.9	22.5
DH10B	ECDH10B_0980	cmk	382.7	294.7	349.3	255.5	190	204.6	302.1	210
DH10B	ECDH10B_0981	rpsA	4697.1	5594	6207.1	8061.8	4056.4	4301.6	2780.4	2881.2
DH10B	ECDH10B_0982	ihfB	14.9	248.7	220.9	131.7	141.5	311	329.3	334.5
DH10B	ECDH10B_0983	ycaI	24.5	32.8	36.5	7.6	32.8	29.2	22.1	29.8
DH10B	ECDH10B_0984	msbA	296.3	312.1	361.2	387.8	391.1	389.5	367.4	331.6
DH10B	ECDH10B_0985	lpxK	196	237	238.2	284.6	251.6	216	251.5	218.9
DH10B	ECDH10B_0986	ycaQ	32.8	97.8	105.2	138.3	90.2	86.1	62	77.1
DH10B	ECDH10B_0987	ycaR	46.3	6	0	52.7	0	10.1	49.6	0
DH10B	ECDH10B_0988	kdsB	355.4	385.2	471.1	475.9	309.6	357.2	372.9	374.8
DH10B	ECDH10B_0989	ycbJ	96.4	134.4	46.7	65.4	93.3	45.8	72.8	29
DH10B	ECDH10B_0990	ycbC	89.9	46.1	21.4	50.9	54	52.4	83.5	48
DH10B	ECDH10B_0991	smtA	210.8	145.4	125.4	203.3	68.4	108.4	155	140.9
DH10B	ECDH10B_0992	mukF	180.4	169.9	129.6	207.5	169.4	139.2	115	154.2
DH10B	ECDH10B_0993	mukE	167.3	273.8	201.4	170.8	185.1	159.6	93.8	182.9
DH10B	ECDH10B_0994	mukB	333.8	340.7	325.8	409	234.3	296.8	279.8	277.3
DH10B	ECDH10B_0995	ycbB	76.4	96.3	100.1	45.5	99.4	100.7	200.7	208.5
DH10B	ECDH10B_0996	ycbK	126.9	188.9	420	449.2	169.8	259.7	282.6	409.5
DH10B	ECDH10B_0997	ycbL	709.8	482	945.7	871.2	603.2	625.8	1126.1	700.3
DH10B	ECDH10B_0998	aspC	685.4	549.7	629.2	519.9	599.9	499.5	321.6	394.7
DH10B	ECDH10B_0999	ompF	1633.6	2071.9	6592	4548.2	1536.9	1438.5	1780.8	2198.8
DH10B	ECDH10B_1000	asnS	498.6	742.3	645.8	706.8	407.6	535.1	498.1	501.6
DH10B	ECDH10B_1001	pncB	603	803.8	467.8	556.7	380	427.6	309.6	414.3
DH10B	ECDH10B_1002	pepN	199.6	215.8	242.1	300.8	524.2	550.1	483.5	666.4
DH10B	ECDH10B_1003	ssuB	29.4	29.4	14.8	4.2	25.7	40.6	45.3	60.1
DH10B	ECDH10B_1004	ssuC	0	0	0	0	12.5	4	0	1.9
DH10B	ECDH10B_1005	ssuD	0	1.7	7.9	0	0	6.3	7.3	2.1
DH10B	ECDH10B_1006	ssuA	0	0	0	0	0	2	0	0
DH10B	ECDH10B_1007	ssuE	10.6	5.5	0	0	0	11.6	0	7.3
DH10B	ECDH10B_1008	ycbQ	0	0	0	0	0	9	0	17.9
DH10B	ECDH10B_1009	ycbR	0	4	0	0	0	5.6	0	3
DH10B	ECDH10B_1010	ycbS	4.7	4.4	12.2	3.5	13.4	6.5	4.1	6
DH10B	ECDH10B_1011	ycbT	17.1	19.7	12.7	0	0	7.4	24.7	14.1
DH10B	ECDH10B_1012	ycbU	9.5	7	19.6	0	0	21.5	32.1	23.3
DH10B	ECDH10B_1013	ycbV	13.7	7.6	27.9	0	0	13.6	14.7	0
DH10B	ECDH10B_1014	ycbF	41	29.7	23.5	9.8	94.6	36.3	42.6	38.2
DH10B	ECDH10B_1015	pyrD	150.4	161.1	81	55.7	46.1	45.6	58.4	37.9
DH10B	ECDH10B_1016	ycbW	105.8	78.5	331	164.9	42.9	68.2	43.2	122.2
DH10B	ECDH10B_1017	ycbX	114.1	136.4	84.7	94.7	182.5	73.1	103.7	97.3
DH10B	ECDH10B_1018	rlmL	234.8	232.5	230.2	293.9	144.1	126.5	109.5	126.5
DH10B	ECDH10B_1019	uup	253.9	187.8	212.3	235.8	131.1	124.8	81.3	105.6
DH10B	ECDH10B_1020	pqiA	163.7	153.4	122.8	136.8	114.4	42.6	55.5	31
DH10B	ECDH10B_1021	pqiB	125.4	126.7	116.5	126.4	78.1	79.7	47	53.3
DH10B	ECDH10B_1022	ymbA	242.9	160.9	195	145.4	124	107.6	69.8	117.2
DH10B	ECDH10B_1023	rmf	22.4	16.9	76.7	124.5	80	87.2	157.7	114.9
DH10B	ECDH10B_1024	fabA	627.7	600.3	1326.9	1353.3	958.6	1563.2	895.5	1099.9
DH10B	ECDH10B_1025	ycbZ	259.8	348.7	292.4	348.6	274.9	332.2	310.8	296.2
DH10B	ECDH10B_1026	ycbG	70.7	116	172.4	165.7	33.6	144.4	198.8	187.2
DH10B	ECDH10B_1027	ompA	8019.9	11414.8	8006.3	6859.2	7540	7948.7	4138.1	4970.3
DH10B	ECDH10B_1028	sulA	200.3	111.4	279.6	264.9	256.6	165.3	408.2	258.5
DH10B	ECDH10B_1029	sxy	64.3	45.3	66.2	17	49.8	23.6	6	12.5
DH10B	ECDH10B_1030	yccS	88.7	129.7	79.9	87.9	84.9	83.3	77.3	57.9
DH10B	ECDH10B_1031	yccF	43.2	75.9	23.8	22.8	22.1	27	32.2	50.6
DH10B	ECDH10B_1032	helD	58.9	62.1	84.5	91.6	90.7	96.7	87.7	113.9
DH10B	ECDH10B_1033	mgsA	95.4	116.6	170.2	109.8	134.8	209.5	150.1	284
DH10B	ECDH10B_1034	yccT	17	13.6	5.7	12.1	13.5	6.5	38.8	30.5
DH10B	ECDH10B_1035	yccU	120.5	57.6	186.9	79	147.2	130.8	213.9	124.6
DH10B	ECDH10B_1036	hspQ	45.9	48.6	88.2	40.5	0	91.8	0	177.4
DH10B	ECDH10B_1037	yccW	113.8	36.4	17.2	15.3	55.7	48.5	52.8	24.3
DH10B	ECDH10B_1038	yccX	8.4	27.2	0	0	28.9	31.8	0	53
DH10B	ECDH10B_1039	yccK	68.5	52.1	103.4	0	24.4	45.6	66.5	116.1
DH10B	ECDH10B_1040	yccA	785.3	1141.6	972.2	717.3	1256.4	980.5	1422.1	1631.2
DH10B	ECDH10B_1042	hyaA	7.6	1.7	19	0	0	4.1	5.4	6.7
DH10B	ECDH10B_1043	hyaB	6	2.8	0	0	0	4.1	3	8.9
DH10B	ECDH10B_1044	hyaC	5.3	10.9	12.9	0	0	5.5	3.2	9.8
DH10B	ECDH10B_1045	hyaD	0	3.2	0	11.9	30.5	10.7	0	8.7
DH10B	ECDH10B_1046	hyaE	0	6.7	0	8.1	0	0	0	6
